Africa	Afriko
Colmenar Viejo, Madrid	Colmenar Viejo
Gară	Fervoja stacidomo
Regatul Ierusalimului	Jerusalema reĝlando
Format:Istoria Japoniei	Ŝablono:Historio de Japanio
Format:Istoria Chinei	Ŝablono:Historio de Ĉinio
Marc-Antoine Charpentier	Marc-Antoine Charpentier
Juvete	Ĵe (cirila alfabeto)
Novi Sad	Novi Sad
José María Aznar	José María Aznar
Spice Girls	Spice Girls
Wikipedia:Acoperire în presă	Vikipedio:Gazetaro
Arceau	Arceau
Beire-le-Châtel	Beire-le-Châtel
Bèze	Bèze
Mirebeau-sur-Bèze	Mirebeau-sur-Bèze
Aleksander Kwaśniewski	Aleksander Kwaśniewski
Astrid Lindgren	Astrid Lindgren
Peter Ustinov	Peter Ustinov
Oprah Winfrey	Oprah Winfrey
Albatros	Albatrosoj
William Baffin	William Baffin
Paleogen	Paleogeno
Dispariția dinozaurilor	Kretacea-terciara evento
Limbaj mașină	Maŝinkodo
Craterul Chicxulub	Kratero Chicxulub
Crater de impact	Alfrapa kratero
Curentul Antarctic de Vest	Antarkta Ĉirkaŭpolusa Marfluo
Categorie:Președinți ai Poloniei	Kategorio:Prezidantoj de Pollando
Lista șefilor de stat ai Poloniei	Listo de prezidantoj de Pollando
Supercontinent	Kontinentego
Wojciech Jaruzelski	Wojciech Jaruzelski
Gabriel Narutowicz	Gabriel Narutowicz
August Zaleski	August Zaleski
Categorie:Prim-miniștri ai Poloniei	Kategorio:Ĉefministroj de Pollando
Pontivy	Pontivy
Jerzy Buzek	Jerzy Buzek
Jarosław Kaczyński	Jarosław Kaczyński
Tadeusz Mazowiecki	Tadeusz Mazowiecki
Auguste și Louis Lumière	Fratoj Lumière
Sant'Agata de' Goti	Sant'Agata de' Goti
Kenji Miyazawa	Mijazaŭa Kenĝi
Naturalism (literatură)	Naturalismo
Ridley Scott	Ridley Scott
Tim Burton	Tim Burton
Gina Lollobrigida	Gina Lollobrigida
Bundeswehr	Bundeswehr
Anna Magnani	Anna Magnani
Luftwaffe	Luftwaffe
Katharine Hepburn	Katharine Hepburn
Grad militar	Soldataj rangoj
Berlinul de Vest	Okcidenta Berlino
Berlinul de Est	Orienta Berlino
Reunificarea Germaniei	Germania reunuiĝo
Constituția Germaniei	Germana konstitucio
Departamentele Uruguayului	Departementoj de Urugvajo
Diviziune administrativă	Administra divido
Francis Ford Coppola	Francis Ford Coppola
Quilpué	Quilpué
Rengo	Rengo
San Antonio, Chile	San Antonio (Ĉilio)
San Bernardo (Chile)	San Bernardo (Ĉilio)
Comitatul Wayne, New York	Kantono Wayne (Nov-Jorkio)
Georges Bizet	Georges Bizet
Lise Meitner	Lise Meitner
24 (serial TV)	24 (televida serio)
Agira	Agira
Aidone	Aidone
Assoro	Assoro
Barrafranca	Barrafranca
Calascibetta	Calascibetta
Catenanuova	Catenanuova
Centuripe	Centuripe
Cerami	Cerami
Gagliano Castelferrato	Gagliano Castelferrato
Leonforte	Leonforte
Nicosia, Sicilia	Nicosia
Nissoria	Nissoria
Piazza Armerina	Piazza Armerina
Pietraperzia	Pietraperzia
Regalbuto	Regalbuto
Sperlinga	Sperlinga
Troina	Troina
Valguarnera Caropepe	Valguarnera Caropepe
Villarosa	Villarosa
Kim Jong-un	Kim Ĝong-un
Limba sami	Samea lingvo
Blitzkrieg	Fulmomilito
Arhanghelul Rafael	Rafael
Emmerich am Rhein	Emmerich am Rhein
Saună	Saŭno
Verbascum	Verbasko
Jiangxi	Ĝjangŝio
Lista cantoanelor Croației	Provincoj de Kroatio
Cantonul Krapina-Zagorje	Krapina-Zagorje
Cantonul Sisak-Moslavina	Sisak-Moslavina
Philipp Lenard	Philipp Lenard
Otto Hahn	Otto Hahn
James Franck	James Franck
Max von Laue	Max von Laue
Wilhelm Wien	Wilhelm Wien
Gustav Ludwig Hertz	Gustav Hertz
Cantonul Karlovac	Karlovac (provinco)
Otto Stern	Otto Stern
Daniel Gabriel Fahrenheit	Gabriel Daniel Fahrenheit
Nelly Sachs	Nelly Sachs
Fritz Haber	Fritz Haber
Karl Ferdinand Braun	Ferdinand Braun
Adolf von Baeyer	Adolf von Baeyer
Jürgen Klinsmann	Jürgen Klinsmann
Papa Adrian al VI-lea	Hadriano la 6-a
Paul Ehrlich	Paul Ehrlich
Johannes Stark	Johannes Stark
Emanuel Lasker	Emanuel Lasker
Gottlieb Daimler	Gottlieb Daimler
Corbeyrier	Corbeyrier
Maria Goeppert-Mayer	Maria Goeppert-Mayer
Karl Weierstrass	Karl Weierstrass
Heinrich Schliemann	Heinrich Schliemann
Josef Mengele	Josef Mengele
Oswald Spengler	Oswald Spengler
Jens Lehmann	Jens Lehmann
Diane Kruger	Diane Kruger
Peter Grünberg	Peter Grünberg
Crissier	Crissier
Alfred Jodl	Alfred Jodl
Sigismund de Luxemburg	Sigismondo la 1-a (Sankta Romia Imperio)
Walther Nernst	Walther Nernst
Anne de Cleves	Anna de Kleve
Otto Wallach	Otto Wallach
Wilhelm Canaris	Wilhelm Canaris
Hans-Ulrich Rudel	Hans-Ulrich Rudel
Kurt von Schleicher	Kurt von Schleicher
Max Reger	Max Reger
Timo Hildebrand	Timo Hildebrand
Power metal	Potenca metalroko
Karl Schwarzschild	Karl Schwarzschild
Carol I al României	Karolo la 1-a (Rumanio)
Cacau	Cacau
Thomas Hitzlsperger	Thomas Hitzlsperger
Erich von Falkenhayn	Erich von Falkenhayn
Erich Raeder	Erich Raeder
Adolf Anderssen	Adolf Anderssen
Friedrich Paulus	Friedrich Paulus
Ludovic al IV-lea al Sfântului Imperiu Roman	Ludoviko la 4-a (Sankta Romia Imperio)
Otto Lilienthal	Otto Lilienthal
Horst Wessel	Horst Wessel
Zé Roberto	Zé Roberto
Eugen d'Albert	Eugen d'Albert
Ernst Udet	Ernst Udet
Frederic Wilhelm al IV-lea al Prusiei	Frederiko Vilhelmo la 4-a (Prusio)
Friedrich Hebbel	Friedrich Hebbel
Stefan George	Stefan George
Karl Ernst von Baer	Karl Ernst von Baer
Erich Hartmann	Erich Hartmann
Frederic al V-lea, Elector Palatin	Frederiko la 5-a (Palatinato)
Franz Brentano	Franz Brentano
Martin Waldseemüller	Martin Waldseemüller
Maximilian I de Bavaria (principe elector)	Maksimiliano la 1-a (Bavario)
Charlotte a Prusiei	Aleksandra Teodorovna (edzino de Nikolao la 1-a)
Anna Magdalena Bach	Anna Magdalena Bach
Farfurie	Telero
Elisabeth Charlotte, Prințesă a Palatinatului	Elizabeto Ĉarloto de Palatinato
Georg Wilhelm Steller	Georg Steller
Sofia de Hanovra	Sofia de Palatinato
Louis Spohr	Louis Spohr
Clemens Brentano	Clemens Brentano
Bettina von Arnim	Bettina von Arnim
Ludwig Tieck	Ludwig Tieck
August von Kotzebue	August von Kotzebue
Paul Hindemith	Paul Hindemith
Ferdinand Porsche	Ferdinand Porsche
Ollanta Humala	Ollanta Humala
Anneliese Michel	Anneliese Michel
Gheorghi Părvanov	Georgi Parvanov
Omar Hasan Ahmad al-Bashir	Omar al-Baŝir
Felipe Calderón	Felipe Calderón
Paul Biya	Paul Biya
Michael D. Higgins	Michael D. Higgins
Gottfried Benn	Gottfried Benn
Newcastle, New South Wales	Novkastelo
Traian Băsescu	Traian Basescu
August Wilhelm Schlegel	August Wilhelm Schlegel
Jacob Zuma	Jacob Zuma
Ólafur Ragnar Grímsson	Ólafur Ragnar Grímsson
Wilhelm Furtwängler	Wilhelm Furtwängler
Harald al V-lea al Norvegiei	Haroldo la 5-a (Norvegio)
Toomas Hendrik Ilves	Toomas Hendrik Ilves
Johann Franz Encke	Johann Franz Encke
Ivan Gašparovič	Ivan Gašparovič
Ernst Wilhelm Tempel	Ernst Wilhelm Leberecht Tempel
Abdullah bin Abdulaziz al-Saud	Abdulah bin Abdul-Aziz Al Saud
Walter Baade	Walter Baade
Bamir Topi	Bamir Topi
Adolf, Mare Duce de Luxemburg	Adolfo (Luksemburgo)
Karolos Papoulias	Karolos Papulias
Bernhard de Lippe-Biesterfeld	Bernardo de Nederlando
Jalal Talabani	Ĝalal Talabani
Abdelaziz Bouteflika	Abdelaziz Bouteflika
Juan Manuel Santos	Juan Manuel Santos
José Eduardo dos Santos	José Eduardo dos Santos
Salva Kir Mayardit	Salva Kiir Mayardit
Volker Schlöndorff	Volker Schlöndorff
Oraș imperial liber	Libera regna urbo
Norodom Sihamoni	Norodom Sihamoni
Laura Chinchilla	Laura Chinchilla
Volker Beck	Volker Beck
Blaise Compaoré	Blaise Compaoré
Hassanal Bolkiah	Hassanal Bolkiah
Danilo Türk	Danilo Türk
Dimítris Christófias	Dimitris Ĥristofias
August Ferdinand Möbius	August Ferdinand Möbius
Anton Praetorius	Anton Praetorius
Mauricio Funes	Mauricio Funes
Pierre Nkurunziza	Pierre Nkurunziza
William Stern	William Stern
Idriss Déby	Idriss Déby
Hamad bin Isa al Khalifa	Hamad bin Isa Al Ĥalifa
Zidul lui Hadrian	Muro de Hadriano
Hamad bin Khalifa al-Thani	Hamad bin Ĥalifa Al Thani
Thomas de Maizière	Thomas de Maizière
Nicolaus Bruhns	Nicolaus Bruhns
Zidul Atlanticului	Atlantika muro
Ilham Aliev	Ilham Alijev
Asif Ali Zardari	Asif Ali Zardari
Jigme Khesar Namgyel Wangchuck	Jigme Khesar Namgyel Wangchuck
Dalia Grybauskaitė	Dalia Grybauskaitė
Wernher von Braun	Wernher von Braun
Teodoro Obiang Nguema Mbasogo	Teodoro Obiang Nguema Mbasogo
Alfred Döblin	Alfred Döblin
Anna Seghers	Anna Seghers
Nursultan Nazarbaev	Nursultan Nazarbajev
Helmut Newton	Helmut Newton
Ivan Rebroff	Ivan Rebroff
Aníbal Cavaco Silva	Aníbal Cavaco Silva
Markus Wolf	Markus Wolf
Daniel Ortega	Daniel Ortega
Susilo Bambang Yudhoyono	Susilo Bambang Yudhoyono
Truong Tan Sang	Truong Tan Sang
Șimon Peres	Ŝimon Peres
Joseph Kabila	Joseph Kabila
Țahiaghiin Elbegdorj	Tsakhia Elbegdorj
Tomislav Nikolić	Tomislav Nikolić
Václav Klaus	Václav Klaus
Gjorge Ivanov	Gjorge Ivanov
Ningxia	Ningŝjao
Hans Adam al II-lea, Principe de Liechtenstein	Hans Adam la 2-a
Anote Tong	Anote Tong
Abdullah al II-lea al Iordaniei	Abdullah la 2-a (Jordanio)
Joan Enric Vives Sicília	Joan Enric Vives Sicília
Maria Barbara Bach	Maria Barbara Bach
Jakaya Mrisho Kikwete	Jakaya Kikwete
Andris Bērziņš	Andris Bērziņš (prezidanto de Latvio)
Michel Martelly	Michel Martelly
Hedviga de Silezia	Hedvigo de Silezio
Gurbanguly Berdimuhamedow	Gurbanguli Berdimuĥamedov
Ioan al Saxoniei	Johano (Saksio)
Filip Vujanović	Filip Vujanović
Abdul Halim de Kedah	Abdul Halim
Alexander Parvus	Alexander Parvus
Mohammed al VI-lea al Marocului	Mohamedo la 6-a (Maroko)
Sabah Al-Ahmad Al-Jaber Al-Sabah	Sabah al-Ahmad al-Ĝabir as-Sabah
Islam Karimov	Islom Karimov
Georg Ernst Stahl	Georg Ernst Stahl
Curd Jürgens	Curd Jürgens
Marcel Breuer	Marcel Breuer
Jupiter, Constanța	Jupiter (Rumanio)
Gordon Bajnai	Gordon Bajnai
Zi națională	Nacia tago
Districtul Kweneng	Distrikto Kweneng
Erich Auerbach	Erich Auerbach
Hildegard Knef	Hildegard Knef
Wilhelm, Prinț Moștenitor al Germaniei	Vilhelmo de Prusio
Sali Berisha	Sali Berisha
Janez Janša	Janez Janša
Maximilian al II-lea Emanuel, Elector de Bavaria	Maksimiliano la 2-a Emanuelo (Bavario)
Regina Elisabeta a României	Carmen Sylva
Valdis Dombrovskis	Valdis Dombrovskis
Hashim Thaçi	Hashim Thaçi
Andrus Ansip	Andrus Ansip
Viktor Orbán	Viktor Orbán
Lee Hsien Loong	Lee Hsien Loong
Adelaide de Saxa-Meiningen	Adelajdo de Saksio-Meiningen
Yoshihiko Noda	Joŝihiko Noda
Helle Thorning-Schmidt	Helle Thorning-Schmidt
Erwin Panofsky	Erwin Panofsky
Jean-Claude Juncker	Jean-Claude Juncker
Emma de Waldeck și Pyrmont	Emma de Waldeck-Pyrmont
Jens Stoltenberg	Jens Stoltenberg
Regina Maria a României	Maria de Rumanio
Matthias Platzeck	Matthias Platzeck
Vlad Filat	Vlad Filat
Victor Ponta	Victor Ponta
Amtsberg	Amtsberg
Auerbach (Erzgebirge)	Auerbach (Ercmontaro)
Bad Schlema	Bad Schlema
Bärenstein (Erzgebirge)	Bärenstein (Ercmontaro)
Bernsbach	Bernsbach
Bockau	Bockau
Börnichen/Erzgeb.	Börnichen (Ercmontaro)
Borstendorf	Borstendorf
Breitenbrunn/Erzgeb.	Breitenbrunn (Ercmontaro)
Burkhardtsdorf	Burkhardtsdorf
Houston Stewart Chamberlain	Houston Stewart Chamberlain
Crottendorf	Crottendorf
Deutschneudorf	Deutschneudorf
Drebach	Drebach
Erlbach-Kirchberg	Erlbach-Kirchberg
Gelenau/Erzgeb.	Gelenau (Ercmontaro)
Gornau/Erzgeb.	Gornau (Ercmontaro)
Gornsdorf	Gornsdorf
Großolbersdorf	Großolbersdorf
Jóhanna Sigurðardóttir	Jóhanna Sigurðardóttir
Großrückerswalde	Großrückerswalde
Boiko Borisov	Bojko Borisov
Grünhainichen	Grünhainichen
Heidersdorf	Heidersdorf
Hohndorf	Hohndorf
Hormersdorf	Hormersdorf
Philipp Rösler	Philipp Rösler
Jahnsdorf/Erzgeb.	Jahnsdorf (Ercmontaro)
Mark Rutte	Mark Rutte
Königswalde	Königswalde
Eduard I al Angliei	Eduardo la 1-a (Anglio)
Mildenau	Mildenau
Neukirchen/Erzgeb.	Neukirchen (Ercmontaro)
Antonis Samaras	Antonis Samaras
Niederdorf (Sachsen)	Niederdorf (Saksio)
Niederwürschnitz	Niederwürschnitz
Pfaffroda	Pfaffroda
Fortificație	Fortikaĵo
Pockau	Pockau
Johann Hermann Schein	Johann Hermann Schein
Schönheide	Schönheide
Sehmatal	Sehmatal
Seiffen/Erzgeb.	Seiffen (Ercmontaro)
Maximilian al III-lea, Elector de Bavaria	Maksimiliano la 3-a Jozefo (Bavario)
Stützengrün	Stützengrün
Tannenberg (Sachsen)	Tannenberg (Saksio)
Thermalbad Wiesenbad	Thermalbad Wiesenbad
Zschorlau	Zschorlau
Brigitte Mohnhaupt	Brigitte Mohnhaupt
Ehrenfriedersdorf	Ehrenfriedersdorf
Wilhelm Müller	Wilhelm Müller
Eibenstock	Eibenstock
Elterlein	Elterlein
Geyer	Geyer
Grünhain-Beierfeld	Grünhain-Beierfeld
Johanngeorgenstadt	Johanngeorgenstadt
Jöhstadt	Jöhstadt
Lauter/Sa.	Lauter (Saksio)
Lengefeld	Lengefeld
Lößnitz (Erzgebirge)	Lößnitz
Lugau/Erzgeb.	Lugau (Ercmontaro)
Oberwiesenthal	Oberwiesenthal
Annette Schavan	Annette Schavan
Oelsnitz/Erzgeb.	Oelsnitz (Ercmontaro)
Olbernhau	Olbernhau
Scheibenberg	Scheibenberg
Schlettau	Schlettau
Schneeberg (Erzgebirge)	Schneeberg (Ercmontaro)
Annaberg-Buchholz	Annaberg-Buchholz
Aue (Sachsen)	Aue (Saksio)
Marienberg	Marienberg
Schwarzenberg/Erzgeb.	Schwarzenberg (Ercmontaro)
Stollberg/Erzgeb.	Stollberg
Jan Ullrich	Jan Ullrich
Johannes Hevelius	Johannes Hevelius
Wilhelm Hauff	Wilhelm Hauff
Cantonul Varaždin	Provinco Varaždin
Matthäus Merian	Matthäus Merian
Thalheim/Erzgeb.	Thalheim (Ercmontaro)
Thum	Thum
Wolkenstein (Erzgebirge)	Wolkenstein (Ercmontaro)
Zöblitz	Zöblitz
Zwönitz	Zwönitz
Zschopau	Zschopau
Waldkirchen/Erzgeb.	Waldkirchen (Ercmontaro)
Venusberg (Erzgebirge)	Venusberg (Ercmontaro)
Johann Peter Eckermann	Johann Peter Eckermann
Sosa	Sosa (Ercmontaro)
Pobershau	Pobershau
EBay	EBay
Cantonul Koprivnica-Križevci	Koprivnica-Križevci
Katarina Witt	Katarina Witt
Heinrich Müller	Heinrich Müller
Vermes, Jura	Vermes JU
Christopher de Bavaria	Kristoforo de Bavario
Johann Karl Ehrenfried Kegel	Johann Karl Ehrenfried Kegel
Cantonul Bjelovar-Bilogora	Bjelovar-Bilogora
Cantonul Primorje-Gorski Kotar	Primorje-Gorski kotar
Petro Poroșenko	Petro Poroŝenko
Cantonul Lika-Senj	Lika-Senj
Cantonul Virovitica-Podravina	Virovitica-Podravina
Cent	Cendo
Cantonul Požega-Slavonia	Požega-Slavonio
Cantonul Brod-Posavina	Brod-Posavina
Nicolás Maduro	Nicolás Maduro
Salman bin Hamad bin Isa al Khalifa	Salman bin Hamad Al Ĥalifa
Cantonul Zadar	Zadar (provinco)
Pasteurizare	Pasteŭrizado
Cantonul Osijek-Baranja	Osijek-Baranja
ICQ	ICQ
Wikipedia în kazahă	Kazaĥlingva Vikipedio
Nefron	Nefrono
János Martonyi	János Martonyi (politikisto)
Cantonul Šibenik-Knin	Šibenik-Knin
Karel Schwarzenberg	Karel Schwarzenberg
Mesagerie instantanee	Tujmesaĝilo
Monarhia din Iulie	Julia monarkio
Saara (bei Schmölln)	Saara (apud Schmölln)
Cantonul Vukovar-Srijem	Vukovar-Srijem
Aeroportul Internațional Düsseldorf	Flughaveno Duseldorfo
Cantonul Split-Dalmația	Split-Dalmatio
Wikipedia în turcă	Turklingva Vikipedio
Sos bearnez	Bearnezo
Cantonul Istria	Istrio (provinco)
Guido Westerwelle	Guido Westerwelle
Cantonul Dubrovnik-Neretva	Dubrovnik-Neretva
Prima Republică Franceză	Unua Respubliko de Francio
Avigdor Lieberman	Avigdor Lieberman
A Doua Republică Franceză	Dua Respubliko de Francio
Jean-Baptiste Biot	Jean-Baptiste Biot
Cantonul Međimurje	Međimurje (provinco)
Banff, Alberta	Banff
Muzică disco	Diskoo
Nova Gradiška	Nova Gradiška
André Schürrle	André Schürrle
Duran Duran	Duran Duran
Casa de Bourbon	Burbonoj (dinastio)
Robinho	Robinho
Hidrazină	Hidrazino
Schalksmühle	Schalksmühle
Capua	Capua
Ludovic al XII-lea al Franței	Ludoviko la 12-a (Francio)
Delligsen	Delligsen
Papa Leon al IX-lea	Leono la 9-a
Qinhuangdao	Ĉinhŭangdaŭo
Papa Victor al II-lea	Viktoro la 2-a
Bodenwerder	Bodenwerder
Papa Ștefan al IX-lea	Stefano la 9-a
Papa Grigore al V-lea	Gregorio la 5-a
Stadtoldendorf	Stadtoldendorf
Friedrich Wöhler	Friedrich Wöhler
Werner von Siemens	Werner von Siemens
Erich Ludendorff	Erich Ludendorff
Ernst Röhm	Ernst Röhm
Edmund Husserl	Edmund Husserl
Frederic al III-lea al Germaniei	Frederiko la 3-a (Germana Regno)
Moritz Bleibtreu	Moritz Bleibtreu
Limba punjabă	Panĝaba lingvo
Wikipedia în sârbocroată	Serbokroatlingva Vikipedio
Limba paștună	Paŝtoa lingvo
Mistreț	Apro
Adam și Eva	Adamo kaj Evo
Mortalitate	Mortindico
Marea Arabiei	Araba Maro
Aeroflot	Aeroflot
Liudmila Juravliova	Ljudmila Ĵuravljova
Mihail Lomonosov	Miĥail Lomonosov
.si	.si
Baja California	Baja California
CONMEBOL	CONMEBOL
Poluare	Poluo
Abraham Gottlob Werner	Abraham Gottlob Werner
August Francke	August Hermann Francke
Eschershausen	Eschershausen
Hanns-Martin Schleyer	Hannsmartin Schleyer
Calea ferată transsiberiană	Transsiberia fervojo
Hasselt	Haselto
Capitalul	La Kapitalo
3280 Grétry	3280 Grétry
Hattem	Hattem
Wolfgang Borchert	Wolfgang Borchert
Celulă solară	Sunĉelo
Gustav Freytag	Gustav Freytag
Dokka Umarov	Doku Umarov
Emiratul Caucaz	Kaŭkaza Emirlando
Emil Ludwig	Emil Ludwig
Saraswati	Sarasvati
Tuaregi	Tuaregoj
Pacifism	Pacismo
Critică literară	Literatura kritiko
Carl Friedrich Zelter	Carl Friedrich Zelter
Doncaster	Doncaster
Filip I al Franței	Filipo la 1-a (Francio)
Courteney Cox Arquette	Courteney Cox
Castrare	Kastro
Harderwijk	Harderwijk
Războiul Triplei Alianțe	Milito de la Trilanda Alianco
Sughiț	Singulto
Eleanor F. Helin	Eleanor Francis Helin
Bormașină	Drilo
Fus cu zurgălăi	Radŝpinilo
Intelectual	Intelektulo
Cydonia Mensae	Cydonia Mensae
Pireu	Pireo
Max Born	Max Born
Unterschleißheim	Unterschleißheim
Erbivor	Herbovorulo
Narvik	Narvik
Filozofia științei	Filozofio de scienco
Diogene Laerțiu	Diogeno Laertio
Celacant	Celakantoformaj
Mo i Rana	Mo i Rana
Capernaum	Kafarnao
Diogene din Sinop	Diogeno la Cinika
Babil	Gubernio Babil
Diglosie	Diglosio
Artur Balder	Artur Balder
Robert Redford	Robert Redford
Dongguan	Dongguan
Varennes-en-Argonne	Varennes-en-Argonne
Vaucouleurs	Vaucouleurs (Meuse)
Colonia Roanoke	Kolonio Roanoke
Fleury-devant-Douaumont	Fleury-devant-Douaumont
Mercury City Tower	Merkurij Siti
Dinastia Merovingiană	Merovidoj
Creștinare	Kristanigo
Patrimoniul cultural imaterial al umanității	Nemateria kultura heredaĵo
Siluriforme	Katfiŝo
Pleuronectiforme	Pleŭronektoformaj
Northland	Nordia Regiono
Eleonora a Castiliei	Eleanora de Kastilio
Lictor	Liktoro
Transfobie	Transfobio
Swakopmund	Swakopmund
Dompierre-sur-Mer	Dompierre-sur-Mer
Zelenogorsk, Krasnoiarsk Krai	Zelenogorsk (urbo en Krasnojarska regiono)
Étain, France	Étain
Ignaz Semmelweis	Ignaz Semmelweis
Jan Kochanowski	Jan Kochanowski
Noua Britanie	Nova Britio
Wicca	Viko
Biserica Ortodoxă a Ciprului	Kipra Ortodoksa Eklezio
Biserica Ortodoxă a Greciei	Eklezio de Grekio
Robert Wise	Robert Wise
Jorge Guillén	Jorge Guillén
Crizantemă	Krizantemo
Jacob Burckhardt	Jacob Burckhardt
Gran Telescopio Canarias	Granda Teleskopo Kanarioj
Schönhausen (Elbe)	Schönhausen (Elbo)
Béjaïa	Beĵaja
Aumühle	Aumühle
Hermann von Helmholtz	Hermann von Helmholtz
Hannah Arendt	Hannah Arendt
Gottlob Frege	Gottlob Frege
Oskar Schindler	Oskar Schindler
Herbert Marcuse	Herbert Marcuse
Heidi Klum	Heidi Klum
Zalaegerszeg	Zalaegerszeg
Štúrovo	Štúrovo
Reinhard Heydrich	Reinhard Heydrich
Albert Speer	Albert Speer
Gustav Robert Kirchhoff	Gustav Robert Kirchhoff
Albertus Magnus	Alberto la Granda
Peninsula Alaska	Alaska Duoninsulo
Gerhard Ertl	Gerhard Ertl
Friedrich Wilhelm Schelling	Friedrich Schelling
Sunetul muzicii	The Sound of Music
Max Müller	Max Müller
Hans Frank	Hans Frank
Selbitz (Oberfranken)	Selbitz (Supra Frankonio)
Konrad Zuse	Konrad Zuse
Henric al IV-lea al Sfântului Imperiu Roman	Henriko la 4-a (Sankta Romia Imperio)
Otto von Guericke	Otto von Guericke
Michael Stich	Michael Stich
Conrad Gesner	Conrad Gesner
.sn	.sn
Chiapas	Chiapas
Alexandr Alexandrovici Fadeev	Aleksandr Fadejev
Veracruz (stat)	Veracruz
Anii 1150	1150-aj jaroj
Erlenbach (Landkreis Heilbronn)	Erlenbach (distrikto Heilbronn)
Subcontinentul Indian	Hinda subkontinento
Drapelul Danemarcei	Dannebrog
Guerrero	Guerrero
Conrad Schumann	Conrad Schumann
Heroină	Heroino
Yucatán	Jukatanio
Meteorit	Meteorŝtono
Franz Karl Achard	Franz Karl Achard
Semiotică	Semiotiko
Anii 1030	1030-aj jaroj
Britta Heidemann	Britta Heidemann
Ariel Șaron	Ariel Ŝaron
Anii 1050	1050-aj jaroj
Eneida	Eneado
Păcat	Peko
Cafeină	Kafeino
Küssaberg	Küssaberg
Ihtiologie	Iktiologio
Dietrich Eckart	Dietrich Eckart
Lou Bega	Lou Bega
Geografia Republicii Panama	Geografio de Panamo
Gunda Niemann-Stirnemann	Gunda Niemann-Stirnemann
Sebastian Brant	Sebastian Brant
Teracotă	Terakoto
Meppel	Meppel
Chandrasekhara Venkata Raman	Chandrasekhara Venkata Raman
Ferdinand Maria, Elector de Bavaria	Ferdinando Maria (Bavario)
Valeri Brainin	Valeri Brainin
Coevorden	Coevorden
Angelus Silesius	Angelus Silesius
Harlingen	Harlingen
Wolfgang Schmieder	Wolfgang Schmieder
Rauenberg	Rauenberg
Illerkirchberg	Illerkirchberg
Faßberg	Faßberg
Gaiberg	Gaiberg
Christian Fürchtegott Gellert	Christian Fürchtegott Gellert
Leopold Gmelin	Leopold Gmelin
Wilhelm Raabe	Wilhelm Raabe
Franz Xaver von Zach	János Ferenc Zách
Regiune polară	Polusa regiono
Novalis	Novalis
Ferdinand al II-lea al Portugaliei	Fernando la 2-a (Portugalio)
Freimut Börngen	Freimut Börngen
Ricarda Huch	Ricarda Huch
Ansel Adams	Ansel Adams
Uniunea Monetară Scandinavă	Skandinavia valuta unio
Ștefan al Angliei	Stefano (Anglio)
Alfred Andersch	Alfred Andersch
Nadia Uhl	Nadja Uhl
Evanghelia după Filip	Evangelio laŭ Filipo
Rose Ausländer	Rose Ausländer
Australian Open	Australian Open
Heinz Rühmann	Heinz Rühmann
Aeroportul Internațional Milano-Malpensa	Flughaveno Milano Malpensa
Martin Opitz	Martin Opitz
Așkelon	Aŝkelon
Coadă	Vosto
Johann Friedrich Agricola	Johann Friedrich Agricola
Muntele Kinabalu	Kinabalu-Monto
Sakis Rouvas	Sakis Rouvas
Râul Ottawa	Otavo (rivero)
Biserica Ortodoxă Rusă	Rusa Ortodoksa Eklezio
Pseudonim	Pseŭdonimo
Ludwig Uhland	Ludwig Uhland
Vasili Kandinski	Vasilij Kandinskij
Sporturi nautice	Akvosporto
Johann Reuchlin	Johano Reuchlin
Glosolalia	Glosolalio
Walter Gropius	Walter Gropius
Walter Benjamin	Walter Benjamin
Malacca, Malaezia	Malako (urbo)
Histamină	Histamino
Ukulele	Ukulelo
Republica din Orientul Îndepărtat	Respubliko de Fora Oriento
Chihuahua, Chihuahua	Chihuahua (urbo)
Guanajuato, Guanajuato	Guanajuato (urbo)
Colima	Colima
Mario Adorf	Mario Adorf
Lumea Sofiei	La Mondo de Sofia
Balthasar Neumann	Johann Balthasar Neumann
Salomon Müller	Salomon Müller
Kurd Lasswitz	Kurd Laßwitz
Acetaldehidă	Acetaldehido
Gimnastică ritmică	Ritma gimnastiko
Acid gras	Grasacido
Ełk	Ełk
The Hollywood Reporter	The Hollywood Reporter
Călătorie	Vojaĝo
Externalizare (economie)	Subkontraktado
Georg Heym	Georg Heym
Jens Böhrnsen	Jens Böhrnsen
Holzen (bei Eschershausen)	Holzen (apud Eschershausen)
Heinade	Heinade
Creglingen	Creglingen
Zell im Wiesental	Zell im Wiesental
Asperg	Asperg
Werbach	Werbach
Bad Bellingen	Bad Bellingen
Wittighausen	Wittighausen
Tunau	Tunau
Fröhnd	Fröhnd
Böllen	Böllen
Eimeldingen	Eimeldingen
Efringen-Kirchen	Efringen-Kirchen
Wittlingen	Wittlingen
Inzlingen	Inzlingen
Affalterbach	Affalterbach
Erdmannhausen	Erdmannhausen
Benningen am Neckar	Benningen am Neckar
Freudental	Freudental
Ditzingen	Ditzingen
Kandern	Kandern
Korntal-Münchingen	Korntal-Münchingen
Todtnau	Todtnau
Remseck am Neckar	Remseck am Neckar
Identificator uniform de resurse	URI
Büsingen am Hochrhein	Büsingen am Hochrhein
Gaienhofen	Gaienhofen
Erligheim	Erligheim
Oberriexingen	Oberriexingen
Ingersheim	Ingersheim
