Afrika	Afriko
Šavkat Mirzijajev	Ŝavkat Mirzijojev
Utvrdno graditeljstvo	Fortikaĵo
Ignacio Milam Tang	Ignacio Milam Tang
Scheibenberg	Scheibenberg
Schlettau	Schlettau
Annaberg-Buchholz	Annaberg-Buchholz
Schwarzenberg (Saska)	Schwarzenberg (Ercmontaro)
Stollberg	Stollberg
Jan Ullrich	Jan Ullrich
Varaždinska županija	Provinco Varaždin
Thalheim (Saska)	Thalheim (Ercmontaro)
Thum	Thum
Wolkenstein	Wolkenstein (Ercmontaro)
Zöblitz	Zöblitz
Zwönitz	Zwönitz
Zschopau	Zschopau
EBay	EBay
Koprivničko-križevačka županija	Koprivnica-Križevci
Katarina Witt	Katarina Witt
Andre Gunder Frank	Andre Gunder Frank
Tobias Sammet	Tobias Sammet
Ernst Boris Chain	Ernst Boris Chain
Johann Karl Ehrenfried Kegel	Johann Karl Ehrenfried Kegel
Bjelovarsko-bilogorska županija	Bjelovar-Bilogora
Primorsko-goranska županija	Primorje-Gorski kotar
Petro Porošenko	Petro Poroŝenko
Ličko-senjska županija	Lika-Senj
Virovitičko-podravska županija	Virovitica-Podravina
Cent	Cendo
Požeško-slavonska županija	Požega-Slavonio
Brodsko-posavska županija	Brod-Posavina
Zadarska županija	Zadar (provinco)
Pasterizacija	Pasteŭrizado
Osječko-baranjska županija	Osijek-Baranja
ICQ	ICQ
Nefron	Nefrono
Šibensko-kninska županija	Šibenik-Knin
Slanje trenutačnih poruka	Tujmesaĝilo
Vukovarsko-srijemska županija	Vukovar-Srijem
Zračna luka Düsseldorf	Flughaveno Duseldorfo
Splitsko-dalmatinska županija	Split-Dalmatio
Istarska županija	Istrio (provinco)
Dubrovačko-neretvanska županija	Dubrovnik-Neretva
Francuska Druga Republika	Dua Respubliko de Francio
Međimurska županija	Međimurje (provinco)
Disco	Diskoo
Nova Gradiška	Nova Gradiška
André Schürrle	André Schürrle
Duran Duran	Duran Duran
Burbonci	Burbonoj (dinastio)
Robinho	Robinho
Hidrazin	Hidrazino
Capua	Capua
Luj XII., kralj Francuske	Ludoviko la 12-a (Francio)
Miranda IM	Miranda IM
Lav IX.	Leono la 9-a
Viktor II.	Viktoro la 2-a
Stjepan IX.	Stefano la 9-a
Grgur V.	Gregorio la 5-a
Friedrich Wöhler	Friedrich Wöhler
Werner von Siemens	Werner von Siemens
Erich Ludendorff	Erich Ludendorff
Ernst Röhm	Ernst Röhm
Edmund Husserl	Edmund Husserl
Arcade Fire	Arcade Fire
Istočnopandžapski jezik	Panĝaba lingvo
Robert Ley	Robert Ley
Paštunski jezici	Paŝtoa lingvo
Divlja svinja	Apro
Adam i Eva	Adamo kaj Evo
Mortalitet	Mortindico
Arapsko more	Araba Maro
Aeroflot	Aeroflot
Veliki skok naprijed	Saltego Antaŭen
Mihail Vasiljevič Lomonosov	Miĥail Lomonosov
.si	.si
Baja California	Baja California
CONMEBOL	CONMEBOL
Zagađenje	Poluo
Transsibirska pruga	Transsiberia fervojo
Sustav	Sistemo
Kapital (Marx)	La Kapitalo
Solarna ćelija	Sunĉelo
Johann Karl Wilhelm Illiger	Johann Karl Wilhelm Illiger
Tuarezi	Tuaregoj
Mirotvorstvo	Pacismo
Književna kritika	Literatura kritiko
Doncaster	Doncaster
Filip I. Francuski	Filipo la 1-a (Francio)
Courteney Cox	Courteney Cox
Kastracija	Kastro
Paragvajski rat	Milito de la Trilanda Alianco
Štucanje	Singulto
Bušilica	Drilo
Kolovrat (znak)	Radŝpinilo
Intelektualac	Intelektulo
Cydonia (regija na Marsu)	Cydonia Mensae
Pirej	Pireo
Max Born	Max Born
Biljožderi	Herbovorulo
Diogen Laertije	Diogeno Laertio
Kafarnaum	Kafarnao
Diogen iz Sinope	Diogeno la Cinika
NGC 1261	NGC 1261
Diglosija	Diglosio
Robert Redford	Robert Redford
Zmijače	Ofiuredoj
Merovinzi	Merovidoj
Pokrštavanje	Kristanigo
Nematerijalna kulturna baština	Nemateria kultura heredaĵo
Somovke	Katfiŝo
Plosnatice	Pleŭronektoformaj
Rennell	Insulo Rennell
Northland	Nordia Regiono
Eleonora Kastiljska	Eleanora de Kastilio
Benguelska struja	Bengela Marfluo
Transfobija	Transfobio
Swakopmund	Swakopmund
Ignaz Semmelweis	Ignaz Semmelweis
Wicca	Viko
Ciparska pravoslavna crkva	Kipra Ortodoksa Eklezio
Smokve	Fikuso
Robert Wise	Robert Wise
Krizantema	Krizantemo
Karska oblast	Karsa Oblasto
Hermann von Helmholtz	Hermann von Helmholtz
Hannah Arendt	Hannah Arendt
Gottlob Frege	Gottlob Frege
Oskar Schindler	Oskar Schindler
Herbert Marcuse	Herbert Marcuse
Heidi Klum	Heidi Klum
Jegersek	Zalaegerszeg
Štúrovo	Štúrovo
Reinhard Heydrich	Reinhard Heydrich
Hernando de Soto (istraživač)	Hernando de Soto (esploristo)
Albert Speer	Albert Speer
Gustav Robert Kirchhoff	Gustav Robert Kirchhoff
Narew	Narevo
Sveti Albert Veliki	Alberto la Granda
Friedrich Wilhelm Joseph von Schelling	Friedrich Schelling
Moje pjesme, moji snovi (1965.)	The Sound of Music
Max Müller	Max Müller
Hans Frank	Hans Frank
Konrad Zuse	Konrad Zuse
Henrik IV., car Svetog Rimskog Carstva	Henriko la 4-a (Sankta Romia Imperio)
Paul Tillich	Paul Tillich
Bernhard von Bülow	Bernhard von Bülow
Georg Michaelis	Georg Michaelis
.sn	.sn
Chiapas	Chiapas
Veracruz	Veracruz
Mauser Karabiner 98	Karabiner 98k
1150-ih	1150-aj jaroj
Zastava Danske	Dannebrog
Joseph Wirth	Joseph Wirth
Guerrero	Guerrero
Heroin	Heroino
Yucatán (savezna država)	Jukatanio
Johann von Tritheim	Johannes Trithemius
Meteorit	Meteorŝtono
Semiotika	Semiotiko
1030-ih	1030-aj jaroj
Ariel Šaron	Ariel Ŝaron
1050-ih	1050-aj jaroj
Eneida	Eneado
Grijeh	Peko
Kofein	Kafeino
Ihtiologija	Iktiologio
Terakota	Terakoto
Čandrasekara Venkata Raman	Chandrasekhara Venkata Raman
Christian Fürchtegott Gellert	Christian Fürchtegott Gellert
Georg Gänswein	Georg Gänswein
Polarna regija	Polusa regiono
Novalis	Novalis
Ansel Adams	Ansel Adams
Stjepan, kralj Engleske	Stefano (Anglio)
Australian Open	Australian Open
Aškelon	Aŝkelon
Rep	Vosto
Kinabalu	Kinabalu-Monto
Sakis Rouvas	Sakis Rouvas
Ottawa (rijeka)	Otavo (rivero)
Andžar	Anĝaro
Ruska pravoslavna Crkva	Rusa Ortodoksa Eklezio
Pseudonim	Pseŭdonimo
Heinrich Kramer	Heinrich Kramer
Vasilij Kandinski	Vasilij Kandinskij
Johannes Reuchlin	Johano Reuchlin
Walter Gropius	Walter Gropius
Walter Benjamin	Walter Benjamin
Melaka	Malako (urbo)
George Town, Penang	Ĝorĝtaŭno (Penango)
Libanonski cedar	Lebanona cedro
Histamin	Histamino
Ukulele	Ukulelo
Horezmska narodna sovjetska republika	Ĥorazma Popola Soveta Respubliko
Chihuahua, Chihuahua	Chihuahua (urbo)
Guanajuato (grad)	Guanajuato (urbo)
Colima (savezna država)	Colima
Balthasar Neumann	Johann Balthasar Neumann
Acetaldehid	Acetaldehido
Ritmička gimnastika	Ritma gimnastiko
Masne kiseline	Grasacido
Georg Heym	Georg Heym
Ditzingen	Ditzingen
Theodore Levitt	Theodore Levitt
Ponoćni kauboj (1969.)	Midnight Cowboy
Büsingen am Hochrhein	Büsingen am Hochrhein
Schönau im Schwarzwald	Schönau im Schwarzwald
Tiahuanaco	Tiahuanaco
Hortobágy	Hortobágy (Nacia parko)
Friedrich Kress von Kressenstein	Friedrich Kress von Kressenstein
Ratno zrakoplovstvo	Aerarmeo
Svjetska turistička organizacija	Monda Organizaĵo pri Turismo
Zlatni prsten Rusije	Ora Ringo de Rusio
Gottmadingen	Gottmadingen
Ordovicij	Ordovicio
Laponija	Sameio
McDonnell Douglas MD-11	McDonnell Douglas MD-11
Otok Jarvis	Ĵarvisinsulo
Zeulenroda-Triebes	Zeulenroda-Triebes
Vanadzor	Vanadzor
Marie Luise Kaschnitz	Marie Luise Kaschnitz
Londonski Tower	Turo de Londono
Sophie von La Roche	Sophie von La Roche
Westminsterska palača	Palaco de Westminster
Silur	Silurio
Heike Makatsch	Heike Makatsch
Armin van Buuren	Armin van Buuren
Canon	Canon
Kalmarska unija	Unio de Kalmar
Dodatak:Popis bivših država	Listo de eksaj ŝtatoj en Eŭropo
Germanija	Germania Magna
Danska-Norveška	Danio-Norvegio
Artroza	Artrozo
Jin i jang	Jino kaj Jango
Jay Z	Jay-Z
Hulk (nogometaš)	Hulk (futbalisto)
Opservatorij	Observatorio
Božićna priča	Kristnaska kanto (Dickens)
Heike Kamerlingh Onnes	Heike Kamerlingh Onnes
John Cockcroft	John Douglas Cockcroft
Kartezijev koordinatni sustav	Kartezia koordinato
Adolf Stieler	Adolf Stieler
Digitalni fotoaparat	Cifereca fotilo
Semiti	Semidoj
Elastičnost	Elasteco (meĥaniko)
Burj Al Arab	Hotelo Araba turo
Maurijsko Carstvo	Maŭrja imperio
Canon EOS	Canon EOS
Uvoz	Importo
Sharon Stone	Sharon Stone
Engleski pacijent (1996.)	The English Patient (filmo)
Smrdljika	Terebintarbo
Abadan	Abadano
Marija Magdalena	Maria Magdala
Brojevi (vrsta riječi)	Nombrovorto
Gabriel Heinze	Gabriel Heinze
Arne Friedrich	Arne Friedrich
Serdar Taşçı	Serdar Taşçı
Analogno računalo	Pneŭmata komputilo
Delémont	Delemonto
Kreuzlingen	Kreuzlingen
Glarus	Glaruso (komunumo)
Stans	Stans
Arosa	Arosa
Sarnen	Sarno (Obvaldo)
Herisau	Herisau
Andermatt	Andermatt
Nyon	Nyon
Uster	Uster
Bellinzona	Belinzono
Köniz	Köniz
Dietikon	Dietikon
Baar (Zug)	Baar ZG
Le Locle	Le Locle
Arbon	Arbon
Johann Wilhelm Ludwig Gleim	Johann Wilhelm Ludwig Gleim
Bonsai	Bonsajo
Žučnjak	Gala veziko
Elektroliza	Elektrolizo
Topništvo	Artilerio
Slavoluk pobjede u Parizu	Triumfa Arko de Parizo
Braća Marx	Fratoj Marx
NGC 1806	NGC 1806
Armenska katolička Crkva	Katolika Armena Eklezio
Alfred Hugenberg	Alfred Hugenberg
Flawil	Flawil
Hans von Beseler	Hans Hartwig von Beseler
Jakob Balde	Jakob Balde
Teorem	Teoremo
Devon (geološko razdoblje)	Devonio
Habsburg	Habsburgoj
Žuč	Galo
Wolfgang Pauli	Wolfgang Pauli
Kalif	Kalifo
Muza	Muzoj
Razlomak	Frakcio (matematiko)
Sahel	Sahelo
Niccolò Paganini	Niccolò Paganini
Euharistija	Komunio
Senat Sjedinjenih Američkih Država	Usona Senato
Devizni tečaj	Kurzo
Henry Kissinger	Henry Kissinger
Morelos	Morelos
Izvedenica (financije)	Derivaĵo (ekonomio)
Središnja banka	Centra banko
Daman i Diu	Damano kaj Diuo
Pondicherry	Pondiĉero
Flurlingen	Flurlingen
Sveti Grgur iz Toursa	Gregorio de Tours
Gianluigi Buffon	Gianluigi Buffon
Davos	Davos
Chiasso	Chiasso
Frauenfeld	Frauenfeld
La Chaux-de-Fonds	La Chaux-de-Fonds
Olten	Olten
Sion	Siono
Zug (grad)	Zugo (komunumo)
Altdorf (Uri)	Altdorf (Urio)
Schwyz	Ŝvico (komunumo)
Kloten	Kloten
Trogen	Trogen AR
Wetzikon	Wetzikon
Mihajlo I. Celularije	Mikaelo la 1-a Kerulario
Iroquois Indijanci	Haudenosaunee
Rogier van der Weyden	Rogier van der Weyden
Podzemna željeznica Berlin	Metroo de Berlino
Checkpoint Charlie	Checkpoint Charlie
Rogač (biljka)	Karobarbo
Zhangzhou	Ĝanĝou
Arminije	Arminio (Ĥeruska tribestro)
Podvrsta	Subspecio
Einsiedeln	Einsiedeln
Avari	Avaroj (mezepoka popolo)
Thun	Thun
St. Moritz	Sankta Maŭrico
Adelboden	Adelboden
Chur	Koiro
Xining	Sinino
Hasan II.	Hasano la 2-a (Maroko)
Dörflingen	Dörflingen
Urdorf	Urdorf
Schleitheim	Schleitheim
Trubschachen	Trubschachen
Bever (Graubünden)	Bever GR
Beggingen	Beggingen
Möhlin	Möhlin
Büttenhardt	Büttenhardt
Aadorf	Aadorf
Silenen	Silenen
Beckenried	Beckenried
Derendingen (Solothurn)	Derendingen SO
Schlieren	Schlieren
Thayngen	Thayngen
Bargen (Schaffhausen)	Bargen SH
Bolligen	Bolligen
Wilchingen	Wilchingen
Niederbipp	Niederbipp
Hallau	Hallau
Eglisau	Eglisau
Emmetten	Emmetten
Stetten (Schaffhausen)	Stetten SH
Ramsen (Schaffhausen)	Ramsen SH
Beringen (Schaffhausen)	Beringen SH
Schokland	Schokland
Neuchâtel	Neŭŝatelo
Montreux	Montreux VD
Neuhausen am Rheinfall	Neuhausen ĉe Rejn-Akvofalo
Wallisellen	Wallisellen
MDMA	Ekstazilo
Politika (Aristotel)	Politiko (Aristotelo)
Tajga	Tajgo
Sibirski tigar	Siberia tigro
Merishausen	Merishausen
Siblingen	Siblingen
Langenthal	Langenthal BE
Villars-sur-Glâne	Villars ĉe Glano
Dravidi	Dravidaj popoloj
Višijska Francuska	Reĝimo de Vichy
Komet Hale-Bopp	Kometo Hale-Bopp
Mammern	Mammern
Per Mertesacker	Per Mertesacker
Hermann Emil Fischer	Hermann Emil Fischer
Philipp Scheidemann	Philipp Scheidemann
Alkaloidi	Alkaloido
Treća Francuska Republika	Tria Respubliko de Francio
Adam	Adamo (Biblio)
Achim von Arnim	Achim von Arnim
Hildegard iz Bingena	Hildegard de Bingen
Paul Julius Reuter	Paul Julius Reuter
Ernst Ruska	Ernst Ruska
Robert Wilhelm Bunsen	Robert Bunsen
Prvo Francusko Carstvo	Unua Imperio (Francio)
Drugo Francusko Carstvo	Dua Franca Imperio
Zamora (pokrajina)	Provinco Zamoro
Kukavičja modrivrana	Leptosomatedoj
León (pokrajina)	Provinco Leono
Bette Davis	Bette Davis
Palača Potala	Palaco Potala
Karlo II., francuski kralj	Karlo la 2-a (Francio)
Clark Gable	Clark Gable
Spencer Tracy	Spencer Tracy
Utvrda u Malborku	Marienburg (ordena fortikaĵo)
Mireille Mathieu	Mireille Mathieu
Jednogrba deva	Dromedaro
Aomori, prefektura	Gubernio Aomori
Fukushima, prefektura	Gubernio Fukuŝima
Vojvodstvo Bretanja	Duklando Bretonio
Tetris	Tetriso
Rage Against the Machine	Rage Against the Machine
Chet Atkins	Chet Atkins
Chamaepetes	Chamaepetes
Henry Hallett Dale	Henry Dale
Tetrafobija	Kvarfobio
Portsmouth	Portsmouth
Refrakcija	Refrakto
Fridtjof Nansen	Fridtjof Nansen
Ararat	Ararato
Elektromotor	Elektromotoro
1370-ih	1370-aj jaroj
Toni Morrison	Toni Morrison
Birokracija	Burokratio
Železnogorsk (Kurska oblast, Rusija)	Ĵeleznogorsk (urbo en Kurska provinco)
Xubuntu	Xubuntu
Torre Annunziata	Torre Annunziata
Elia Kazan	Elia Kazan
Schwarzschildov polumjer	Radiuso de Schwarzschild
Taiyuan	Tajuano
Svinjska mast	Ŝmalco
Forest (Belgija)	Vorst (Belgio)
Bing Crosby	Bing Crosby
Groenlo	Groenlo
Gene Kelly	Gene Kelly
Okučani	Okučani
Skandinavski poluotok	Skandinavia duoninsulo
Heinrich Khunrath	Heinrich Khunrath
Konstantin Schmidt von Knobelsdorf	Konstantin Schmidt von Knobelsdorf
Zambijska kvača	Zambia kvaĉo
Camerino	Camerino
Futurama	Futurama
Paraolimpijske igre	Paralimpiko
Avion od papira	Papera aviadilo
Dezinfekcija	Seninfektigo
Grad duhova	Fantomurbo
Hobit (roman)	La Hobito
Hobiti	Hobito
Morski konjic	Hipokampo
Ząbrowo (Pomeransko Vojvodstvo)	Ząbrowo (Stare Pole)
Spermij	Spermatozoo
Boden	Boden
Dalian	Dalian
Zastava Salomonskih Otoka	Flago de la Salomonoj
Delfi	Delfo
Paleozoik	Paleozoiko
Visoravan	Altebenaĵo
217. pr. Kr.	-217
227. pr. Kr.	-227
282. pr. Kr.	-282
279. pr. Kr.	-279
404. pr. Kr.	-404
Miguel Ángel Asturias	Miguel Ángel Asturias
Isaac Bashevis Singer	Isaac Bashevis Singer
Almoravidi	Almoravidoj
321. pr. Kr.	-321
Ričica (Rumunjska)	Reșița
360. pr. Kr.	-360
324. pr. Kr.	-324
Pierre de Fermat	Pierre de Fermat
281. pr. Kr.	-281
406. pr. Kr.	-406
Sporting Clube de Braga	SC Braga
Apple Macintosh	Makintoŝo
Samuel Finley Breese Morse	Samuel Morse
Sljepulje	Mukofiŝoj
Sporting Clube de Portugal	Sporting Clube de Portugal
Tihany	Tihany
Selenga	Selenge
Drugi rat u Kongu	Dua Konga Milito
Ferdinand von Zeppelin	Ferdinand von Zeppelin
Nicolaus August Otto	Nikolaus Otto
Ferdinand Lassalle	Ferdinando Lasalo
Luterani	Luteranismo
Clara Zetkin	Clara Zetkin
Heinrich Wilhelm Olbers	Heinrich Olbers
Harald zur Hausen	Harald zur Hausen
Alfred Rosenberg	Alfred Rosenberg
Jorge Rafael Videla	Jorge Rafael Videla
Georg Philipp Telemann	Georg Philipp Telemann
Rudolf Heß	Rudolf Hess
Karl Liebknecht	Karl Liebknecht
Friedrich Hölderlin	Friedrich Hölderlin
Prljavi rat	Malpura Milito en Argentinio
Oka	OKA
Grčko-perzijski ratovi	Grek-persaj militoj
Kanadski štit	Laŭrenca tabulo
Slobodna Država Kongo	Libera Ŝtato Kongo
Politička desnica	Politika dekstro
Amur (riba)	Herbovora karpo
Sukarno	Soekarno
Joseph Meyer	Joseph Meyer
Balon od sapunice	Sapveziko
Citra	Citro (moderna muzikilo)
Crveni pomak	Ruĝenŝoviĝo
Paleocen	Paleoceno
Pliocen	Plioceno
Miocen	Mioceno
Eocen	Eoceno
Linjak	Tinko
Deklinacija (astronomija)	Deklinacio (astronomio)
Spektar (boja)	Videbla spektro
Mont Pelée	Monto Pelée
Alfred Wegener	Alfred Wegener
Philipp Melanchthon	Filipo Melanktono
Dietrich Bonhoeffer	Dietrich Bonhoeffer
Boris Becker	Boris Becker
Sabine Lisicki	Sabine Lisicki
Otto von Habsburg	Otto von Habsburg
Hans-Georg Gadamer	Hans-Georg Gadamer
Jürgen Habermas	Jürgen Habermas
Carl von Ossietzky	Carl von Ossietzky
Ernst Abbe	Ernst Abbe
Wilhelm Keitel	Wilhelm Keitel
Regiomontanus	Regiomontanus
Martin Bormann	Martin Bormann
Sinn Féin	Sinn Féin
Perm (geološko razdoblje)	Permio
Charles Bukowski	Charles Bukowski
Ludwig Feuerbach	Ludwig Feuerbach
Emil Adolf von Behring	Emil Adolf von Behring
Carl Philipp Emanuel Bach	Carl Philipp Emanuel Bach
Carl von Clausewitz	Carl von Clausewitz
Johann Gottfried Galle	Johann Gottfried Galle
Rudolf Virchow	Rudolf Virchow
Eva Braun	Eva Braun
Dopplerov efekt	Efiko de Doppler
Karl Dönitz	Karl Dönitz
Oktalni brojevni sustav	Okuma sistemo
Hans Lippershey	Hans Lippershey
Suza	Larmo
Rainer Maria Rilke	Rainer Maria Rilke
Sveti Kuzma i Damjan	Kosmaso kaj Damiano
Paul von Heyse	Paul Heyse
Dzeržinsk	Dzerĵinsk
Johann Georg Hamann	Johann Georg Hamann
Karl Jaspers	Karl Jaspers
August Bebel	August Bebel
Max Scheler	Max Scheler
Hans Fallada	Hans Fallada
Ulrike Meinhof	Ulrike Meinhof
Erich Kästner	Erich Kästner
Meister Eckhart	Majstro Eckhart
Josip II., car Svetog Rimskog Carstva	Jozefo la 2-a (Sankta Romia Imperio)
Heinrich Cornelius Agrippa von Nettesheim	Agrippa von Nettesheim
Georgius Agricola	Georgo Agrikola
Kombinatorika	Kombinatoriko
Kus-kus	Kuskuso (manĝaĵo)
Nenasilje	Senperforto
Theodor Fontane	Theodor Fontane
Mathias Rust	Mathias Rust
Frank-Walter Steinmeier	Frank-Walter Steinmeier
Friedrich Fröbel	Friedrich Fröbel
Teorija centralnog mjesta	Teorio de centraj lokoj
Wilhelm Eduard Weber	Wilhelm Eduard Weber
Max Wolf	Max Wolf
Claudia Schiffer	Claudia Schiffer
Godefroy de Bouillon	Gotfredo de Bouillon
Max Stirner	Max Stirner
Karlo VII. Albert	Karolo la 7-a (Sankta Romia Imperio)
Athanasius Kircher	Athanasius Kircher
Karl Haushofer	Karl Haushofer
Sveta Edith Stein	Edith Stein
Tim Borowski	Tim Borowski
Hagen Kleinert	Hagen Kleinert
Košulja	Ĉemizo
Carl Zuckmayer	Carl Zuckmayer
Daniel Cohn-Bendit	Daniel Cohn-Bendit
Georg Simmel	Georg Simmel
Johann Tetzel	Johann Tetzel
Baldur von Schirach	Baldur von Schirach
Petrolej	Keroseno
Dieter Bohlen	Dieter Bohlen
Princ Maximilian Badenski	Max von Baden
August von Mackensen	August von Mackensen
Georg Faust	Johano Georgo Faŭsto
Venecijanska laguna	Laguno de Venecio
Rudolf I., njemački kralj	Rudolfo la 1-a (Sankta Romia Imperio)
Ralf Dahrendorf	Ralf Dahrendorf
Pavel Aleksejevič Čerenkov	Pavel Ĉerenkov
Sophie Scholl	Sophie Scholl
Rudolf Höss	Rudolf Höß
Moses Mendelssohn	Moses Mendelssohn
ATB	André Tanneberger
Jakob Böhme	Jakob Böhme
Lion Feuchtwanger	Lion Feuchtwanger
Karl Wilhelm Reinmuth	Karl Wilhelm Reinmuth
Jean Paul	Jean Paul
Klaus Mann	Klaus Mann
Klaus Barbie	Klaus Barbie
Felix Wankel	Felix Wankel
Friedrich Ludwig Jahn	Friedrich Ludwig Jahn
Ulrich von Hutten	Ulrich von Hutten
Theobald von Bethmann-Hollweg	Theobald von Bethmann-Hollweg
Euroazijska stepa	Eŭrazia Stepo
Wilhelm Maybach	Wilhelm Maybach
Konstantin Fehrenbach	Konstantin Fehrenbach
Princ Chlodwig zu Hohenlohe-Schillingsfürst	Chlodwig zu Hohenlohe-Schillingsfürst
Wilhelm Cuno	Wilhelm Cuno
Wilhelm Marx	Wilhelm Marx
Lutz Heilmann	Lutz Heilmann
Andreas Gryphius	Andreas Gryphius
Willibald Alexis	Willibald Alexis
Otto Ludwig	Otto Ludwig
Emanuel Geibel	Emanuel Geibel
Max Nettlau	Max Nettlau
Stanislaw Tillich	Stanislaw Tillich
Peter Härtling	Peter Härtling
Dolly Buster	Dolly Buster
Građevinarstvo	Konstruinĝenieriko
Radiologija	Radiologio
Theodor Escherich	Theodor Escherich
Romy Schneider	Romy Schneider
Alban Berg	Alban Berg
Georg Trakl	Georg Trakl
Joseph Alois Schumpeter	Joseph Schumpeter
Rudolf Steiner	Rudolf Steiner
Johann Palisa	Johann Palisa
Robert Musil	Robert Musil
Niki Lauda	Niki Lauda
Thomas Klestil	Thomas Klestil
Stefan Zweig	Stefan Zweig
Tomáš Garrigue Masaryk	Tomáš Garrigue Masaryk
Konrad Lorenz	Konrad Lorenz
Hermann Oberth	Hermann Oberth
Ingeborg Bachmann	Ingeborg Bachmann
Joseph Roth	Joseph Roth
Karlo Habsburško-Lorenski	Karl Habsburg-Lothringen
Victor Franz Hess	Victor Franz Hess
Richard von Coudenhove-Kalergi	Richard Coudenhove-Kalergi
Klaus Maria Brandauer	Klaus Maria Brandauer
Josef Augustin	Jozefo Aŭgusto de Habsburgo-Loreno
Viktor Klima	Viktor Klima
Hermann Kövess von Kövessháza	Hermann Kövess
Artur Arz von Straussenburg	Arthur Arz
Jenisej	Jenisejo
Karl Freiherr von Rokitansky	Carl von Rokitansky
Cesare Battisti	Cesare Battisti
Egon Erwin Kisch	Egon Erwin Kisch
Jana (rijeka)	Jana (rivero)
Lujo Tončić-Sorinj	Lujo Tončić-Sorinj
Kolima	Kolima
Hans Hollein	Hans Hollein
Viktor Kaplan	Viktor Kaplan
Jednosupnice	Unukotiledonaj plantoj
Peloponez	Peloponezo
Elektronegativnost	Elektronegativeco
San Luis Potosí	San Luis Potosí
Električna gitara	Elektra gitaro
Pieter Zeeman	Pieter Zeeman
Ulica	Strato
Superman	Superman
Walter Scott	Walter Scott
Mike Tyson	Mike Tyson
Julius Epstein	Julius Epstein
Spider-Man	Spider-Man
340. pr. Kr.	-340
213. pr. Kr.	-213
312. pr. Kr.	-312
Kambrij	Kambrio
Kama (rijeka)	Kama
Zastava Vatikana	Flago de Vatikano
Triptih	Triptiko
Nulato	Nulato
Protutijela	Antikorpo
Kemijska tvar	Kemiaĵo
Ciklona	Ciklono
Fairbanks, Aljaska	Fairbanks (Alasko)
UMTS	UMTS
GPRS	GPRS
Licencija	Licenco
Kilobajt	Kilobajto
Međuzemlje	Mez-Tero
Megabajt	Megabajto
Svijeća	Kandelo
1230-ih	1230-aj jaroj
Krvna plazma	Sangoplasmo
Oligarhija	Oligarkio
Querétaro	Querétaro
Barometar	Barometro
John Milton	John Milton
427. pr. Kr.	-427
Silmarillion	Silmariliono
Wikipedija:Izabrani članci/Prijedlozi za izabrane članke	Vikipedio:Proponoj por elstaraj artikoloj
332. pr. Kr.	-332
296. pr. Kr.	-296
260. pr. Kr.	-260
228. pr. Kr.	-228
224. pr. Kr.	-224
298. pr. Kr.	-298
Gibanje	Movado (fiziko)
Nogales, Arizona	Nogales (Arizono)
Prijatelji	Friends
Elektrokardiogram	Elektrokardiografio
Wikipedija:Susreti Wikipedista	Vikipedio:Vikipedia renkontiĝo
Fridrik I. Barbarossa	Frederiko la 1-a (Sankta Romia Imperio)
Wikipedija:Aktualno	Vikipedio:Historio
Rekonkvista	Reconquista
Obični jelen	Ruĝa cervo
273. pr. Kr.	-273
930-ih	930-aj jaroj
Armenci	Armenoj
Strojno prevođenje	Maŝintradukado
Argentinska nogometna reprezentacija	Argentina nacia teamo de futbalo
Domaći zamorčić	Kobajo
Constanţa (grad)	Konstanco (Rumanio)
Mulhouse	Mulhouse
Konoplja	Kanabo
1390-ih	1390-aj jaroj
Adam Mickiewicz	Adam Mickiewicz
261. pr. Kr.	-261
305. pr. Kr.	-305
387. pr. Kr.	-387
Sunčev vjetar	Suna vento
Harmonika	Akordiono
Flagstaff, Arizona	Flagstaff (Arizono)
Southampton	Southampton
Ekliptika	Ekliptiko
Komunistička partija Sovjetskog Saveza	Komunista Partio de Sovetunio
Konya	Konya
Svjetsko prvenstvo u nogometu - Brazil 2014.	Futbala Mondpokalo 2014
Huntsville, Alabama	Huntsville (Alabamo)
Michoacán	Michoacán
Chinvali	Cĥinval
Birmingham, Alabama	Birmingham (Alabamo)
Popis francuskih vladara	Listo de francaj reĝoj
Ljutnja	Kolero
Objektno orijentirano programiranje	Objektema programado
Zastava Afganistana	Flago de Afganio
Izida	Iziso
Debrecin	Debrecen
Hormuški tjesnac	Hormuza Markolo
Ugrofinski jezici	Finn-ugra lingvaro
Brailleovo pismo	Brajlo
Dioba vlasti	Disigo de povoj
Morseov kod	Morsa kodo
Jerome David Salinger	Jerome David Salinger
Ruski građanski rat	Rusia enlanda milito
Nevladina udruga	Ne-registara organizaĵo
Vodomar	Alciono
Durango	Durango (subŝtato)
Nayarit	Nayarit
1130-ih	1130-aj jaroj
Puebla	Puebla
Tamna tvar	Malluma materio
Endoplazmatska mrežica	Endoplasma retikulo
Akne	Aknohaŭto
Cvjetni pelud	Poleno
335. pr. Kr.	-335
211. pr. Kr.	-211
271. pr. Kr.	-271
290. pr. Kr.	-290
Omanski zaljev	Golfo de Omano
Wikipedija:Provjerljivost	Vikipedio:Kontrolebleco
Aguascalientes	Aguascalientes
283. pr. Kr.	-283
284. pr. Kr.	-284
299. pr. Kr.	-299
Kip Krista Iskupitelja	Statuo de Kristo Savinto (Rio de Janeiro)
Zlatna Horda	Ora Hordo
