Afrika	Afriko
Bit	Bito
HTML	HTML
Augustin Louis Cauchy	Augustin Louis Cauchy
ASCII	Askio
Unicode	Unikodo
Gjuha malazeze	Montenegra lingvo
Steven Spielberg	Steven Spielberg
Komisioni Evropian	Eŭropa Komisiono
Parlamenti Evropian	Eŭropa Parlamento
Banka Qendrore Evropiane	Eŭropa Centra Banko
Këshilli i Evropës	Konsilio de Eŭropo
Bashkësia Evropiane e energjisë bërthamore	Eŭropa Komunumo pri Atomenergio
Johannes Gutenberg	Johannes Gutenberg
Johannes Kepler	Keplero
Mo Yan	Mo Yan
Schaffhausen	Ŝafhaŭzo
Max Planck	Max Planck
Gjuha suedeze	Sveda lingvo
Gjuha daneze	Dana lingvo
Nikola Tesla	Nikola Tesla
Muhamed bin Musa el-Harezmi	Al-Ĥorazmi
Gjuha norvegjeze	Norvega lingvo
Gotfried Leibniz	Gottfried Wilhelm Leibniz
Noam Chomsky	Noam Chomsky
Gjuha luksemburgeze	Luksemburga lingvo
Gjuha çeke	Ĉeĥa lingvo
Gjuha sllovake	Slovaka lingvo
Karl Marx	Karl Marx
Gjuha sllovene	Slovena lingvo
Gjuha hungareze	Hungara lingvo
Gjuha estoneze	Estona lingvo
Moisiu	Moseo
Gjuha letoneze	Latva lingvo
Dituria	Scio
Gjuha lituane	Litova lingvo
Hinduizmi	Hinduismo
Gjuha bjelloruse	Belorusa lingvo
Bülach	Bülach
Dmitri Mendelejev	Dmitrij Mendelejev
Atomi	Atomo
Ernest Rutherford	Ernest Rutherford
Vinterturi	Vinterturo
Drita	Lumo
Gjuha greke	Greka lingvo
Erwin Schrödinger	Erwin Schrödinger
Mitologjia	Mitologio
Sistemi operativ	Operaciumo
Taxh Mahall	Taĝ-Mahalo
Gjuha irlandeze	Irlanda lingvo
Gjuhë programimi	Programlingvo
Pinguini	Pingveno
Posta elektronike	Retpoŝto
Monoteizmi	Monoteismo
Josip Broz Tito	Josip Broz Tito
Politeizmi	Politeismo
Gjuha malteze	Malta lingvo
Gjuha perse	Persa lingvo
Feja	Religio
Gjuha koreane	Korea lingvo
Abrahami	Abraham
Empire State Building	Empire State Building
René Descartes	René Descartes
Gjuha vietnameze	Vjetnama lingvo
Pali	Paŭlo de Tarso
Statuja e Lirisë	Statuo de Libereco
C. S. Lewis	C. S. Lewis
Forcat tokësore të SHBA	Usona terarmeo
Sigmund Freud	Sigmund Freud
Xhainizmi	Ĝajnismo
George Wilhelm Friedrich Hegel	Hegelo
Gjuha indoneziane	Indonezia lingvo
Gjuha mongoleze	Mongola lingvo
Baku	Bakuo
Gjuha kazake	Kazaĥa lingvo
Judaizëm	Judismo
Bandar Seri Begauan	Bandar-Seri-Begavano
Gjuha hebraike	Hebrea lingvo
Gjuha azerbajxhane	Azerbajĝana lingvo
Ibn Halduni	Ibn-Ĥaldun
Gjuha sllavomaqedone	Makedona lingvo
Gjuha serbe	Serba lingvo
Gjuha serbokroate	Serbokroata lingvo
Gjuha boshnjake	Bosnia lingvo
Gjuha galiciane	Galega lingvo
Dili	Dilo
Immanuel Kant	Immanuel Kant
Sikh	Sikismo
John Maynard Keynes	John Maynard Keynes
Sjellja	Konduto
Gmail	Gmail
Malé	Maleo (Maldivoj)
Joga	Jogo
John Locke	John Locke
Friedrich Nietzsche	Friedrich Wilhelm Nietzsche
Bishkeku	Biŝkeko
Jean-Paul Sartre	Jean-Paul Sartre
Dushanbe	Duŝanbeo
Mëlçia	Hepato
Veshka	Reno
Adam Smith	Adam Smith
Max Weber	Max Weber
Albania (revistë)	Kuniklo
BASF	BASF
Shinobi	Ninĵo
Sistemi nervor	Nerva sistemo
Emocioni	Emocio
Psikologjia	Psikologio
Mendimi	Pensado
Oqeani	Oceano
Tomas Akuinas	Tomaso de Akvino
English Premier League	F.A. Supra Ligo
Dialektika	Dialektiko
Muhammedi	Mohamedo
Etika	Etiko
Epistemologjia	Sciteorio
Dëshira e lirë	Libera volo
IPod	IPod
Ketri	Sciuredoj
Realiteti	Realo
Fryma	Spirado
BBC	BBC
Shah Rukh Khan	Shahrukh Khan
Tony Blair	Tony Blair
Ebu Hamid el-Gazaliu	Algazelo
Martin Luther	Marteno Lutero
John Major	John Major
Gerald Ford	Gerald Ford
Lojërat olimpike dimërore 1924	Vintra Olimpiko 1924
Honda	Honda
Shiitët	Ŝijaismo
Richard Nixon	Richard Nixon
Lojërat olimpike dimërore 1928	Vintra Olimpiko 1928
Kisha Katolike	Katolika Eklezio
Lojërat olimpike dimërore 1932	Vintra Olimpiko 1932
Abdomeni	Ventro
Lojërat olimpike dimërore 1936	Vintra Olimpiko 1936
Zarathustrizmi	Zaratuŝtrismo
Sufizmi	Sufiismo
Vena	Vejno
Gjuha bengali	Bengala lingvo
Gjuha (organ)	Lango (anatomio)
Lojërat olimpike dimërore 1948	Vintra Olimpiko 1948
Chelsea F.C.	Chelsea F.C.
Arsenal F.C.	Arsenal F.C.
Pankreasi	Pankreato
Skeleti i njeriut	Homa skeleto
Lojërat olimpike dimërore 1952	Vintra Olimpiko 1952
Lojërat olimpike dimërore 1956	Vintra Olimpiko 1956
Qafa	Kolo
Lojërat olimpike dimërore 1960	Vintra Olimpiko 1960
Goja	Buŝo
Lojërat olimpike dimërore 1964	Vintra Olimpiko 1964
Zorra	Intesto
Lyndon B. Johnson	Lyndon B. Johnson
Lojërat olimpike dimërore 1968	Vintra Olimpiko 1968
Kyçet e njeriut	Artiko
Lojërat olimpike dimërore 1972	Vintra Olimpiko 1972
Ishujt Falkland	Insuloj Falklandoj
Sistemi i tretjes	Digesta sistemo
Lojërat olimpike dimërore 1976	Vintra Olimpiko 1976
Lojërat olimpike dimërore 1980	Vintra Olimpiko 1980
Diafragma (organ)	Toraka diafragmo
Arteria	Arterio
Lojërat olimpike dimërore 1984	Vintra Olimpiko 1984
Lojërat olimpike dimërore 1988	Vintra Olimpiko 1988
Lojërat olimpike dimërore 1992	Vintra Olimpiko 1992
Lojërat olimpike dimërore 1994	Vintra Olimpiko 1994
Lojërat olimpike dimërore 1998	Vintra Olimpiko 1998
Lojërat olimpike dimërore 2002	Vintra Olimpiko 2002
Michael Schumacher	Michael Schumacher
Lojërat olimpike dimërore 2006	Vintra Olimpiko 2006
Lewis Hamilton	Lewis Hamilton
Lojërat olimpike dimërore 2010	Vintra Olimpiko 2010
Ishulli i Man	Manksinsulo
Lojërat olimpike dimërore 2014	Vintra Olimpiko 2014
Elizabeth II	Elizabeto la 2-a (Britio)
Dinastia Tang	Dinastio Tang
The New York Times	The New York Times
Diana, Princesha e Wells-it	Diana Spencer
Lodhja (trupore)	Laceco
John F. Kennedy	John F. Kennedy
Honore de Balzac	Honoré de Balzac
Sperma	Ejakulaĵo
Blues	Bluso
Gulpen-Wittem	Gulpen-Wittem
Vaals	Vaals
Simpelveld	Simpelveld
Voerendaal	Voerendaal
Meerssen	Meerssen
Weert	Weert
Venray	Venray
Venlo	Venlo
Muzika elektronike	Elektronika muziko
Alfabeti	Alfabeto
Sittard-Geleen	Sittard-Geleen
Schinnen	Schinnen
Roermond	Roermond
Roerdalen	Roerdalen
Peel en Maas	Peel en Maas
Shkronja	Litero
Nederweert	Nederweert
Mook en Middelaar	Mook en Middelaar
Maasgouw	Maasgouw
Reggae	Regeo
Landgraaf	Landgraaf
Kerkrade	Kerkrade
Horst aan de Maas	Horst aan de Maas
Heerlen	Heerlen
Echt-Susteren	Echt-Susteren
Brunssum	Brunssum
Bergen (Limburg)	Bergen (Limburgo)
Aalburg	Aalburg
Alphen-Chaam	Alphen-Chaam
Asten	Asten
Baarle-Nassau	Baarle-Nassau
Bernheze	Bernheze
Best (Holandë)	Best
Bladel	Bladel
Boekel	Boekel (Noord-Brabant)
Boxmeer	Boxmeer
Boxtel	Boxtel
Cranendonck	Cranendonck
Cuijk	Cuijk
Deurne	Deurne (Nederlando)
Drimmelen	Drimmelen
Eersel	Eersel
Ajntovën	Eindhoven
Etten-Leur	Etten-Leur
Geldrop-Mierlo	Geldrop-Mierlo
Gemert-Bakel	Gemert-Bakel
Goirle	Goirle
Grave (Holandë)	Grave
Halderberge	Halderberge
Helmond	Helmond
Heusden	Heusden
Loon op Zand	Loon op Zand
Maasdonk	Maasdonk
Moerdijk	Moerdijk
Nuenen, Gerwen en Nederwetten	Nuenen, Gerwen en Nederwetten
Oirschot	Oirschot
Oisterwijk	Oisterwijk
Oss (Holandë)	Oss
Sint-Michielsgestel	Sint-Michielsgestel
Sint-Oedenrode	Sint-Oedenrode
Uden	Uden
Valkenswaard	Valkenswaard
Veghel	Veghel
Veldhoven	Veldhoven
Vught	Vught
Waalre	Waalre
Woensdrecht	Woensdrecht
Woudrichem	Woudrichem
Zundert	Zundert
Alfa	Alfo
Amstelveen	Amstelveen
Beemster	Beemster
Bergen (Hollanda e Veriut)	Bergen (Norda Holando)
Dinastia Ming	Dinastio Ming
Beverwijk	Beverwijk
Blaricum	Blaricum
Bloemendaal	Bloemendaal (Norda Holando)
Bussum	Bussum
Castricum	Castricum
Den Helder	Den Helder
Diemen	Diemen
Drechterland	Drechterland
Dwight D. Eisenhower	Dwight D. Eisenhower
Edam-Volendam	Edam-Volendam
Enkhuizen	Enkhuizen
Graft-De Rijp	Graft-De Rijp
Haarlem	Haarlemo
Haarlemmerliede en Spaarnwoude	Haarlemmerliede en Spaarnwoude
Haarlemmermeer	Haarlemmermeer
Harenkarspel	Harenkarspel
Heemskerk	Heemskerk
Heemstede	Heemstede
Heerhugowaard	Heerhugowaard
Heiloo	Heiloo
Hilversum	Hilversum
Hoorn	Hoorn
Huizen	Huizen
Koggenland	Koggenland
Landsmeer	Landsmeer
Langedijk	Langedijk
Laren	Laren (Norda Holando)
Medemblik	Medemblik
Naarden	Naarden
Oostzaan	Oostzaan
Opmeer	Opmeer
Purmerend	Purmerend
Ronald Reagan	Ronald Reagan
Texel	Texel
Uitgeest	Uitgeest
Velsen	Velsen
Weesp	Weesp
Wormerland	Wormerland
Zaanstad	Zaanstad
Zandvoort	Zandvoort
Zeevang	Zeevang
Ç	Ç
Hof van Twente	Hof van Twente
Borne (Holandë)	Borne (Overijssel)
Dalfsen	Dalfsen
Dinkelland	Dinkelland
Deventer	Deventer
Enschede	Enschede
Haaksbergen	Haaksbergen
Hellendoorn	Hellendoorn
Hengelo (Overijssel)	Hengelo
Hardenberg	Hardenberg
Kampen	Kampen (Overijssel)
Losser	Losser
Oldenzaal	Oldenzaal
Olst-Wijhe	Olst-Wijhe
Ommen	Ommen
Raalte	Raalte
Rijssen-Holten	Rijssen-Holten
Staphorst	Staphorst
Steenwijkerland	Steenwijkerland
Tubbergen	Tubbergen
Twenterand	Twenterand
Wierden	Wierden
Zwartewaterland	Zwartewaterland
Baarn	Baarn
Bunnik	Bunnik
Bunschoten	Bunschoten
De Bilt	De Bilt
De Ronde Venen	De Ronde Venen
Eemnes	Eemnes
Renswoude	Renswoude
Rhenen	Rhenen
Soest (Holandë)	Soest (Nederlando)
Stichtse Vecht	Stichtse Vecht
Utrechtse Heuvelrug	Utrechtse Heuvelrug (komunumo)
Houten	Houten
IJsselstein	IJsselstein
Leusden	Leusden
Lopik	Lopik
Montfoort	Montfoort
Nieuwegein	Nieuwegein
Oudewater	Oudewater
Vianen	Vianen (Utrecht)
Wijk bij Duurstede	Wijk bij Duurstede
Woudenberg	Woudenberg
Zeist	Zeist
Kapelle	Kapelle
Schouwen-Duiveland	Schouwen-Duiveland
Sluis	Sluis
Terneuzen	Terneuzen
Tholen	Tholen
Flessinga	Vlissingen
Rafael Nadal	Rafael Nadal
Gai Sueston Trankuili	Suetonio
Libre Office	LibreOffice
Festivali Evropian i Këngës 2006	Eŭrovido-Kantokonkurso 2006
Festivali Evropian i Këngës 2007	Eŭrovido-Kantokonkurso 2007
Festivali Evropian i Këngës 2008	Eŭrovido-Kantokonkurso 2008
Festivali Evropian i Këngës 2009	Eŭrovido-Kantokonkurso 2009
Festivali Evropian i Këngës 2010	Eŭrovido-Kantokonkurso 2010
Festivali Evropian i Këngës 2011	Eŭrovido-Kantokonkurso 2011
Festivali Evropian i Këngës 2012	Eŭrovido-Kantokonkurso 2012
Festivali Evropian i Këngës 2013	Eŭrovido-Kantokonkurso 2013
Gjuha zulu	Zulua lingvo
Frankfurter Allgemeine Zeitung	Frankfurter Allgemeine Zeitung
Eurotuneli	Manika Tunelo
Pitagora	Pitagoro
Koloseumi	Koloseo
Varfëria	Malriĉeco
Zaragoza	Zaragozo
Fraubrunnen	Fraubrunnen
Valencia CF	Valencia CF
Jegenstorf	Jegenstorf
Kardiologjia	Kardiologio
John McCain	John McCain
Ayrton Senna	Ayrton Senna
Alain Prost	Alain Prost
Jenson Button	Jenson Button
Fernando Alonso	Fernando Alonso
David Beckham	David Beckham
Unterfranken	Malsupra Frankonio
Mittelfranken	Meza Frankonio
Oberfranken	Supra Frankonio
Oberpfalz	Supra Palatinato
Niederbayern	Malsupra Bavario
Oberbayern	Supra Bavario
Saskatoon	Saskatuno
Gordon Brown	Gordon Brown
1100	1100
Kim Jong Il	Kim Ĝong-il
PlayStation	PlayStation
PlayStation 3	PlayStation 3
Sistemi periodik i elementeve	Perioda tabelo
Red Hot Chili Peppers	Red Hot Chili Peppers
Georgetown (Guajana)	Ĝorĝtaŭno (Gujano)
Vetëvrasja	Sinmortigo
Sulmet e 11 Shtatorit	Atencoj de la 11-a de septembro 2001
Zvarranikët	Reptilioj
Shpërthime në Londër	Teroristaj atakoj de Londono en julio 2005
Lufta civile spanjolle	Hispana Enlanda Milito
Bakteret	Bakterioj
Amfibët	Amfibioj
Revolucioni	Revolucio
Djathi	Fromaĝo
Ebro	Ebro
Rrushi	Vinbero
Mjalti	Mielo
Patatja	Terpomo
Sheqeri	Sukero
Perimet	Legomo
Roboti	Roboto
Wikipedia:Astrologjia	Teknologio
Makina	Maŝino
Inxhinieria	Inĝenierarto
Komunikimi	Komunikado
Informacioni	Informo
Gazetaria	Ĵurnalismo
Vilfredo Pareto	Vilfredo Pareto
Gazeta	Gazeto
Masmedia	Amaskomunikilo
Shtypi	Presarto
Telefoni	Telefono
Kultura	Kulturo
ARN	RNA
Sistemi i qarkullimit të gjakut	Kardiovaskula sistemo
Endokrin	Endokrina sistemo
Sëmundja e Alzheimerit	Alzheimer-malsano
Alhazen	Alhazen
Simboli i Dollarit Amerikan	Dolarsigno
Lugo	Lugo (Hispanio)
Adresa IP	IP-adreso
Gjuhët e Bashkimit Europian	Lingvoj de la Eŭropa Unio
Acidi	Acido
User Datagram Protocol	UDP
Kimia inorganike	Neorganika kemio
?	Demandosigno
Komponim kimik	Kemia kombinaĵo
Internisti	Interna medicino
Kalendari Julian	Julia kalendaro
Popullsia në Botë	Monda loĝantaro
Mjekësia	Medicino
Kimi Räikkönen	Kimi Räikkönen
Bazat	Bazo (kemio)
Sarajeva	Sarajevo
Logaritmet	Logaritmo
Aritmetika	Aritmetiko
E drejta kushtetuese	Konstitucia juro
Sistemi koordinativ	Koordinatsistemo
Forcat e Armatosura të Shteteve të Bashkuara të Amerikës	Usona armeo
Windows 7	Vindozo 7
Windows Vista	Vindozo Vista
World Trade Center	World Trade Center
Windows XP	Windows XP
Kripa	Salo
Fidel Castro	Fidel Castro
Microsoft Word	Microsoft Word
Kongresi i Shteteve të Bashkuara të Amerikës	Usona Kongreso
Chrysler Building	Konstruaĵo Chrysler
Kategoria:Brazil	Kategorio:Brazilo
Trolli (Internet)	Interreta trolo
Manhattan	Manhatano
Kategoria:Historia e Brazilit	Kategorio:Historio de Brazilo
Qiellgërvishtës	Nuboskrapulo
Kategoria:Rumani	Kategorio:Rumanio
Lista e elementeve kimikë	Kemia elemento
Ekuacioni	Ekvacio
Kimia organike	Organika kemio
Apache HTTP Server	Retservilo Apache
Karbohidratet	Karbonhidrato
Hormonet	Hormono
Lipidet	Lipido
UNIX	Unikso
Molekula	Molekulo
Nxitimi	Akcelo
Energjia	Energio
Local Area Network	Loka reto
Rrezatimi elektromagnetik	Elektromagneta ondo
Rrezet infra të kuqe	Infraruĝa radiado
Rrezet ultravioletë	Ultraviola radiado
Mekanika klasike	Klasika mekaniko
Rock	Rok-muziko
Hip hop	Hiphopo
Forca	Forto
Flauti	Fluto
Elektromagnetizmi	Elektromagnetismo
Fusha magnetike	Magneta kampo
Aparteidi	Apartismo
Loja	Ludo
Graviteti	Gravito
Bashkëveprimi i fortë	Forta nuklea forto
Kumar	Vetludo
Arti luftarak	Luktoarto
Bashkëveprimi i dobët	Malforta nuklea forto
Karate	Karateo
Xhudo	Ĵudo
Magneti	Magneto
Masa	Maso
Filmi	Filmo
Animimi	Animacio
Metalet	Metalo (fiziko)
Fisioni bërthamor	Fisio
Gjendja agregate	Materistato
Biçikleta	Biciklo
Anija	Ŝipo
Radioaktivitet	Radiaktiveco
Agrikultura	Agrikulturo
Relativiteti i përgjithshëm	Ĝenerala teorio de relativeco
Teoria speciale e relativitetit	Speciala teorio de relativeco
Gjysmëpërcjellësi	Duonkonduktaĵo
Parmenda	Plugilo
Shpejtësia	Vektora rapido
Temperatura	Temperaturo
Nanoteknologjia	Nanoteknologio
Xhami (material)	Vitro
Koha	Tempo
Letra	Papero
Termodinamika	Termodinamiko
Plastika	Plasto
Xanana Gusmão	Xanana Gusmão
Teorema e Pitagorës	Teoremo de Pitagoro
Numri	Nombro
Numrat kompleksë	Kompleksa nombro
Kilogrami	Kilogramo
Cristiano Ronaldo	Cristiano Ronaldo
Metri	Metro
Sekonda	Sekundo
Misri	Maizo
Elbi	Ordinara hordeo
Litri	Litro
Iker Casillas	Iker Casillas
Tulcea	Tulcea
Harry S. Truman	Harry S. Truman
Piktura	Pentrado
Fotografia	Fotarto
Teatri	Teatro
Judy Garland	Judy Garland
Vallëzimi	Danco
Nirvana	Nirvana
Elektronika	Elektroniko
Rryma elektrike	Elektra kurento
Frekuenca	Frekvenco
Dioda	Diodo
Inteligjenca artificiale	Artefarita inteligenteco
Teknologjia e informacionit	Informa teknologio
Shtefi Graf	Steffi Graf
Moti	Vetero
Maria Sharapova	Marija Ŝarapova
Aksioni	Akcio
Kryetari i Shteteve të Bashkuara	Prezidanto de Usono
Ishujt e Virgjër të Shteteve të Bashkuara	Usonaj Virgulininsuloj
Azia Juglindore	Sud-Orienta Azio
Karl Renner	Karl Renner
Arch	Arch
Rüti bei Büren	Rüti ĉe Büren
Vuhani	Vuhano
Heinz Fischer	Heinz Fischer
Parahistoria	Prahistorio
L. L. Zamenhof	L. L. Zamenhof
Koha e bronzit	Bronzepoko
Taksa	Takso
Mesopotamia	Mezopotamio
Egjipti i lashtë	Antikva Egiptio
Greqia e lashtë	Antikva Grekio
Ariu	Urso
John Adams	John Adams
Thomas Jefferson	Thomas Jefferson
Xhejms Madison	James Madison
James Monroe	James Monroe
John Quincy Adams	John Quincy Adams
Andrew Jackson	Andrew Jackson
Martin Van Buren	Martin Van Buren
Ebu Rejhan el Biruni	Al-Biruni
Borëbardha	Neĝblankulino
Silvio Berlusconi	Silvio Berlusconi
William Henry Harrison	William H. Harrison
John Tyler	John Tyler
William Rowan Hamilton	William Rowan Hamilton
James K. Polk	James K. Polk
Guns N' Roses	Guns N' Roses
Zachary Taylor	Zachary Taylor
Kantoni Genève	Kantono Ĝenevo
Kantoni Solothurn	Kantono Soloturno
Kevin Costner	Kevin Costner
Alfabeti armen	Armena alfabeto
Kantoni Zug	Kantono Zugo
Locarno	Locarno
PSV Eindhoven	PSV Eindhoven
Stein am Rhein	Stein ĉe Rejno
Kantoni Zürich	Kantono Zuriko
Michael Ballack	Michael Ballack
Kantoni Aargau	Kantono Argovio
Britney Spears	Britney Spears
Hormonet tretës	Digestado
Fotosinteza	Fotosintezo
Shtatzënia	Gravedeco
Kylie Minogue	Kylie Minogue
Dushku	Kverko
Google Maps	Google Maps
Përbindëshi Shpaget-fluturues	Fluganta Spagetmonstro
1101	1101
1102	1102
Kanceri	Kancero
Kantoni Appenzell Ausserrhoden	Kantono Apencelo Ekstera
Kolera	Ĥolero
Kantoni Appenzell Innerrhoden	Kantono Apencelo Interna
Mbreti	Reĝo
Thekra	Sekalo
Tërshëra	Kutima aveno
Gjuha bretoneze	Bretona lingvo
Stomatologjia	Dentokuracado
Bretanja (rajon francez)	Bretonio (franca regiono)
Kalendari	Kalendaro
Sëmundja	Malsano
Kalendari gregorian	Gregoria kalendaro
Nikotina	Nikotino
Sanskrit	Sano
Infarkti miokardial	Korinfarkto
Malaria	Malario
Pandemia	Pandemio
Penicilina	Penicilino
Nantes	Nanto (Francio)
Pneumonia	Pneŭmonito
Poliomieliti	Poliomjelito
AIDS	Aidoso
Tuberkulozi	Tuberkulozo
Stampa:Harta Gjermania	Ŝablono:Situo sur mapo Germanio
Diabetes mellitus	Diabeto
Stampa:Harta Hese	Ŝablono:Situo sur mapo Germanio Hesio
Kurdët	Kurdoj
Stampa:Harta Islanda	Ŝablono:Situo sur mapo Islando
Stampa:Harta Norvegjia	Ŝablono:Situo sur mapo Norvegio
Stampa:Harta Danimarka	Ŝablono:Situo sur mapo Danio
Racing de Santander	Racing de Santander
Stampa:Harta Suedia	Ŝablono:Situo sur mapo Svedio
Stampa:Harta Finlanda	Ŝablono:Situo sur mapo Finnlando
Stampa:Harta Estonia	Ŝablono:Situo sur mapo Estonio
Stampa:Harta Letonia	Ŝablono:Situo sur mapo Latvio
Stampa:Harta Lituania	Ŝablono:Situo sur mapo Litovio
Stampa:Harta Irlanda	Ŝablono:Situo sur mapo Irlando
Stampa:Harta Britania e Madhe	Ŝablono:Situo sur mapo Britio
Stampa:Harta Holanda	Ŝablono:Situo sur mapo Nederlando
Stampa:Harta Belgjika	Ŝablono:Situo sur mapo Belgio
Stampa:Harta Luksemburgu	Ŝablono:Situo sur mapo Luksemburgo
Stampa:Harta Franca	Ŝablono:Situo sur mapo Francio
Stampa:Harta Monako	Ŝablono:Situo sur mapo Monako
Stampa:Harta Andorra	Ŝablono:Situo sur mapo Andoro
Stampa:Harta Spanja	Ŝablono:Situo sur mapo Hispanio
Stampa:Harta Portugalia	Ŝablono:Situo sur mapo Portugalio
Stampa:Harta Malta	Ŝablono:Situo sur mapo Malto
Stampa:Harta Italia	Ŝablono:Situo sur mapo Italio
Stampa:Harta Vatikani	Ŝablono:Situo sur mapo Vatikano
Stampa:Harta San Marino	Ŝablono:Situo sur mapo San-Marino
Stampa:Harta Zvicra	Ŝablono:Situo sur mapo Svislando
Stampa:Harta Lihtenshtajni	Ŝablono:Situo sur mapo Liĥtenŝtejno
Arkitektura	Arkitekturo
Stampa:Harta Austria	Ŝablono:Situo sur mapo Aŭstrio
Stampa:Harta Polonia	Ŝablono:Situo sur mapo Pollando
Stampa:Harta Republika Çeke	Ŝablono:Situo sur mapo Ĉeĥio
Stampa:Harta Sllovakia	Ŝablono:Situo sur mapo Slovakio
Ura	Ponto
Stampa:Harta Hungaria	Ŝablono:Situo sur mapo Hungario
Stampa:Harta Sllovenia	Ŝablono:Situo sur mapo Slovenio
Stampa:Harta Kroacia	Ŝablono:Situo sur mapo Kroatio
Stampa:Harta Bosnja dhe Hercegovina	Ŝablono:Situo sur mapo Bosnio
Stampa:Harta Serbia	Ŝablono:Situo sur mapo Serbio
Stampa:Harta Kosova	Ŝablono:Situo sur mapo Kosovo
Stampa:Harta Mali i Zi	Ŝablono:Situo sur mapo Montenegro
Stampa:Harta Ish Republika Jugosllave e Maqedonisë	Ŝablono:Situo sur mapo Makedonio
Stampa:Harta Shqipëria	Ŝablono:Situo sur mapo Albanio
Stampa:Harta Greqia	Ŝablono:Situo sur mapo Grekio
Stampa:Harta Bullgaria	Ŝablono:Situo sur mapo Bulgario
Stampa:Harta Rumania	Ŝablono:Situo sur mapo Rumanio
Stampa:Harta Moldavia	Ŝablono:Situo sur mapo Moldavio
Millard Fillmore	Millard Fillmore
Stampa:Harta Ukraina	Ŝablono:Situo sur mapo Ukrainio
Stampa:Harta Bjellorusia	Ŝablono:Situo sur mapo Belorusio
Stampa:Harta Rusia	Ŝablono:Situo sur mapo Ruslando
Franklin Pierce	Franklin Pierce
Stampa:Harta Gjeorgjia	Ŝablono:Situo sur mapo Kartvelio
Feni	Feno
Stampa:Harta Armenia	Ŝablono:Situo sur mapo Armenio
Stampa:Harta Azerbajxhani	Ŝablono:Situo sur mapo Azerbajĝano
Stampa:Harta Kazakistani	Ŝablono:Situo sur mapo Kazaĥio
Stampa:Harta Turkmenistani	Ŝablono:Situo sur mapo Turkmenio
Palindromi	Palindromo
Stampa:Harta Uzbekistani	Ŝablono:Situo sur mapo Uzbekio
Stampa:Harta Kirgistani	Ŝablono:Situo sur mapo Kirgizio
James Buchanan	James Buchanan
Stampa:Harta Taxhikistani	Ŝablono:Situo sur mapo Taĝikio
Stampa:Harta Qipro	Ŝablono:Situo sur mapo Kipro
Stampa:Harta Siria	Ŝablono:Situo sur mapo Sirio
Stampa:Harta Libani	Ŝablono:Situo sur mapo Libano
Stampa:Harta Izraeli	Ŝablono:Situo sur mapo Israelo
Stampa:Harta Jordania	Ŝablono:Situo sur mapo Jordanio
Stampa:Harta Iraku	Ŝablono:Situo sur mapo Irako
Stampa:Harta Irani	Ŝablono:Situo sur mapo Irano
Stampa:Harta Arabia Saudite	Ŝablono:Situo sur mapo Sauda Arabio
Stampa:Harta Bahreini	Ŝablono:Situo sur mapo Barejno
Stampa:Harta Katari	Ŝablono:Situo sur mapo Kataro
Stampa:Harta Emiratet e Bashkuara Arabe	Ŝablono:Situo sur mapo Unuiĝintaj Arabaj Emiratoj
Stampa:Harta Omani	Ŝablono:Situo sur mapo Omano
Stampa:Harta Jemeni	Ŝablono:Situo sur mapo Jemeno
Stampa:Harta Afganistani	Ŝablono:Situo sur mapo Afganio
Stampa:Harta Pakistani	Ŝablono:Situo sur mapo Pakistano
Stampa:Harta India	Ŝablono:Situo sur mapo Barato
Stampa:Harta Nepali	Ŝablono:Situo sur mapo Nepalo
Stampa:Harta Butani	Ŝablono:Situo sur mapo Butano
Stampa:Harta Birmania	Ŝablono:Situo sur mapo Birmo
Stampa:Harta Mongolia	Ŝablono:Situo sur mapo Mongolio
Kripërat	Salo (kemio)
Stampa:Harta Kina	Ŝablono:Situo sur mapo Ĉinio
Stampa:Harta Koreja e Veriut	Ŝablono:Situo sur mapo Norda Koreio
Stampa:Harta Koreja e Jugut	Ŝablono:Situo sur mapo Suda Koreio
Stampa:Harta Japonia	Ŝablono:Situo sur mapo Japanio
Stampa:Harta Republika e Kinës	Ŝablono:Situo sur mapo Tajvano
Stampa:Harta Filipinet	Ŝablono:Situo sur mapo Filipinoj
Stampa:Harta Vietnami	Ŝablono:Situo sur mapo Vjetnamio
Stampa:Harta Laosi	Ŝablono:Situo sur mapo Laoso
Stampa:Harta Kamboxhia	Ŝablono:Situo sur mapo Kamboĝo
Stampa:Harta Tajlanda	Ŝablono:Situo sur mapo Tajlando
Stampa:Harta Malajzia	Ŝablono:Situo sur mapo Malajzio
Stampa:Harta Brunei	Ŝablono:Situo sur mapo Brunejo
Stampa:Harta Singapori	Ŝablono:Situo sur mapo Singapuro
Stampa:Harta Indonezia	Ŝablono:Situo sur mapo Indonezio
Stampa:Harta Timori Lindor	Ŝablono:Situo sur mapo Orienta Timoro
Stampa:Harta Australia	Ŝablono:Situo sur mapo Aŭstralio
Stampa:Harta Zelanda e Re	Ŝablono:Situo sur mapo Nov-Zelando
Stampa:Harta Ishujt Marshall	Ŝablono:Situo sur mapo Marŝala Insularo
Stampa:Harta Papua Guinea e Re	Ŝablono:Situo sur mapo Papuo-Nov-Gvineo
Stampa:Harta Ishujt Solomon	Ŝablono:Situo sur mapo Salomonoj
Stampa:Harta Kiribati	Ŝablono:Situo sur mapo Kiribato
Kantoni Uri	Kantono Urio
