Afrika	Afriko
Brojevi (vrste riječi)	Nombrovorto
Analogni računar	Pneŭmata komputilo
Bonsai	Bonsajo
Žučni mjehur	Gala veziko
Elektroliza	Elektrolizo
Artiljerija	Artilerio
Trijumfalna kapija u Parizu	Triumfa Arko de Parizo
Braća Marx	Fratoj Marx
NGC 1806	NGC 1806
Alfred Hugenberg	Alfred Hugenberg
Teorem	Teoremo
Habsburg (dinastija)	Habsburgoj
Žuč	Galo
Wolfgang Pauli	Wolfgang Pauli
Halifa	Kalifo
Muza	Muzoj
Sahel	Sahelo
Niccolò Paganini	Niccolò Paganini
Senat Sjedinjenih Američkih Država	Usona Senato
Henry Kissinger	Henry Kissinger
Centralna banka	Centra banko
Gianluigi Buffon	Gianluigi Buffon
Berlinski metro	Metroo de Berlino
Avari	Avaroj (mezepoka popolo)
Politika (Aristotel)	Politiko (Aristotelo)
Tajga	Tajgo
Sibirski tigar	Siberia tigro
Dravidi	Dravidaj popoloj
Vallon	Vallon FR
Carl Wilhelm Scheele	Carl Wilhelm Scheele
Hermann Emil Fischer	Hermann Emil Fischer
Alkaloid	Alkaloido
Adem	Adamo (Biblio)
Hildegard von Bingen	Hildegard de Bingen
Horst Ludwig Störmer	Horst Ludwig Störmer
Robert Wilhelm Bunsen	Robert Bunsen
Bette Davis	Bette Davis
Karlo II, car Svetog rimskog carstva	Karlo la 2-a (Francio)
Clark Gable	Clark Gable
Spencer Tracy	Spencer Tracy
MIPS	MIPS
Rage Against the Machine	Rage Against the Machine
Henry Hallett Dale	Henry Dale
Tetrafobija	Kvarfobio
Fridtjof Nansen	Fridtjof Nansen
Elektromotor	Elektromotoro
1370te	1370-aj jaroj
Mediteran	Mediteranea regiono
Željeznogorsk (Kurska oblast)	Ĵeleznogorsk (urbo en Kurska provinco)
Xubuntu	Xubuntu
Bing Crosby	Bing Crosby
Gene Kelly	Gene Kelly
Okučani	Okučani
Skandinavsko poluostrvo	Skandinavia duoninsulo
Futurama	Futurama
Paraolimpijske igre	Paralimpiko
Italijanska književnost	Itala literaturo
Hobit (roman)	La Hobito
Hobiti (Gospodar prstenova)	Hobito
Morski konjic	Hipokampo
Spermatozoid	Spermatozoo
Zastava Solomonskih Ostrva	Flago de la Salomonoj
Delfi	Delfo
Paleozoik	Paleozoiko
Zaravan (geografija)	Altebenaĵo
217. p. n. e.	-217
227. p. n. e.	-227
282. p. n. e.	-282
279. p. n. e.	-279
404. p. n. e.	-404
321. p. n. e.	-321
360. p. n. e.	-360
324. p. n. e.	-324
281. p. n. e.	-281
406. p. n. e.	-406
SC Braga	SC Braga
Apple Macintosh	Makintoŝo
Samuel Finley Breese Morse	Samuel Morse
Sporting Clube de Portugal	Sporting Clube de Portugal
Luteranizam	Luteranismo
Georg Philipp Telemann	Georg Philipp Telemann
Rudolf Hess	Rudolf Hess
Friedrich Hölderlin	Friedrich Hölderlin
Prljavi rat	Malpura Milito en Argentinio
Grčko-perzijski ratovi	Grek-persaj militoj
Amur (riba)	Herbovora karpo
Crveni pomak	Ruĝenŝoviĝo
Deklinacija (astronomija)	Deklinacio (astronomio)
Alfred Wegener	Alfred Wegener
Philipp Melanchthon	Filipo Melanktono
Otto von Habsburg	Otto von Habsburg
Hans Georg Gadamer	Hans-Georg Gadamer
Jürgen Habermas	Jürgen Habermas
Ernst Abbe	Ernst Abbe
Martin Bormann	Martin Bormann
Emil Adolf von Behring	Emil Adolf von Behring
Carl Philipp Emanuel Bach	Carl Philipp Emanuel Bach
Eva Braun	Eva Braun
Dopplerov efekt	Efiko de Doppler
Karl Dönitz	Karl Dönitz
Oktalni sistem	Okuma sistemo
Heinrich Mann	Heinrich Mann
Rainer Maria Rilke	Rainer Maria Rilke
Paul von Heyse	Paul Heyse
Karl Jaspers	Karl Jaspers
Max Scheler	Max Scheler
Erich Kästner	Erich Kästner
Josip II, car Svetog rimskog carstva	Jozefo la 2-a (Sankta Romia Imperio)
Kombinatorika	Kombinatoriko
Theodor Fontane	Theodor Fontane
Bernhard Schlink	Bernhard Schlink
Wilhelm Eduard Weber	Wilhelm Eduard Weber
Claudia Schiffer	Claudia Schiffer
Karlo VII, car Svetog rimskog carstva	Karolo la 7-a (Sankta Romia Imperio)
Hagen Kleinert	Hagen Kleinert
Carl Zuckmayer	Carl Zuckmayer
Kerozin	Keroseno
Maksimilijan Badenski	Max von Baden
Rudolf Höß	Rudolf Höß
Mandarinka	Mandarena fiŝo
Theobald von Bethmann Hollweg	Theobald von Bethmann-Hollweg
Karl von Dreis	Karl Drais
Princ Chlodwig zu Hohenlohe-Schillingsfürst	Chlodwig zu Hohenlohe-Schillingsfürst
Katharina von Bora	Katarina von Bora
Willibald Alexis	Willibald Alexis
Jurek Becker	Jurek Becker
Otto Ludwig	Otto Ludwig
Anton von Werner	Anton von Werner
Emanuel Geibel	Emanuel Geibel
Matthias Claudius	Matthias Claudius
Max Nettlau	Max Nettlau
Adolf Lüderitz	Adolf Lüderitz
Bogna Koreng	Bogna Koreng
Walburga Habsburg Douglas	Walburga Habsburg Douglas
Građevinarstvo	Konstruinĝenieriko
Wilhelm von Humboldt	Wilhelm von Humboldt
Johann Bayer	Johann Bayer
Rudolf Steiner	Rudolf Steiner
Johann Palisa	Johann Palisa
Niki Lauda	Niki Lauda
Tomáš Masaryk	Tomáš Garrigue Masaryk
Hermann Oberth	Hermann Oberth
Karl Habsburg-Lothringen	Karl Habsburg-Lothringen
Christina Stürmer	Christina Stürmer
Jenisej	Jenisejo
Kolima	Kolima
Peloponez	Peloponezo
Elektronegativnost	Elektronegativeco
Električna gitara	Elektra gitaro
Pieter Zeeman	Pieter Zeeman
Superman	Superman
Walter Scott	Walter Scott
340. p. n. e.	-340
213. p. n. e.	-213
312. p. n. e.	-312
Kambrij	Kambrio
Zastava Vatikana	Flago de Vatikano
Antitijelo	Antikorpo
UMTS	UMTS
GPRS	GPRS
Kilobajt	Kilobajto
Srednja zemlja	Mez-Tero
Megabajt	Megabajto
1230te	1230-aj jaroj
Krvna plazma	Sangoplasmo
Oligarhija	Oligarkio
Kibibajt	Kibibajto
Barometar	Barometro
John Milton	John Milton
427. p. n. e.	-427
Silmarilion	Silmariliono
332. p. n. e.	-332
296. p. n. e.	-296
260. p. n. e.	-260
Wikipedia:Dobri članci/Glasanje	Vikipedio:Proponoj por legindaj artikoloj
228. p. n. e.	-228
224. p. n. e.	-224
298. p. n. e.	-298
Kretanje	Movado (fiziko)
Prijatelji (serija)	Friends
Wikipedia:Sastanci	Vikipedio:Vikipedia renkontiĝo
Fridrik I, car Svetog rimskog carstva	Frederiko la 1-a (Sankta Romia Imperio)
Wikipedia:Novosti	Vikipedio:Historio
Rekonkvista	Reconquista
273. p. n. e.	-273
930te	930-aj jaroj
Nogometna reprezentacija Argentine	Argentina nacia teamo de futbalo
1390te	1390-aj jaroj
Adam Mickiewicz	Adam Mickiewicz
261. p. n. e.	-261
305. p. n. e.	-305
387. p. n. e.	-387
Sunčev vjetar	Suna vento
Harmonika	Akordiono
Ekliptika	Ekliptiko
Konya	Konya
Svjetsko prvenstvo u nogometu 2014.	Futbala Mondpokalo 2014
Tskhinvali	Cĥinval
Birmingham (Alabama)	Birmingham (Alabamo)
Spisak francuskih kraljeva	Listo de francaj reĝoj
Ljutnja	Kolero
Objektno orijentisano programiranje	Objektema programado
Zastava Afganistana	Flago de Afganio
Izida	Iziso
Morseov kod	Morsa kodo
Citoplazma	Citoplasmo
Jerome David Salinger	Jerome David Salinger
Ruski građanski rat	Rusia enlanda milito
Nevladina organizacija	Ne-registara organizaĵo
1130te	1130-aj jaroj
Tamna materija	Malluma materio
Endoplazmatski retikulum	Endoplasma retikulo
Polen	Poleno
335. p. n. e.	-335
211. p. n. e.	-211
271. p. n. e.	-271
290. p. n. e.	-290
283. p. n. e.	-283
284. p. n. e.	-284
299. p. n. e.	-299
Zlatna horda	Ora Hordo
Napadi u Norveškoj 22. jula 2011.	Atakoj en Norvegio (2011)
Emma Goldman	Emma Goldman
Jakov I, kralj Engleske	Jakobo la 1-a (Anglio)
1360te	1360-aj jaroj
1270te	1270-aj jaroj
Ethernet	Eterreto
Uran (mitologija)	Urano (dio)
Paprat	Filiko
Kontrabas	Kontrabaso
Erozija	Eroziiĝemo
Papa Aleksandar I	Aleksandro la 1-a (papo)
Ermenski genocid	Armena genocido
Kazasi	Kazaĥoj
Zakon braće	Prison Break
Charlize Theron	Charlize Theron
Al Capone	Al Capone
Sonet	Soneto
Nobelova nagrada za fiziologiju ili medicinu	Nobel-premio pri fiziologio aŭ medicino
Elias Canetti	Elias Canetti
Simbol	Simbolo
Aloe vera	Aloo vera
Integral	Integralo
Zastava Kanade	Flago de Kanado
Ekspresionizam	Ekspresionismo
Nirnberški proces	Nurenbergaj procesoj
Poker	Pokero
Emily Brontë	Emily Brontë
341. p. n. e.	-341
291. p. n. e.	-291
343. p. n. e.	-343
349. p. n. e.	-349
Čimpanze	Ĉimpanza genro
308. p. n. e.	-308
292. p. n. e.	-292
380. p. n. e.	-380
267. p. n. e.	-267
339. p. n. e.	-339
338. p. n. e.	-338
294. p. n. e.	-294
302. p. n. e.	-302
214. p. n. e.	-214
328. p. n. e.	-328
Joseph Louis Lagrange	Joseph-Louis Lagrange
Ural (rijeka)	Uralo (rivero)
Viola	Aldviolono
Zabranjeni grad	Malpermesita Urbo
Celuloza	Celulozo
Giorgio Chiellini	Giorgio Chiellini
Tamilski tigrovi	Tamilaj tigroj
Halldór Laxness	Halldór Kiljan Laxness
Engleski građanski rat	Angla enlanda milito
Olimp	Olimpo
Kurilska ostrva	Kurilaj insuloj
Perikle	Periklo
Julianne Moore	Julianne Moore
Nova Zemlja	Nova Zemlo
Robert Campin	Robert Campin
Papa Anaklet	Kleto
Mark David Chapman	Mark David Chapman
Miroslav Klose	Miroslav Klose
Mungos	Mungotedoj
Gavrilo Princip	Gavrilo Princip
Nicolae Ceaușescu	Nicolae Ceaușescu
Papa Julije II	Julio la 2-a
MIDI	MIDI
Antiohija	Antakya
Gondvana	Gondvano
Arthur Miller	Arthur Miller
Anaksimen	Anaksimeno
Edvard Grieg	Edvard Grieg
370. p. n. e.	-370
219. p. n. e.	-219
479. p. n. e.	-479
Microsoft Access	Microsoft Access
358. p. n. e.	-358
329. p. n. e.	-329
Alel	Alelo
Dinamit	Dinamito
960te	960-aj jaroj
990te	990-aj jaroj
890te	890-aj jaroj
1190te	1190-aj jaroj
1180te	1180-aj jaroj
Sunčani sat	Sunhorloĝo
Harry Potter i Red feniksa	Hari Poter kaj la Ordeno de la Fenikso
Anne Boleyn	Anne Boleyn
Integralno kolo	Integra cirkvito
307. p. n. e.	-307
334. p. n. e.	-334
Adenozin trifosfat	Adenozina trifosfato
Gabriela Mistral	Gabriela Mistral
Nuklearni reaktor	Nuklea reakciujo
Sigrid Undset	Sigrid Undset
Gerilsko ratovanje	Gerilo
Pearl S. Buck	Pearl S. Buck
Microsoft Outlook	Microsoft Outlook
Tragedija	Tragedio
John Travolta	John Travolta
Svante August Arrhenius	August Svante Arrhenius
Stočarstvo	Bredado
Cate Blanchett	Cate Blanchett
Nihilizam	Neniismo
Filip, vojvoda od Edinburgha	Princo Filipo, Duko de Edinburgo
Hewlett-Packard	Hewlett-Packard
Fes (grad)	Fez
Softverski inženjering	Programara inĝenierarto
Hardverski firewall	Fajroŝirmilo
Perje	Plumo
Homeopatija	Homeopatio
Generalni sekretar UN-a	Ĝenerala Sekretario de la Unuiĝintaj Nacioj
Henri Poincaré	Henri Poincaré
Inženjer	Inĝeniero
Top	Kanono
Šaran	Karpo
950te	950-aj jaroj
Mandžurija	Manĉurio
Anders Celsius	Anders Celsius
304. p. n. e.	-304
348. p. n. e.	-348
309. p. n. e.	-309
Polimer	Polimero
342. p. n. e.	-342
303. p. n. e.	-303
364. p. n. e.	-364
268. p. n. e.	-268
Baffinovo ostrvo	Bafina Insulo
Apsolutna nula	Absoluta nulo de temperaturo
469. p. n. e.	-469
Nuklearna fizika	Nuklea fiziko
1020te	1020-aj jaroj
1060te	1060-aj jaroj
Pipin Mali	Pipino la pli juna
278. p. n. e.	-278
Sándor Petőfi	Sándor Petőfi
286. p. n. e.	-286
Michael Shanks	Michael Shanks
Morfin	Morfino
Siemens AG	Siemens AG
1210te	1210-aj jaroj
1350te	1350-aj jaroj
390. p. n. e.	-390
274. p. n. e.	-274
Zastava Švedske	Flago de Svedio
Acre	Akreo (mezurunuo)
Organizacija za evropsku sigurnost i saradnju	Organizo por Sekureco kaj Kunlaboro en Eŭropo
289. p. n. e.	-289
272. p. n. e.	-272
Harrison Ford	Harrison Ford
1310te	1310-aj jaroj
1260te	1260-aj jaroj
1220te	1220-aj jaroj
1010te	1010-aj jaroj
Dekadni numerički sistem	Dekuma sistemo
Leblebija	Kikero
Fraktal	Fraktalo
Alkeni	Alkeno
TCP/IP	TCP-IP
Nuh	Noa
Aldous Huxley	Aldous Huxley
Ångstrom	Anstromo
Špinat	Legoma spinaco
Nagrada @@@u0026Miguel de Cervantes"	Premio Cervantes
Zastava Estonije	Flago de Estonio
Zastava Litvanije	Flago de Litovio
Levant	Levantenio
Türk Telekom Arena	Turk Telekom Arena
Karlo I, kralj Engleske	Karlo la 1-a (Anglio)
Zastava Andore	Flago de Andoro
Pascal (programski jezik)	Paskalo (programlingvo)
Dinja	Melono (frukto)
Akapski zaliv	Akaba Golfo
Fort-de-France	Fort-de-France
Papa Siksto I	Siksto la 1-a
970te	970-aj jaroj
Atentat	Atenco
Zastava Australije	Flago de Aŭstralio
François Mauriac	François Mauriac
Da Vincijev kod	The Da Vinci Code (romano)
314. p. n. e.	-314
344. p. n. e.	-344
325. p. n. e.	-325
Petrijeva zdjelica	Petri-plado
Charles-Augustin de Coulomb	Charles-Augustin de Coulomb
Šleska	Silezio
Murasaki Shikibu	Murasaki Shikibu
Makedonija (Grčka)	Makedonio (Grekio)
Anton Bruckner	Anton Bruckner
1420te	1420-aj jaroj
Giza	Gizo
Ehnaton	Aĥnaton
319. p. n. e.	-319
337. p. n. e.	-337
265. p. n. e.	-265
269. p. n. e.	-269
Albinizam	Albinismo
AFC Ajax	AFC Ajax
Ukrajinska hrivnja	Ukraina hrivno
Alotropske modifikacije	Alotropo
Konfederacija američkih država	Konfederaciitaj ŝtatoj de Usono
Bol	Doloro
Voice over Internet Protocol	Interreta telefono
Zastava Turske	Flago de Turkio
General Motors	General Motors
Zastava Mađarske	Flago de Hungario
Čembalo	Klaviceno
Džibril	Ĉefanĝelo Gabrielo
Slonovača	Eburo
Jasmin (biljka)	Jasmeno
Kangchenjunga	Kangchenjunga
Rog (anatomija)	Korno (anatomio)
Košarka na Olimpijskim igrama 2004.	Korbopilko ĉe la someraj Olimpikoj 2004
Okapi	Okapio
NASDAQ	NASDAQ
Tir	Tiro (urbo)
John Keats	John Keats
Steven Seagal	Steven Seagal
301. p. n. e.	-301
FAO	Organizaĵo pri Nutrado kaj Agrikulturo
400. p. n. e.	-400
359. p. n. e.	-359
Zastava Brazila	Flago de Brazilo
Hande Yener	Hande Yener
Zastava Irske	Flago de la Respubliko de Irlando
Zastava Azerbejdžana	Flago de Azerbajĝano
Šafijski mezheb	Ŝafiismo
920te	920-aj jaroj
Haplorrhini	Haplorino
1170te	1170-aj jaroj
980te	980-aj jaroj
1080te	1080-aj jaroj
1000te	1000-aj jaroj
1300te	1300-aj jaroj
1330te	1330-aj jaroj
Klodvig I	Klodvigo la 1-a
263. p. n. e.	-263
262. p. n. e.	-262
306. p. n. e.	-306
266. p. n. e.	-266
318. p. n. e.	-318
277. p. n. e.	-277
Samuel Taylor Coleridge	Samuel Taylor Coleridge
Zimske olimpijske igre	Vintraj Olimpikoj
Brandenburška vrata	Brandenburga pordego
E (broj)	E (matematiko)
Henri de Toulouse-Lautrec	Henri de Toulouse-Lautrec
Slika Doriana Greya	La Portreto de Dorian Gray
Sedimentne stijene	Sedimenta rokaĵo
Sex Pistols	Sex Pistols
Linearna algebra	Lineara algebro
Trenje	Frotado
Lepton	Leptono
Fußball-Bundesliga	Unua germania ligo de futbalo (Bundesliga)
Ognjena zemlja	Fajrolando
Dizajn	Fasonado
Krakatoa	Krakatoa
313. p. n. e.	-313
Henrik Fridrik, princ od Velsa	Henry Frederick Stuart
311. p. n. e.	-311
Krvni pritisak	Sangopremo
Felipe Massa	Felipe Massa
Gips	Gipsoŝtono
Iransko-irački rat	Iraka-irana milito
Feria del Sol (Mérida)	Feria del Sol (Mérida)
Status zaštite	Konserva statuso
Marija I, kraljica Engleske	Maria la 1-a (Anglio)
Redoks reakcija	Redoksa reakcio
Eneja	Eneo
Skener	Skanilo
Datoteka	Dosiero
1090te	1090-aj jaroj
Plinije Stariji	Plinio la Maljuna
Leslie Nielsen	Leslie Nielsen
Regija	Regiono (geografio)
Ime	Nomo
Akustika	Akustiko
Tradicija	Tradicio
Heksadecimalni numerički sistem	Deksesuma sistemo
1380te	1380-aj jaroj
Sokotra	Sokotra
Korizma	Karesmo
Heikki Kovalainen	Heikki Kovalainen
Saparmurat Nijazov	Saparmurat Nijazov
Joseph Conrad	Joseph Conrad
Koralno more	Korala Maro
São Paulo Museum of Art	Arta Muzeo de San-Paŭlo
Političar	Politikisto
1240te	1240-aj jaroj
1290te	1290-aj jaroj
Kineska historija	Historio de Ĉinio
315. p. n. e.	-315
Pierre de Coubertin	Pierre de Coubertin
Rune	Runaj alfabetoj
Antonio Gramsci	Antonio Gramsci
1450te	1450-aj jaroj
Papa Grgur XIII	Gregorio la 13-a
Demencija	Demenco
Uzvici	Interjekcio
Salvatore Quasimodo	Salvatore Quasimodo
Anaksagora	Anaksagoro
Neurologija	Neŭrologio
1110te	1110-aj jaroj
1160te	1160-aj jaroj
940te	940-aj jaroj
1250te	1250-aj jaroj
Operacija @@@u0026Barbarossa"	Operaco Barbaroso
Spam	Spamo
Saul Bellow	Saul Bellow
Timor	Timoro
Diyarbakır (provincija)	Provinco Diyarbakır
Sovjetsko-afganistanski rat	Soveta-afgana milito
Kremen	Siliko
316. p. n. e.	-316
327. p. n. e.	-327
362. p. n. e.	-362
Belgijske pokrajine	Belgaj provincoj
405. p. n. e.	-405
366. p. n. e.	-366
389. p. n. e.	-389
317. p. n. e.	-317
361. p. n. e.	-361
363. p. n. e.	-363
346. p. n. e.	-346
Afrički kup nacija	Afrika Pokalo de Nacioj
Hemijska formula	Kemia formulo
Zastava Norveške	Flago de Norvegio
Jacques-Louis David	Jacques-Louis David
Papa Klement VII	Klemento la 7-a
Prometej (mitologija)	Prometeo
Srinivasa Aaiyangar Ramanujan	Srinivasa Aiyangar Ramanujan
Istočnoindijska kompanija	Brita Orienthinda Kompanio
Muskatni oraščić	Muskato
Golgijev aparat	Golĝi-aparato
Romeo i Julija	Romeo kaj Julieta
Vitamin B1	Tiamino
Antimaterija	Antimaterio
Pokret nesvrstanih	Movado de Nealiancitaj Landoj
Kentaur	Centaŭro
Križaljka	Krucvortenigmo
Golanska visoravan	Golanaj Altaĵoj
Fotoelektrični efekat	Fotoelektra efiko
Kandela	Kandelo (mezurunuo)
Keplerovi zakoni	Leĝoj de Kepler
Mezozoik	Mezozoiko
Asklepije	Asklepio
Edvard VI, kralj Engleske	Eduardo la 6-a (Anglio)
Jacques-Yves Cousteau	Jacques-Yves Cousteau
357. p. n. e.	-357
376. p. n. e.	-376
382. p. n. e.	-382
413. p. n. e.	-413
365. p. n. e.	-365
367. p. n. e.	-367
Kriminal	Krimo
Hard rock	Ŝtonroko
Azijska nogometna konfederacija	AFC
Drač	Duraso
Socijalistička federativna republika Jugoslavija	Socialisma federacia respubliko Jugoslavio
Selena Gomez	Selena Gomez
Litosfera	Litosfero
John William Strutt Rayleigh	John William Strutt Rayleigh
870te	870-aj jaroj
FORTRAN	Fortran (programlingvo)
Grupa periodnog sistema elemenata	Grupo de la perioda tabelo
Ministar	Ministro
Johann Strauss mlađi	Johann Strauß (filo)
Mosul	Mosulo
Bab-el-Mandeb	Bab al-Mandab
Dušična kiselina	Nitrata acido
Giacomo Casanova	Giacomo Casanova
Nanak	Guru Nanak
Đubrivo	Sterko
Pamela Anderson	Pamela Anderson
Elektronvolt	Elektronvolto
Turski narodi	Tjurkaj popoloj
Lizosom	Lizosomo
Louis de Broglie	Louis de Broglie
James Watson	James Watson
1340te	1340-aj jaroj
880te	880-aj jaroj
Robin Williams	Robin Williams
LCD monitor	Likvokristala ekrano
Bartın (provincija)	Provinco Bartın
860te	860-aj jaroj
1320te	1320-aj jaroj
1070te	1070-aj jaroj
1200te	1200-aj jaroj
1280te	1280-aj jaroj
Mineralogija	Mineralogio
385. p. n. e.	-385
Šengenski sporazum	Traktato de Schengen
Origami	Origamio
James Dean	James Dean
Jeans	Ĝinzo
Empirizam	Empiriismo
Windows 95	Windows 95
Seizmologija	Tertremoscienco
Kvazar	Kvazaro
Empedoklo	Empedoklo
Rum	Rumo
1140te	1140-aj jaroj
Zastava Alžira	Flago de Alĝerio
Eleanor Roosevelt	Eleanor Roosevelt
Heroes (serija)	Heroes
Temišvar	Timișoara
354. p. n. e.	-354
Cary Grant	Cary Grant
475. p. n. e.	-475
Normani	Normandoj
396. p. n. e.	-396
355. p. n. e.	-355
Paracelsus	Paracelsus
Country	Kontreo
1440te	1440-aj jaroj
Nogometna reprezentacija Brazila	Brazila nacia teamo de futbalo
General	Generalo
Eufemizam	Eŭfemismo
Judas Priest	Judas Priest
Gejzir	Gejsero
Alfred Veliki	Alfredo la Granda
Apsis	Apsido
Morski ježevi	Eĥino
Anthony Quinn	Anthony Quinn
Kerber	Cerbero
Inteligencija	Intelekto
Benzodiazepini	Benzodiazepinoj
99 Allahovih imena	La Nomoj de Dio en Islamo
Sasanidsko carstvo	Sasanidoj
Ingot	Ingoto
Katodni monitor	Bildotubo
Evolucija čovjeka	Homa deveno
Antička Makedonija	Antikva Makedonio
Hoencolerni	Hohencolernoj
Theodor Körner	Theodor Körner (politikisto)
Ludwig von Mises	Ludwig von Mises
Niko Kranjčar	Niko Kranjčar
Christian Doppler	Christian Doppler
Ludwig Boltzmann	Ludwig Boltzmann
Johann Bernhard Fischer von Erlach	Johann Bernhard Fischer von Erlach
Alois Brunner	Alois Brunner
Wilhelm Reich	Wilhelm Reich
Oratorij	Oratorio
Giovanni Caboto	Giovanni Caboto
Tomahavk	Tomahoko (hakilo)
Grb Norveške	Blazono de Norvegio
Emerik, kralj Ugarske	Emeriko (Hungario)
Aleksandar Litvinjenko	Aleksandr Litvinenko
Ladislav II, kralj Ugarske	Ladislao la 2-a (Hungario)
Spisak latinskih izreka	Listo de latinaj eldiroj
Afrička velika jezera	Afrikaj Grandaj Lagoj
Castra (Rimska utvrda)	Castrum
Poljska lopta	Pollandpilko
Šablon:Cite book	Ŝablono:Citaĵo el libro
Niklaus Wirth	Niklaus Wirth
Douglas Engelbart	Douglas Engelbart
Bjarne Stroustrup	Bjarne Stroustrup
Alisa u zemlji čuda	La aventuroj de Alicio en Mirlando
Sopot (Poljska)	Sopot
John McCarthy (računarski naučnik)	John McCarthy
Claude E. Shannon	Claude Shannon
William Harvey	William Harvey
Pär Lagerkvist	Pär Lagerkvist
Maslinovo ulje	Oliv-oleo
Milan Kundera	Milan Kundera
Ratko Mladić	Ratko Mladić
Geja (mitologija)	Geo
Seleukidi	Seleŭkio
Ehud Olmert	Ehud Olmert
Louis Braille	Louis Braille
Crtež	Desegnaĵo
Errol Flynn	Errol Flynn
Ulster	Ulster
Seksizam	Seksismo
Tulipan	Tulipo
Dokumentarni film	Dokumenta filmo
Emu (ptica)	Emuo
Hakkari (provincija)	Provinco Hakkâri
Nikolaj Rimski-Korsakov	Nikolaj Rimskij-Korsakov
Rawalpindi	Rawalpindi
Brusnica	Ruĝa vakcinio
Hipertekst	Hiperteksto
Antivirusni program	Kontraŭvirusilo
Mali Antili	Malgrandaj Antiloj
Prevlaka (geografija)	Istmo
Ugovor	Kontrakto
Hamurabijev zakonik	Kodekso de Hamurabi
Cijanobakterije	Cianobakterio
Morska milja	Marmejlo
Juan Perón	Juan Domingo Perón
Zastava Islanda	Flago de Islando
Gaziantep	Gaziantep
Miles Davis	Miles Davis
Trigonometrijske funkcije	Trigonometria funkcio
Mostar	Mostar
O Canada	O Canada
Marie von Ebner-Eschenbach	Marie von Ebner-Eschenbach
Stefan Ružowitzky	Stefan Ruzowitzky
Gary Cooper	Gary Cooper
Jack Lemmon	Jack Lemmon
Warren Beatty	Warren Beatty
Crni nosorog	Kurtbuŝa rinocero
Joan Fontaine	Joan Fontaine
Sjeverna Baskija	Nord-Eŭskio
Panteon (Rim)	Panteono de Romo
Eutanazija	Eŭtanazio
Fred Astaire	Fred Astaire
Rachel Carson	Rachel Carson
Funta	Funto
Aorta	Aorto
Destilacija	Distilado
Trombociti	Trombocito
Albedo	Albedo
Definicija	Difino
Akronim	Akronimo
Protozoa	Protozoo
Tartar (bog)	Tartaro
Mašinski inženjering	Mekanika inĝenierarto
Lillehammer	Lillehammer
Henrik I, kralj Engleske	Henriko la 1-a (Anglio)
Maseni broj	Masnombro
Lobamba	Lobambo
Zastava Indonezije	Flago de Indonezio
Deep Purple	Deep Purple
Februarska revolucija	Februara revolucio
Teba (Egipat)	Tebo (Egiptio)
Smeđi patuljak	Bruna nano
Marrakech	Marakeŝo
Mary Wollstonecraft	Mary Wollstonecraft
Hadron	Hadrono
Gaetano Donizetti	Gaetano Donizetti
Svjetsko prvenstvo u nogometu 1998.	Futbala Mondpokalo 1998
Benoît Mandelbrot	Benoît Mandelbrot
Svjetsko prvenstvo u nogometu 1994.	Futbala Mondpokalo 1994
Zastava Gabona	Flago de Gabono
Winona Ryder	Winona Ryder
Perioda periodnog sistema elemenata	Periodo de la perioda tabelo
VfL Wolfsburg	VfL Wolfsburg
Korov	Trudherbo
Joachim von Ribbentrop	Joachim von Ribbentrop
Imunologija	Imunologio
Paavo Nurmi	Paavo Nurmi
Geografski omotač	Termantelo
Borussia Mönchengladbach	Borussia Mönchengladbach
Tudor (dinastija)	Tudoroj
Upala	Inflamo
Biom	Biomo
Vilim II, kralj Engleske	Vilhelmo la 2-a (Anglio)
Link	Hiperligilo
Boksit	Baŭksito
Vitez (vojnik)	Kavaliro
Moon Geun Young	Moon Geun Young
Grand Slam	Granda Ŝlemo (teniso)
Margareta II, kraljica Danske	Margareta la 2-a (Danio)
Henrik II, kralj Engleske	Henriko la 2-a (Anglio)
Fluorit	Fluorito
Nukleon	Nukleono
FIDE	FIDE
Zastava Džibutija	Flago de Ĝibutio
Zastava Sudana	Flago de Sudano
Fluid	Fluaĵo
Harry Potter i Odaja tajni (film)	Hari Poter kaj la Ĉambro de Sekretoj (filmo)
Sefardi	Sefardoj
Jan van Eyck	Jan van Eyck
Titan (čvor)	Titano
Buckminster Fuller	Buckminster Fuller
Deuterij	Deŭterio
Spisak gradova u Italiji	Listo de urboj de Italio
Kotar Blekinge	Blekinge län
Oktoberfest	Oktobrofesto
Knoppix	Knoppix
Kenozoik	Kenozoiko
Harry Potter i Kamen mudraca (film)	Hari Poter kaj la Ŝtono de la Saĝuloj (filmo)
Paul A. Samuelson	Paul Samuelson
James Stewart	James Stewart
Čovjekoliki majmuni	Homoideoj
Evangelista Torricelli	Evangelista Torricelli
Parohija	Paroĥo
Hemijski simbol	Kemia simbolo
CAS registarski broj	CAS-numero
Atlas (čvor)	Atlaso
Sizif	Sizifo
Johann Gottlieb Fichte	Johann Gottlieb Fichte
Wilhelm Steinitz	Wilhelm Steinitz
Mihail Talj	Miĥail Tal
Numidija	Numidio
Frakcija Crvene armije	Rote Armee Fraktion
Mezon	Mezono
Azov	Azov
Natrij hidroksid	Natria hidroksido
Ruda	Erco
Henri Moissan	Henri Moissan
Yul Brynner	Yul Brynner
