非洲	Afriko
国际单位制词头	Dekoblaj kaj dekonaj unuoj
静冈县	Gubernio Ŝizuoka
对话	Dialogo
Ͳ	Sampio
农民	Terkultivisto
葡蛮郎	Bumerango
渧拉米酥	Tiramisu
Ϻ	Sano (litero)
毛巾	Sekigtuko
钱包	Monujo
春节	Ĉina novjara festo
麻生太郎	Aso Taro
无产阶级	Proleto
弥撒	Meso (diservo)
Naomi Watts	Naomi Watts
座头鲸	Ĝiba baleno
冈山县	Gubernio Okajama
赌场	Kazino
撒旦教	Satanismo
农历	Ĉina kalendaro
克罗地亚国家足球队	Kroata nacia teamo de futbalo
巴尔喀什湖	Balkaŝo
泰国旗	Flago de Tajlando
希腊国家足球队	Greka nacia teamo de futbalo
峨眉山	Emej-ŝan
Zip	ZIP (densigilo)
冰壶	Glitŝtonludo
台风	Tajfuno
台南市	Tajnan
加蒂诺市 (魁北克)	Gatineau
针	Kudrilo
加合拉·孛何妮	Carla Bruni
欧楂	Mespilujo
卡哟儿	Kajol
魔幻现实主义	Magia realismo
潘玉良	Pan Yuliang
义和团	Boksista ribelo
李芙妮	Cipi Livni
列宁搿拉德围城搭仔保卫战	Sieĝo de Leningrado
1988年欧洲足球冠军赛	Eŭropa Futbal-Ĉampionado 1988
薯条	Terpomfingroj
吉赛尔·邦臣	Gisele Bündchen
特强气旋风暴纳尔吉斯	Ciklono Nargis
半岛战争	Milito de Hispana Sendependiĝo
日本杯	Japana Pokalo (ĉevalvetkuro)
英国电视电影艺术学院奖	BAFTA
毛纳洛火山	Mauna Loa
荷兰东印度公司	Nederlanda Orient-hinda Kompanio
富牌国际机场	Flughaveno Phu Bai
斷背山	Brokeback Mountain
环球小姐	Fraŭlino Universo
ADSL	ADSL
1992年欧洲足球冠军赛	Eŭropa Futbal-Ĉampionado 1992
奥斯区亚国家足球队	Aŭstra nacia teamo de futbalo
伦敦德里城	Derry
新干线	Ŝinkanseno
达新	Taksin Ĉinaŭat
Olga Kurylenko	Olga Kurilenko
瑞士国家足球队	Svisa nacia teamo de futbalo
莲姜国际机场	Flughaveno Lien Ĥuong
金泳三	Kim Young-Sam
星海爭霸	StarCraft
波兰国家足球队	Pola nacia teamo de futbalo
环球影视城	Universal Studios
罗马尼亚国家足球队	Rumana nacia teamo de futbalo
小仲马	Alexandre Dumas (filo)
罗杰·科恩伯格	Roger D. Kornberg
2008年末─2009年初加沙地带大规模军事行动	Konflikto de la Gaza Sektoro (2008-2009)
利息	Interezo
直接民主制	Rekta demokratio
橡胶擦子	Skrapogumo
幽老猫	Kaŝludo
萨丽	Sario
1960年欧洲足球国家杯	Eŭropa Futbal-Ĉampionado 1960
几何原本	Elementoj de Eŭklido
解热镇痛药	Kontraŭdolorilo
木版画	Lignogravurado
长沙市	Ĉangŝa
阿披实	Abhisit Vejjajiva
越南国家航空公司	Vietnam Airlines
油画	Oleo-pentrado
物流	Loĝistiko
宦官	Eŭnuko
虱误	Cimo (komputscienco)
阿歷克山德拉·柯倫泰	Aleksandra Miĥailovna Kolontaj
George F. Smoot	George Smoot
Ϸ	Ŝo (litero)
锡克金庙	Harmandir Sahib
酋长航空公司	Emirates Airlines
1996年欧洲足球冠军赛	Eŭropa Futbal-Ĉampionado 1996
消费者物价指数	Konsumpreza indico
卡本塔里亚湾	Karpentaria Golfo
超级市场	Superbazaro
章子怡	Zhang Ziyi
Heineken	Heineken
千分比	Elmilo
高雄市	Kaoŝiung
病人	Paciento
1980年欧洲足球冠军赛	Eŭropa Futbal-Ĉampionado 1980
1968年欧洲足球冠军赛	Eŭropa Futbal-Ĉampionado 1968
1964年欧洲足球国家杯	Eŭropa Futbal-Ĉampionado 1964
印第安纳琼斯 —— 水晶骷髅王国	Indiana Jones kaj la Reĝlando de la Kristala Kranio
1972年欧洲足球冠军赛	Eŭropa Futbal-Ĉampionado 1972
1984年欧洲足球冠军赛	Eŭropa Futbal-Ĉampionado 1984
亚历山大	Aleksandrio (apartigilo)
昆明	Kunmingo
东京铁塔	Turo de Tokio
兰州市	Lanĝoŭo
佛來崮	Le Puy-en-Velay
羅迪尼亞	Rodinia
欧里维娅	Olivia Newton-John
Knol	Knol
Ͱ	Heto
法国航空447号班机	Flugo Air France 447
共享软件	Propagaĵo
简化字	Simpligita ĉina skribo
薄拉特 (电影)	Borat: Rigardado en usona kulturon laŭ mende por gloro al kazaĥia nacioj
張勉	Chang Myon
耳機	Kapaŭskultiloj
利库德党	Firmigo
洛阳	Lŭojango
淞河	Saône
白鳍豚	Blanknaĝila delfeno
1976年欧洲足球冠军赛	Eŭropa Futbal-Ĉampionado 1976
平昌郡	Pjonĉango
亚洲开发银行	Banko por Azia Disvolviĝo
奖学金	Stipendio
矮马	Poneo
匈奴编年史	Ŝiungnuoj
孟子	Menceo
桂林	Gujlin
雪兰莪州	Selangoro
海口市	Hajkoŭo
挪威广播公司	NRK
声调	Tonlingvo
基督山伯爵	La grafo de Montekristo
玛丽女王2号	Queen Mary 2
法国总统	Prezidento de la Respubliko (Francio)
伊顿公学	Eton College
越盾	Vjetnama dongo
解剖学治疗学及化学分类系统	ATC-kodo
尹致昊	Yun Chi-ho
北卡罗莱纳大学教堂山分校	Universitato de Norda Karolino ĉe Chapel Hill
我有一只梦	Revon havas mi
梦工厂	DreamWorks
谢列梅捷沃国际机场	Internacia flughaveno Ŝeremetjevo
麵	Nudelo
观世音	Avalokiteŝvaro
月饼	Lunkuko
株洲市	Ĝuĝou
澎湖县	Penghuoj
壯學	Ĝŭangoscienco
中国人民解放军	Popola Liberiga Armeo
辛格·旺楚克 (不丹国王)	Jigme Singye Wangchuck
巴黎大区高速铁路C线	RER de Francilio C
精神疾病诊断搭仔统计手冊	Diagnoza kaj Statistika Manlibro de Mensaj Malordoj
米尔克 (电影)	Milk
高棉帝国	Kmera imperio
狙击手	Kaŝpafisto
鼻衄	Epistakso
开脱•文斯莱脱	Kate Winslet
平均	Centra dispozicio
富国机场	Flughaveno Phu Quoc
曹操	Cao Cao
水粉画	Guaŝo
冬至	Vintra solstico
新台币	Nova tajvana dolaro
混成词	Kofrovorto
法国省份一览表	Malnovaj provincoj de Francio
袋鼠岛	Kanguru-Insulo
DTD	Dokumento-Speco-Difino
开脱•末斯	Kate Moss
娜塔莎·李察遜	Natasha Richardson
三聚氰胺	Melamino
高隆皮亚国家足球队	Kolombia nacia teamo de futbalo
莫尼卡-莱温斯基	Monica Lewinsky
金奎植	Kim Kyu-sik
7-Zip	7-Zip
洋油盏	Kerosena lampo
湘潭市	Sjantan
费加罗报 (法国)	Le Figaro
汽车旅馆	Motelo
垃圾桶	Rubujo
金刚 (电影)	King Kong
海龜	Martestudoj
老鼠会	Skemo Ponzi
ISO/IEC 8859	ISO 8859
龟	Testuduloj
国际足联世界冠军俱乐部杯赛	Kluba Mondpokalo de FIFA
石泰凡妮 莱斯	Stephanie Rice
印度空间研究组织	Barata Organizo pri Kosmo Esplorado
臺灣 (消歧義)	Tajvano (apartigilo)
酱油	Sojsaŭco
新山	Johor Bahru
MT	Mt
国富论	La Riĉo de Nacioj
玫瑰人生 (2007年电影)	La Môme (filmo)
九龙	Kaŭluno
2008年欧洲足球冠军赛	Eŭropa Futbal-Ĉampionado 2008
索马里内战	Somalia enlanda milito
金砖国家	BRICS
纳戈尔诺-卡拉巴赫	Respubliko Montara Karabaĥo
新北市	Novtajpeo
臺中市	Tajĉung
鹅	Bredansero
高丽航空	Air Koryo
环球银行金融电信协会	SWIFT
赛义巴巴	Sai Baba de Shirdi
欧洲足球冠军赛	Eŭropa Futbal-Ĉampionado
汽水	Karbonata akvo
保合多伽勒国家足球队	Portugala nacia teamo de futbalo
爱尔兰镑	Irlanda pundo
陈冯富珍	Margaret Chan
林心如	Ruby Lin
藏羚羊	Tibeta antilopo
生个利亚酒	Sangrio
耶莲娜	Jelena Dokić
重组DNA	Rekombino de DNA
素拉育	Surayud Chulanont
颂猜·旺沙瓦	Somchai Wongsawat
奥特莱•导都	Audrey Tautou
Β－内酰胺类抗生素	Beta-laktamaj antibiotikoj
金城武	Kaneshiro Takeshi
纳维语	Na'via lingvo
松浦晃一郎	Kojĉiro Macuura
徐載弼	Philip Jaisohn
窃听器	Subaŭskultilo
杭州灣大橋	Ponto de golfo Hangzhou
基斯孔哈拉斯	Kiskunhalas
日本中央银行	Banko de Japanio
哈桑式火箭弹	Kassam-raketo
林语堂	Lin Yutang
朴憲永	Park Heon-young
芜湖市	Vuĥu
新兴工业国家	Sojlolando
中秋节	Luna Festo
陈冠希	Edison Chen
TCL	TCL
金牌	Ormedalo
秋叶原	Akihabara
Моа	Dinornito
崇礼门	Namdemun
許貞淑	Heo Jong-suk
羅蕙錫	Na Hyesok
泰国人	Tajoj
亚罗士打	Alor Setar
博拉碧湖	Bueng Boraphet
國際馬術聯合會	Internacia Rajdada Federacio
新山一国际机场	Flughaveno Tan Son Nhat
运动场	Stadiono
圣保罗地铁	Metroo en San-Paŭlo
捷克国家足球队	Ĉeĥa nacia teamo de futbalo
朝鲜族	Koreoj
吕克·贝松	Luc Besson
俞吉濬	Yu Gil-jun
李光洙	Yi Gwang-su
朴重陽	Park Jung-yang
六方会谈	Ses-partiaj interparoloj
奶粉	Laktopulvoro
莎阿南	Shah Alam
西湖	Okcidenta Lago (Hangĝoŭo)
卡卡	Kaká
南印度	Suda Barato
趙元任	Zhao Yuanren
蒙古简介	Mongola Altebenaĵo
IBM	IBM (apartigilo)
巴彦淖尔	Bajan-Nuro
意大利杂菜汤	Minestrono
罗得乃斯脱岛	Rottnest
花岗岩岛 (澳大利亚)	Insulo Granita
List of Thailand cities	Listo de urboj de Tajlando
庐山	Luŝan
必和必拓矿业公司	BHP Billiton
饺子	Ĝozo
乃米湖	Nemi (lago)
性旅游者	Seksa turismo
卡里平	Karibio
意大利国家足球队	Itala nacia teamo de futbalo
流亡政府	Ekzilregistaro
中文数字大写	Ĉinaj ciferoj
搿连搭罗格 (爱尔兰)	Glendalough
快门	Obturatoro
金刚	Kloŝo kaj vajra
市区	Urba areo
西德	Okcidenta Germanio
春卷	Lumpio
俄罗斯国家足球队	Rusia nacia teamo de futbalo
現代標準漢語	Norma ĉina lingvo
巴黎大区高速铁路A线	RER de Francilio A
泰国人妖	Kathoey
丢勒个犀牛	Rinocero de Dürer
凯山丰威汉市	Savannaĥet
苏州码子	Cifereca sistemo de Suzhou
克里米亚共和国	Aŭtonoma Respubliko Krimeo
岘港国际机场	Flughaveno Da Nang
Jászszentlászló	Jászszentlászló
国王岛	Reĝinsulo (Tasmanio)
应召女郎	Callgirl
黑人	Nigrulo
生-丰	Saint-Fons
码头	Varfo
富通银行	Fortis
傣族	Dajoj
國際語音學學會	Internacia Fonetika Asocio
维基百科孵化器	Vikimedia Kovilo
冠军	Ĉampiono
越捷航空	VietJet Air
拉玛九世	Phumiphon Adunjadet
阴蒂	Klitoro
孛拉先拿湖	Bracciano (lago)
统万城	Tongwancheng
金瓯机场	Flughaveno Ca Mau
帮助:目录	Helpo:Enhavo
申報	Shen Bao
福布斯	Forbes
陆上风帆	Landa velado
草原	Herbejo
金球奖	Premio Ora Globo
比拉伊	Piraí
维克多港	Victor Harbor (Suda Aŭstralio)
仓颉码	Cangjie (Eniga metodo)
龙虾	Omaro
大报恩寺（南京）	Porcelanturo
清迈大学	Chiang-Mai-Universitato
百万富豪	Milionulo
Club Méd	Club Méd
手写体	Manskribaj literoj
人民民主联盟 (泰国)	Popola Alianco por Demokratio
库克船长个小房子	Cooks' Cottage
还剑湖	Lago Hoan Kiem
良渚文化	Liangzhu-kulturo
机场	Flughaveno
土星运载火箭	Saturn (raketo)
汉服	Hanfu
巴黎大区高速铁路B线	RER de Francilio B
江南	Jiangnano
分类:德国	Kategorio:Germanio
分类:意大利	Kategorio:Italio
分类:美国	Kategorio:Usono
分类:俄罗斯	Kategorio:Rusio
分类:英国	Kategorio:Unuiĝinta Reĝlando
分类:西班牙	Kategorio:Hispanio
分类:中国	Kategorio:Ĉinio
分类:日本	Kategorio:Japanio
分类:澳大利亚	Kategorio:Aŭstralio
分类:墨西哥	Kategorio:Meksiko
分类:印度	Kategorio:Barato
分类:阿根廷	Kategorio:Argentino
富国国际机场	Internacia Flughaveno Phu Quoc
巴黎大区高速铁路D线	RER de Francilio D
毛东岛	Insulo Moreton
分类:印度尼西亚	Kategorio:Indonezio
分类:乃特朗特	Kategorio:Nederlando
分类:新加坡	Kategorio:Singapuro
分类:韩国	Kategorio:Sud-Koreio
分类:泰国	Kategorio:Tajlando
分类:越南	Kategorio:Vjetnamio
分类:哺乳动物	Kategorio:Mamuloj
分类:植物	Kategorio:Plantoj
分类:物理	Kategorio:Fiziko
分类:生物学	Kategorio:Biologio
分类:化学	Kategorio:Kemio
分类:历史	Kategorio:Historio
分类:地理	Kategorio:Geografio
分类:社会	Kategorio:Socio
分类:宗教	Kategorio:Religio
分类:体育运动	Kategorio:Sporto
分类:科学	Kategorio:Scienco
分类:电影	Kategorio:Kino
分类:建筑物	Kategorio:Konstruaĵoj
上水	Ŝeung Ŝui
巴士底獄	Bastille
分类:消歧义	Kategorio:Apartigiloj
分类:佛教	Kategorio:Budhismo
分类:基督教	Kategorio:Kristanismo
分类:伊斯兰教	Kategorio:Islamo
华东师范大学	Orient-Ĉina Normala Universitato
运动员	Atleto
女阴	Vulvo
Bochotnica	Bochotnica
选美	Beleco-konkurso
将军澳	Tseung Kvan O
1998年印尼排华大骚乱	Ĝakartaj tumultoj en majo de 1998
分类:未完个文章	Kategorio:Ĝermo
分类:维基百科分类	Kategorio:Vikipedio:Kategorioj
分类:维基百科管理	Kategorio:Vikipedio:Vikipedio
分类:文化	Kategorio:Kulturo
分类:大洲	Kategorio:Kontinentoj
分类:地质学	Kategorio:Geologio
Wikipedia:命名常规	Vikipedio:Titoloj de artikoloj
剃刀	Sendanĝera razilo
Portal:地理	Portalo:Geografio
春运	Ĉunjun
可口可乐公司	The Coca-Cola Company
Wikipedia:HotCat	Vikipedio:VarmaKato
分类:维基百科机器人	Kategorio:Vikipedio:Robotoj
大阪	Osaka
分类:美国人	Kategorio:Usonanoj
分类:演员	Kategorio:Aktoroj
分类:英国人	Kategorio:Britoj
分类:法国人	Kategorio:Francoj
模板:Tl	Ŝablono:Ŝ
模板:Userbox	Ŝablono:Uzantoskatolo1
模板:Wikipedialang	Ŝablono:ĈefPaĝo/AliajLingvoj
模板:Itn	Ŝablono:ĈefPaĝoMondAktualaĵo
分类:自由软件	Kategorio:Libera programaro
分类:国家	Kategorio:Landoj
Wikipedia:Changing username	Vikipedio:Alinomi uzanton
Wikipedia:管理员	Vikipedio:Administrantoj
分类:人物	Kategorio:Personoj
分类:职业	Kategorio:Profesioj
分类:各行各业个人	Kategorio:Homoj laŭ profesioj
Wikipedia:机器人	Vikipedio:Roboto
分类:货币	Kategorio:Mono
分类:工程學	Kategorio:Inĝenierarto
Wikipedia:100个核心页面	Vikipedio:Listo de 100 plej havendaj artikoloj
Wikipedia:AutoWikiBrowser	Vikipedio:AutoWikiBrowser
分类:医学	Kategorio:Medicino
分类:政治	Kategorio:Politiko
分类:教育	Kategorio:Edukado
分类:光学	Kategorio:Optiko
分类:艺术	Kategorio:Arto
埃及	Egiptujo
Wikipedia:手傀儡	Vikipedio:Gantopupo
模板:Bot	Ŝablono:Bot
加拿大	Kanado
分类:倍尔奇姆	Kategorio:Belgio
分类:捷克	Kategorio:Ĉeĥio
Wikipedia:版权	Vikipedio:Aŭtorrajto
分类:电子游戏	Kategorio:Videoludoj
分类:游戏	Kategorio:Ludoj
帮助:編輯摘要	Vikipedio:Resumo
模板:Flagicon	Ŝablono:Flagikono
分类:欧洲国家	Kategorio:Eŭropaj landoj
分类:欧洲	Kategorio:Eŭropo
Wikipedia:Subpages	Vikipedio:Subpaĝoj
Wikipedia:近段辰光个事体	Vikipedio:Aktualaĵoj
模板:Documentation	Ŝablono:Dok
Wikipedia:User access levels	Vikipedio:Rajtoj de uzantoj
Wikipedia:聊天频道	Vikipedio:IRC
分类:维基人	Kategorio:Vikipediistoj
Wikipedia:社区门堂	Portalo:Komunumo
分类:User by languages	Kategorio:Vikipediistoj laŭ lingvo
帮助:用词指南	Vikipedio:Evitu nebulajn vortojn
成在基	Sung Jae-gi
模板:Soft redirect	Ŝablono:Intervikia plusendilo
模板:Delete	Ŝablono:Forigu tuj
分类:技术	Kategorio:Teknologio
卫星天线	Parabola anteno
分类:言话	Kategorio:Lingvoj
分类:历法	Kategorio:Kalendaro
分类:维基百科	Kategorio:Vikipedio
分类:各样言话个维基百科	Kategorio:Vikipedioj laŭ lingvoj
分类:朆索引个页	Kategorio:Neindeksitaj paĝoj
分类:有无用文件链接个页	Kategorio:Paĝoj kun eraraj dosierligiloj
分类:現在正發生個事體	Kategorio:Aktualaĵoj
分类:欧洲城市	Kategorio:Urboj de Eŭropo
Wikipedia:維基休息	Vikipedio:Vikipaŭzo
模板:-	Ŝablono:-
模板:Navbox	Ŝablono:Navigilo2
模板:Persondata	Ŝablono:Informkesto biografio
模板:Fact	Ŝablono:Mankas fonto
分类:維基百科維護	Kategorio:Artikoloj bezonantaj plibonigon
模板:Error	Ŝablono:Eraro
模板:!	Ŝablono:!
模板:!!	Ŝablono:!!
模板:=	Ŝablono:=
模板:Tnavbar	Ŝablono:Tnavbar
模板:Unicode	Ŝablono:Unicode
模板:Small	Ŝablono:Malgrande
模板:Nowrap	Ŝablono:Nrsp
模板:Bots	Ŝablono:Bots
Wikipedia:必有个页面	Vikipedio:Listo de havendaj artikoloj
分类:非洲	Kategorio:Afriko
分类:數字	Kategorio:Nombroj
分类:电子学	Kategorio:Elektroniko
分类:书	Kategorio:Libroj
模板:Wikisource	Ŝablono:Vikifontaro
模板:Babel	Ŝablono:Babelejo
模板:Commons	Ŝablono:Commons
模板:Link GA	Ŝablono:LigoLeginda
模板:Reflist	Ŝablono:Referencoj
模板:AFG	Ŝablono:AFG
Wikipedia:列明來源	Vikipedio:Citi fontojn
模板:Stub	Ŝablono:Ĝermo
模板:See also	Ŝablono:Vidu ankaŭ
模板:User de	Ŝablono:Vikipediisto de
模板:User de-1	Ŝablono:Vikipediisto de-1
模板:User es	Ŝablono:Vikipediisto es
模板:User de-3	Ŝablono:Vikipediisto de-3
模板:User en-3	Ŝablono:Vikipediisto en-3
模板:User en-1	Ŝablono:Vikipediisto en-1
模板:User en-2	Ŝablono:Vikipediisto en-2
模板:User en-4	Ŝablono:Vikipediisto en-4
模板:User en	Ŝablono:Vikipediisto en
模板:User de-2	Ŝablono:Vikipediisto de-2
模板:User es-1	Ŝablono:Vikipediisto es-1
模板:User fa	Ŝablono:Vikipediisto fa
模板:User fr-1	Ŝablono:Vikipediisto fr-1
分类:各国个文化	Kategorio:Kulturo laŭ landoj
分类:物质	Kategorio:Materio
模板:User ja-4	Ŝablono:Vikipediisto ja-4
模板:User sk	Ŝablono:Vikipediisto sk
模板:User ja	Ŝablono:Vikipediisto ja
模板:User ja-1	Ŝablono:Vikipediisto ja-1
模板:User it-1	Ŝablono:Vikipediisto it-1
模板:User fr	Ŝablono:Vikipediisto fr
模板:Unsigned	Ŝablono:Subskribo
模板:HRV	Ŝablono:HRV
分类:亚洲	Kategorio:Azio
分类:智利	Kategorio:Ĉilio
分类:21世紀	Kategorio:21-a jarcento
分类:User uk	Kategorio:Vikipediisto uk
分类:南美洲	Kategorio:Sudameriko
分类:User uk-N	Kategorio:Vikipediisto uk-D
模板:Intricate template	Ŝablono:Esotera
分类:马来西亚	Kategorio:Malajzio
分类:食物	Kategorio:Manĝaĵoj
分类:足球	Kategorio:Futbalo
模板:Mod	Ŝablono:Mod
模板:User uk	Ŝablono:Vikipediisto uk
模板:User es-2	Ŝablono:Vikipediisto es-2
模板:WikipediaSister	Ŝablono:ĈefPaĝo/AliajProjektoj
模板:USA	Ŝablono:USA
分类:组织	Kategorio:Organizaĵoj
分类:语言学	Kategorio:Lingvoscienco
模板:ITA	Ŝablono:ITA
模板:GEO	Ŝablono:GEO
模板:BOL	Ŝablono:BOL
分类:鏈接模板	Kategorio:Ŝablono:Lighelpo
模板:MEX	Ŝablono:MEX
分类:User fr-1	Kategorio:Vikipediisto fr-1
模板:Wikiquote	Ŝablono:Vikicitaro
模板:Image label	Ŝablono:Marko sur bildo
模板:Translated page	Ŝablono:Tradukita
模板:MAR	Ŝablono:MAR
模板:Ja icon	Ŝablono:Ja
模板:PSE	Ŝablono:PSE
模板:Sidebar	Ŝablono:Flanka kesto2
模板:Es icon	Ŝablono:Es
模板:Ambox	Ŝablono:ArtikolaMesaĝokesto
模板:SVK	Ŝablono:SVK
模板:TWN	Ŝablono:TWN
模板:EGY	Ŝablono:EGY
模板:KGZ	Ŝablono:KGZ
模板:ISR	Ŝablono:ISR
模板:Infobox Country	Ŝablono:Informkesto lando
模板:Column-count	Ŝablono:Kolumno-nombro
模板:VEN	Ŝablono:VEN
模板:Airline infobox	Ŝablono:Informkesto flugkompanio
模板:Wide image	Ŝablono:Granda dosiero
模板:UKR	Ŝablono:UKR
模板:Px	Ŝablono:Px
模板:好哉	Ŝablono:Farita
模板:Audio	Ŝablono:Aŭdio
模板:Flatlist	Ŝablono:Listo de elementoj
模板:PHL	Ŝablono:PHL
模板:ROU	Ŝablono:ROU
模板:BHR	Ŝablono:BHR
模板:TUR	Ŝablono:TUR
模板:Tmbox	Ŝablono:DiskutaMesaĝokesto
模板:清理	Ŝablono:Polurinda
模板:DJI	Ŝablono:DJI
模板:Infobox university	Ŝablono:Informkesto universitato
模板:BRN	Ŝablono:BRN
模板:Wikibooks	Ŝablono:Vikilibroj
模板:S-after	Ŝablono:S-aft
分类:巴黎	Kategorio:Parizo
分类:User en-4	Kategorio:Vikipediisto en-4
分类:User en	Kategorio:Vikipediisto en
分类:User zh	Kategorio:Vikipediisto zh
分类:User zh-N	Kategorio:Vikipediisto zh-D
分类:User en-2	Kategorio:Vikipediisto en-2
模板:Infobox	Ŝablono:Informkesto
模板:Right TOC	Ŝablono:TOC-dekstre
模板:Main other	Ŝablono:Ĉu artikolo
模板:User zh	Ŝablono:Vikipediisto zh
模板:Template other	Ŝablono:Ĉu ŝablono
模板:Legend	Ŝablono:Priskribo
模板:Cite web	Ŝablono:Citaĵo el la reto
模板:Youtube	Ŝablono:YouTube
分类:軍事裝備	Kategorio:Milita tekniko
模板:Infobox WS	Ŝablono:Informkesto skribo
分类:女模特	Kategorio:Modeloj
模板:IMDb title	Ŝablono:IMDb titolo
模板:User ru-4	Ŝablono:Vikipediisto ru-4
分类:饮食	Kategorio:Kuirarto
模板:Coor URL	Ŝablono:KoordinatojURL
模板:Wiktionary	Ŝablono:Vikivortaro
模板:Multi-listen start	Ŝablono:Aŭskultu komenco
模板:Languageicon	Ŝablono:Ref-lang
分类:英国个博物馆	Kategorio:Muzeoj de Britio
分类:总统	Kategorio:Prezidantoj
模板:User ru	Ŝablono:Vikipediisto ru
分类:20世紀	Kategorio:20-a jarcento
模板:IPA	Ŝablono:IFA
分类:美洲	Kategorio:Ameriko
模板:Otheruses	Ŝablono:Aliaj signifoj
分类:各国个人	Kategorio:Homoj laŭ nacioj
模板:User language-N	Ŝablono:Babel kadro D
模板:Imbox	Ŝablono:BildaMesaĝokesto
模板:Rellink	Ŝablono:RilataLigilo
模板:Did you know	Ŝablono:ĈefPaĝo/ĈuViSciasKe
模板:MONTHNAME	Ŝablono:Nomo de monato
Wikipedia:GNU自由文档许可证文本	Vikipedio:GNU Free Documentation License
模板:CPV	Ŝablono:CPV
模板:Death date and age	Ŝablono:Mortodato kaj aĝo
模板:MONTHNUMBER	Ŝablono:Nombro de monato
分类:人物小作品	Kategorio:Ĝermoj pri biografio
模板:Top icon	Ŝablono:Titola ikono
模板:Namespace detect	Ŝablono:Determinas nomspacon
分类:作家	Kategorio:Verkistoj
分类:軍事	Kategorio:Armitaj fortoj
分类:大学	Kategorio:Universitatoj
模板:Hidden begin	Ŝablono:Kaŝskatolo komenco
模板:Talkback	Ŝablono:Respondo
模板:MYS	Ŝablono:MYS
模板:TJK	Ŝablono:TJK
模板:Infobox Website	Ŝablono:Informkesto retejo
模板:Image label end	Ŝablono:Marko sur bildo fino
模板:Documentation subpage	Ŝablono:Ŝablona navigado
模板:Ref label	Ŝablono:Markita referenco
模板:GHA	Ŝablono:GHA
模板:GMB	Ŝablono:GAM
模板:Uncategorized	Ŝablono:Mankas kategorio
模板:IDN	Ŝablono:IDN
模板:FRO	Ŝablono:FRO
模板:ZAF	Ŝablono:ZAF
模板:POL	Ŝablono:POL
模板:URY	Ŝablono:URY
模板:CUB	Ŝablono:CUB
模板:CMR	Ŝablono:CMR
模板:BIH	Ŝablono:BIH
模板:FIN	Ŝablono:FIN
模板:Tlx	Ŝablono:Tlx
模板:CAN	Ŝablono:CAN
模板:Cc-by-3.0	Ŝablono:Cc-by-3.0
模板:DNK	Ŝablono:DNK
模板:Empty category	Ŝablono:Neforigenda kategorio
模板:Dead link	Ŝablono:404
分类:跨性别	Kategorio:Transgenruloj
模板:SAU	Ŝablono:SAU
模板:Userpage	Ŝablono:Uzula paĝo
模板:DEU	Ŝablono:DEU
模板:BEN	Ŝablono:BEN
模板:SWE	Ŝablono:SWE
模板:Note label	Ŝablono:Markita noto
模板:User	Ŝablono:Uzanto2
模板:YEM	Ŝablono:YEM
模板:Spoken Wikipedia	Ŝablono:Aŭdioartikolo
模板:User language-4	Ŝablono:Babel kadro 4
分类:越南机场	Kategorio:Flughavenoj de Vietnamio
分类:公司	Kategorio:Firmaoj
模板:Footballbox	Ŝablono:Tabelo futbalo
模板:Renameuser	Ŝablono:Peto pri alinomado/dokumentado
模板:CIA World Factbook link	Ŝablono:Monda faktolibro de CIA
模板:Image label small	Ŝablono:Marko sur bildo malgranda
模板:User language-0	Ŝablono:Babel kadro 0
模板:瑞士城市	Ŝablono:Informkesto komunumo en Svislando
模板:Japanese	Ŝablono:Nihongo
模板:User fr-3	Ŝablono:Vikipediisto fr-3
模板:UEFA	Ŝablono:Eŭropa Futbal-Ĉampionado
模板:美国地图含州名	Ŝablono:Usona mapo
模板:IMDb name	Ŝablono:IMDb nomo
模板:Ar icon	Ŝablono:Ar
模板:ABW	Ŝablono:ABW
分类:突尼斯	Kategorio:Tunizio
模板:Th	Ŝablono:Th
模板:S-title	Ŝablono:S-ttl
模板:JPN	Ŝablono:JPN
模板:Japan	Ŝablono:Administra divido de Japanio
模板:PAN	Ŝablono:PAN
模板:SOM	Ŝablono:SOM
模板:SWZ	Ŝablono:SWZ
模板:PAK	Ŝablono:PAK
模板:User nds-1	Ŝablono:Vikipediisto nds-1
模板:S-before	Ŝablono:S-bef
模板:ISL	Ŝablono:ISL
模板:Oppose	Ŝablono:Kontraŭ
模板:COL	Ŝablono:COL
模板:CCK	Ŝablono:CCK
模板:ERI	Ŝablono:ERI
模板:GAB	Ŝablono:GAB
模板:IRN	Ŝablono:IRN
模板:MLI	Ŝablono:MLI
模板:JOR	Ŝablono:JOR
模板:NPL	Ŝablono:NPL
模板:NAM	Ŝablono:NAM
模板:CAF	Ŝablono:CAF
模板:MKD	Ŝablono:MKD
模板:LKA	Ŝablono:LKA
模板:MWI	Ŝablono:MWI
模板:KAZ	Ŝablono:KAZ
模板:OMN	Ŝablono:OMN
模板:PER	Ŝablono:PER
模板:MOZ	Ŝablono:MOZ
模板:SUR	Ŝablono:SUR
模板:TRI	Ŝablono:TTO
模板:GUY	Ŝablono:GUY
模板:ETH	Ŝablono:ETH
模板:HKG	Ŝablono:HKG
模板:NGA	Ŝablono:NGA
模板:PRK	Ŝablono:PRK
模板:NIC	Ŝablono:NIC
模板:LBR	Ŝablono:LBR
模板:TKM	Ŝablono:TKM
模板:THA	Ŝablono:THA
模板:BFA	Ŝablono:BFA
