Africa	Afriko
Proprietas intellectualis	Intelekta propraĵo
Alma Mater Studiorum	Universitato de Bolonjo
Cultura popularis	Popola kulturo
Cremisa (urbs)	Krems
Sonata	Sonato
Musica pectoralis	Soulo
Althingi	Althing
Ioannes Williams	John Williams (komponisto)
Nara (praefectura)	Gubernio Nara
Immigratio	Enmigrado
Mardin (provincia)	Provinco Mardin
Lupanar	Bordelo
Emesa	Homs
Insula Howland	Insulo Howland
SPQR	SPQR
Antlia calorica	Varmopumpilo
Wakayama (praefectura)	Gubernio Ŭakajama
Iohannes Raimundus Jimenez	Juan Ramón Jiménez
Janet Jackson	Janet Jackson
Eyvind Johnson	Eyvind Johnson
Status sine domo	Senhejmeco
Nemetacum	Arras
Palatium Belli Fontis	Palaco Schönbrunn
Amanda Peet	Amanda Peet
Georgius Eliot	George Eliot
Dialecti Alemannicae	Alemana lingvo
Vicia faba	Fabo
Pandora	Pandora
Oahu	Oahu
Nishapur	Nejŝaburo
Antigone	Antigona (mitologio)
Siga	Gubernio Ŝiga
Pro-wrestling	Vrestlingo
Ironia	Ironio
Alexander Alechin	Aleksandro Aleĥin
Kim Basinger	Kim Basinger
Melitene (provincia)	Provinco Malatya
Alesiae pugna	Batalo de Alesia
Muş (provincia)	Provinco Muş
Linea Commutationis Diei	Internacia datlinio
Diverbium	Dialogo
Cuneus	Kojno
Ambrosia	Ambrozio
Maria I (regina Scotiae)	Maria Stuart
Derbentum	Derbent
Farcimen	Kolbaso
Sampi	Sampio
Noricum	Noricum
Ludus tabularis	Tabulludo
Momonia	Munster (Irlando)
Torta Sacher	Sacher-torto
Iocasta	Jokasta
Sambucus	Sambuko
Epistula II Ioannis	2-a epistolo de Johano
Bibliotheca Congressus Civitatum Foederatarum	Kongresa Biblioteko
Liber Isaiae	Libro de Jesaja
Epistula III Ioannis	3-a epistolo de Johano
Clemens V	Klemento la 5-a
Epistula Iudae	Epistolo de Judaso
Der Spiegel	Der Spiegel
Ordo Fratrum Praedicatorum	Dominikanoj
Camembert	Kamemberto
Hegira	Heĝiro
Carolus Adolphus Gjellerup	Karl Gjellerup
Epistula II ad Timotheum	2-a epistolo al Timoteo
Bristelmestuna	Brajtono
Epistula ad Titum	Epistolo al Tito
Sport Lisboa e Benfica	SL Benfica
Mantra	Mantro
Boomerang	Bumerango
Litterae pueriles	Porinfana literaturo
Henricus Houdini	Harry Houdini
Evangelium secundum Thomam	La evangelio de Tomaso
Claudius Simon	Claude Simon
Catharina Medicaea	Katerino de Mediĉo
Carmen Nibelungorum	La Kanto de la Nibelungoj
Dodecanesus	Dodekanesoj
Scutum	Ŝildo
Vulpes zerda	Feneko
Ichthyosaurus	Iktiosaŭro
IEEE	IEEE
Pactio	Traktato
Multavia	Vultavo
Hecate	Hekato
J-pop	J-pop
Urbanus VIII	Urbano la 8-a
Henricus V (rex Angliae)	Henriko la 5-a (Anglio)
Selene	Seleno (mitologio)
Clemens XIV	Klemento la 14-a
Liber Ieremiae	Libro de Jeremia
Certamen Mundanum Pedilusorium (1938)	Futbala Mondpokalo 1938
San	Sano (litero)
Principium exclusionis Pauli	Principo de ekskludo
Fundus	Bieno
Kırklareli (provincia)	Provinco Kırklareli
Dinard	Dinard
Meranum	Merano
Stadium Olympicum Monacense	Munkena Olimpa Stadiono
Nova civitas Vindobonensis	Wiener Neustadt
Vermis lacus	Starnberger See
Institutum Smithsonianum	Smithsonian Institution
Liber Esdrae	Libro de Ezra
Liber Nehemiae	Libro de Neĥemja
Prophetia Ioel	Libro de Joel
Medalia	Medalo
Frigg	Frigg
Balderus (deus)	Baldr
Dominicus de Villepin	Dominique de Villepin
Petriburgum	Polokwane
Lola Pagnani	Lola Pagnani
Anatolius Karpov	Anatolij Karpov
Chamulcus automatarius	Buldozo
Embryologia	Embriologio
Allosauridae	Alosaŭredoj
Heliosphaera	Heliosfero
Discus volans	Flugdisko
Arthurus Wellesley (dux de Wellington)	Duko de Wellington
Factio libera Austriae	Freiheitliche Partei Österreichs
Solea	Sandalo
Maria Theresia Austriaca (imperatrix)	Maria Tereza de Aŭstrio
Wilhelmus (hymnus nationalis)	Wilhelmus
Sinus Codanus	Kategato
De principe	La Princo
Iohannes Diderik van der Waals	Johannes Diderik van der Waals
Ioanna Baez	Joan Baez
Gulielmus Laurentius Bragg	William Lawrence Bragg
Plutoides	Plutonoido
Officina cervesaria	Bierfarejo
Liber Tobit	Libro de Tobit
Hepatitis	Hepatito
Urbes Croatiae	Listo de urboj de Kroatio
Liquor odoratus	Parfumo
Sinapi	Mustardo
Desperate Housewives	Desperate Housewives
Shogun	Ŝoguno
Festum anni novi Sinici	Ĉina novjara festo
Adulescentia	Adolesko
Corundum	Korundo
Antonymum	Antonimo
Turma Pedilusoria Nationalis Danica	Dana nacia teamo de futbalo
Gluten	Gluo
Orinocum	Orinoko
Maniraptora	Maniraptoroj
Seth	Setho
Sublimatio	Sublimado
Scythae	Skitoj
Oran	Orano
Linguae Italicae	Italika lingvaro
Sergius Rachmaninov	Sergej Rachmaninoff
Agaricomycetidae	Agaricomycetidae
Heterodonta	Heterodonto
Cummis	Gumo
Lynx rufus	Rufa linko
Pius V	Pio la 5-a
Imperium Austriacum	Aŭstra imperio
Georgius II (rex Britanniae)	Georgo la 2-a (Britio)
Sollemnitas Epiphaniae Domini	Epifanio
Xbox	Xbox
Clavis	Ŝlosilo
Gubernator	Guberniestro
Nennius	Nennius
Leo III	Leono la 3-a
Anterus	Antero (papo)
Pontianus	Pontiano
Kali	Kalio (diino)
Icon	Ikono (religio)
Universitas Foederalis de Fodinis Generalibus	Universidade Federal de Minas Gerais
Zeno Eleates	Zenono de Elajo
Clara Wieck Schumann	Clara Schumann
959 Arne	959 Arno
Bad Windsheim	Bad Windsheim
Alvise II Mocenigo	Alvise la 2-a Mocenigo
Phantasma	Fantasto
Shinzō Abe	Abe Shinzo
Avaricum Biturigum	Bourges
Mpumalanga	Mpumalanga
Promontorium Septemtrionale	Norda Kablando
Metallum nigrum	Nigra metalroko
Theorema Ultimum Fermatianum	Lasta teoremo de Fermat
Amartya Sen	Amartya Sen
Certamen mundanum pedilusorium (1950)	Futbala Mondpokalo 1950
Ayn Rand	Ayn Rand
Certamen Mundanum Pedilusorium (1990)	Futbala Mondpokalo 1990
Certamen Mundanum Pedilusorium (1958)	Futbala Mondpokalo 1958
Robertus Oppenheimer	Robert Oppenheimer
Rosarium (oratio)	Rozario
Diana	Diana
Henricus II (rex Franciae)	Henriko la 2-a (Francio)
Franciscus II (rex Franciae)	Francisko la 2-a (Francio)
Curator supremus Consociationis Nationum pro Exsulibus	Alta Komisaro de la Unuiĝintaj Nacioj pri Rifuĝintoj
De iure	De iure
Mycenae	Mikeno
Proelium apud Samaram	Batalo ĉe la Somme
Aepyceros melampus	Impalo
Anacyclismus	Recikligo
Pan (deus)	Pajno
Camillus Iosephus Cela	Camilo José Cela
Taro Aso	Aso Taro
Missa	Meso (diservo)
Naomi Watts	Naomi Watts
Adrenalinum	Adrenalino
Circuitus electricus	Elektra cirkvito
Mersin (provincia)	Provinco Mersin
Bactria	Baktrio
Hieroglyphica Aegyptia	Hieroglifoj
Certamen Mundanum Pedilusorium (1970)	Futbala Mondpokalo 1970
Palum (Aquitania)	Paŭo (Francio)
Modestus Musorgskij	Modest Petroviĉ Musorgskij
Saint-John Perse	Saint-John Perse
Casablanca (pellicula)	Casablanca (filmo)
Gregorius XV	Gregorio la 15-a
Harry Martinson	Harry Martinson
Derek Walcott	Derek Walcott
Nigata (praefectura)	Gubernio Niigata
Innocentius XII	Inocento la 12-a
Paulus V	Paŭlo la 5-a
Leo XI	Leono la 11-a
Franciscus Aemilius Sillanpää	Frans Eemil Sillanpää
Albertus Contador Velasco	Alberto Contador
Arbela	Arbil
Cruciatus	Torturo
Eremitagium (Petropolis)	Ermitejo
Anastasius II (papa)	Anastazio la 2-a
Biarritz	Biarritz
Lucius I	Lucio la 1-a
Marcus (Papa)	Marko (papo)
Albia	Albi (Francio)
Thomas Hardy	Thomas Hardy
Evaporatio	Vaporado
Pinophyta	Pinofitoj
Duala	Dualao
1044 Teutonia	1044 Teŭtonio
Hadrianus IV	Hadriano la 4-a
Saint-Hervé	Saint-Hervé
1045 Michela	1045 Mikaelo
1046 Edwin	1046 Edvino
1047 Geisha	1047 Gejŝo
1048 Feodosia	1048 Feodosio
1049 Gotho	1049 Gotho
105 Artemis	105 Artemiso
1050 Meta	1050 Metao
Finding Nemo	Finding Nemo
1051 Merope	1051 Meropo
1052 Belgica	1052 Belgio
1053 Vigdis	1053 Vigdiso
1054 Forsytia	1054 Forsitio
1055 Tynka	1055 Tinko
1056 Azalea	1056 Azaleo
1057 Wanda	1057 Vando
1058 Grubba	1058 Grubo
1059 Mussorgskia	1059 Musorgskio
106 Dione	106 Diono
1060 Magnolia	1060 Magnolio
1061 Paeonia	1061 Peonio
1062 Ljuba	1062 Ljubo
1063 Aquilegia	1063 Akvilegio
1064 Aethusa	1064 Etuzo
Venceslaus Molotov	Vjaĉeslav Molotov
1065 Amundsenia	1065 Amundsenio
1066 Lobelia	1066 Lobelio
1067 Lunaria	1067 Lunario
1068 Nofretete	1068 Nofreteto
Anabathrum	Lifto
1069 Planckia	1069 Plankio
1070 Tunica	1070 Tuniko
1071 Brita	1071 Brito
1072 Malva	1072 Malvo
Camelus bactrianus	Baktria kamelo
1073 Gellivara	1073 Gelivaro
1074 Beljawskya	1074 Beljavskio
1075 Helina	1075 Helino
1076 Viola	1076 Violo
1077 Campanula	1077 Kampanulo
1078 Mentha	1078 Mento
1079 Mimosa	1079 Mimozo
108 Hecuba	108 Hekubo
Africa Subsahariana	Afriko sude de Saharo
Vladimirus Majakovskij	Vladimir Majakovskij
Siota Rustaveli	Ŝota Rustaveli
Alamanni	Alemanoj
Dies Expiationis	Jom Kippur
Florianopolis	Florianópolis
Paulus III	Paŭlo la 3-a
Diaspora	Diasporo
Elephas maximus	Azia elefanto
Chlamydomonas	Chlamydomonas
Insigne Germaniae	Blazono de Germanio
Columna (urbs)	Kolomna
Ricardus III (rex Angliae)	Rikardo la 3-a (Anglio)
Hungari	Hungaroj
Lithographia	Litografio
Albertus Fujimori	Alberto Fujimori
Samuel Iosephus Agnon	Samuel Josef Agnon
Urbanus V	Urbano la 5-a
Verchoturia	Verĥoturje
Transitus	Montpasejo
Gregorius VII	Gregorio la 7-a
Opus tessellatum	Mozaiko
Burgus Bressiae	Bourg-en-Bresse
Edimburgum (Nova Zelandia)	Dunedin
Hernia	Hernio
Chrysotopia	Ĥaŭtengo
Podagra	Podagro
Innocentius XIII	Inocento la 13-a
Clemens XII	Klemento la 12-a
Lucia Lawless	Lucy Lawless
Hamilton (Ontario)	Hamiltono (Ontario)
Edessa	Şanlıurfa
Clemens XIII	Klemento la 13-a
Patrae	Patraso
Commune Parisiorum anni 1871	Pariza Komunumo (1871)
Historia Indica	Historio de Barato
Ethinum	Etino
Lokius	Loki
ISO 3166-2	ISO 3166-2
Colonia	Kolonio
Superstitio	Superstiĉo
Kamikaze	Kamikazo
Fratres musulmani	Islama Frataro
Tumor	Tumoro
Aleatorium	Kazino
Sonar	Sonaro
Clinton Davisson	Clinton Joseph Davisson
Mitosis	Mitozo
Gabriel Lippmann	Gabriel Lippmann
Apocynum	Apocino
Icterus	Iktero
Sequentia (mathematica)	Vico
Bulgari	Bulgaroj
Leo Landau	Lev Landau
Cremlinus (Moscua)	Moskva Kremlo
Dorsum	Dorso
Syzygium	Sizigio
Mahometus al-Barada'i	Mohamed ElBaradei
Limericum	Limerick
Oncorhynchus	Oncorhynchus
Continuum spatio-temporale	Spactempo
Concilium Nicaenum Primum	Unua koncilio de Niceo
Solon	Solono
Hathor	Hatoro
Sixtus V	Siksto la 5-a
Satanismus	Satanismo
Carolus VII (rex Francorum)	Karlo la 7-a (Francio)
Ioannes Petrus Balkenende	Jan Peter Balkenende
Bee Gees	Bee Gees
Urbs-civitas	Urboŝtato
Definitio alta	Altdifina televido
Seppuku	Seppuku
Rabbinus	Rabeno
Epistula	Letero
Elias (propheta)	Elija
Stadium Nationale Pecinense	Nacia stadiono de Pekino
Vorcuta	Vorkuta
Conventus Genavenses	Konvencioj de Ĝenevo
Navis aeria	Aerŝipo
Carolingorum stirps	Karolidoj
Thor Heyerdahl	Thor Heyerdahl
Volubilitas (quantica)	Spino (fiziko)
Howard Carter	Howard Carter
Martinus Turonensis	Marteno de Tours
Aevum Carboniferum	Karbonio
Gulielmus Henricus Bragg	William Henry Bragg
Cavum dentis	Kario
Pestis	Pesto
Globus (tabula)	Globuso
Iciodurum	Issoire
Gulielmus Apollinaire	Guillaume Apollinaire
Distributio normalis	Normala distribuo
Oita (praefectura)	Gubernio Oita
Suricata suricatta	Surikato
Ioannes Baptista Perrin	Jean Baptiste Perrin
Organisation internationale de la francophonie	Internacia Organizaĵo de la Franclingvio
Pugna apud Slaucoviam	Batalo ĉe Slavkov
Namurcum	Namuro (urbo)
Cnuto (rex Anglorum)	Knuto la Granda
Amazones	Amazonoj
Iosephus Sancti Martini	José de San Martín
Anscharius Niemeyer	Oscar Niemeyer
Solanaceae	Solanacoj
Cultura Minoa	Minoa civilizo
Truman Capote	Truman Capote
Macissus (provincia)	Provinco Kırşehir
Plotinus	Plotino
Butanum	Butano (kemio)
Opus tectorium	Fresko
Certamen Mundanum Pedilusorium (1966)	Futbala Mondpokalo 1966
Peniculus dentarius	Dentobroso
Ludovicus VII (rex Francorum)	Ludoviko la 7-a (Francio)
Tennessee Williams	Tennessee Williams
Caulis	Tigo
Helius	Helios
Tarsus (urbs)	Tarsus
Carolus IX (rex Franciae)	Karlo la 9-a (Francio)
Barbarus	Barbaroj
Urbanus VII	Urbano la 7-a
Engolisma	Angoulême
Tisia	Tiso
Saturnus (deus)	Saturno (dio)
Mâlain	Mâlain
Snow White and the Seven Dwarfs	Snow White and the Seven Dwarfs
Topographia	Topografio
Ergasterium atomicum	Nuklea centralo
Carolus VIII (rex Franciae)	Karlo la 8-a (Francio)
Mishima Yukio	Jukio Miŝima
Flavius Iosephus	Jozefo Flavio
Turma Pedilusoria Nationalis Croatica	Kroata nacia teamo de futbalo
Lacus Balchasch	Balkaŝo
Iaurinum	Győr
Saint-Jean-de-Bœuf	Saint-Jean-de-Bœuf
Sainte-Marie-sur-Ouche	Sainte-Marie-sur-Ouche
Savigny-sous-Mâlain	Savigny-sous-Mâlain
Sombernon	Sombernon
Suesia	Suezo
The Black Eyed Peas	The Black Eyed Peas
Translitteratio	Transliterumo
Singularis (musica)	Unuopaĵo
Cingulum	Zono (vestaĵo)
Antlia (mechanica)	Pumpilo
Talcum	Talko
Nicolaus V	Nikolao la 5-a
Cynara scolymus	Artiŝoko
Granivicus	Jyväskylä
Ericus Axel Karlfeldt	Erik Axel Karlfeldt
Vincentius Aleixandre	Vicente Aleixandre
Bonifacius VIII	Bonifaco la 8-a
Diphtheria	Difterio
Hymnus Brasiliensis	Brazila Nacia Himno
Georgius Boole	George Boole
Stephanus I	Stefano la 1-a (papo)
Exonia	Exeter
Baiona	Bajono
Archosauromorpha	Arkosaŭromorfoj
Anastasius I (papa)	Anastazio la 1-a
Felix I	Felikso la 1-a
Innocentius I	Inocento la 1-a
Mantinum	Bastia
Siculum fretum	Mesina Markolo
Nobilitas	Nobelo
Camillus Pissarro	Camille Pissarro
Bombyx	Silkraŭpo
Sancti Laurentii fluvius	Sankt-Laŭrenco (rivero)
Daedalus	Dedalo
Forrest Gump	Forrest Gump (filmo)
Haruki Murakami	Murakami Haruki
Vaccinum	Vakcino
Praefixum	Prefikso
Vicipaedia:Porta eruditionis/Scriptorium/Acidum carboxylicum	Karboksilata acido
Xaverius Bardem	Javier Bardem
Provincia Limpopi	Provinco Limpopo
Turma pedilusoria nationalis Uruguaiana	Urugvaja nacia teamo de futbalo
Turma Pediludica Nationalis Graeca	Greka nacia teamo de futbalo
Pindarus	Pindaro
Gulielmus Somerset Maugham	William Somerset Maugham
Bellum hibernum	Vintra milito
Duodenum	Duodeno
Tarasius Ševčenko	Taras Ŝevĉenko
Sarcophilus harrisii	Tasmana diablo
Lucas Podolski	Lukas Podolski
David Lloyd George	David Lloyd George
Topazium	Topazo
Iusiurandum Hippocraticum	Hipokrata ĵuro
Expiscatio	Rettrompado
Scelus bellicum	Militkrimo
Camelidae	Kameledoj
Nubia	Nubio
Nausicaa	Naŭsikaa
Issy-les-Moulineaux	Issy-les-Moulineaux
Lingua Bihari	Bihara lingvo
Thomas de Iriarte	Tomás de Iriarte
Ferdinandus de Wrangel	Ferdinand von Wrangel
Dorohobusum	Dorogobuĵ
Leo Gumilëv	Lev Gumiljov
Laurentius Desideratus Kabila	Laurent Kabila
Gualtherius Rathenau	Walther Rathenau
Index communium praefecturae Vallis Esiae	Komunumoj de Val-d'Oise
Index communium praefecturae Oltis	Komunumoj de Lot
Ienisea (urbs)	Jenisejsk
1080 Orchis	1080 Orkideo
1081 Reseda	1081 Rezedo
1083 Salvia	1083 Salvio
1084 Tamariwa	1084 Tamarivo
1085 Amaryllis	1085 Amarilido
1086 Nata	1086 Natao
1087 Arabis	1087 Arabido
1088 Mitaka	1088 Mitako
1089 Tama	1089 Tama
1090 Sumida	1090 Sumido
109 Felicitas	109 Felicito
1091 Spiraea	1091 Spireo
1092 Lilium	1092 Liliumo
1093 Freda	1093 Fredo
1094 Siberia	1094 Siberio
1095 Tulipa	1095 Tulipo
1096 Reunerta	1096 Reŭnerto
1097 Vicia	1097 Vicio
1098 Hakone	1098 Hakono
1099 Figneria	1099 Fignerio
110 Lydia	110 Lidio
1100 Arnica	1100 Arniko
1101 Clematis	1101 Klematido
1102 Pepita	1102 Pepito
1103 Sequoia	1103 Sekvojo
1104 Syringa	1104 Siringo
1105 Fragaria	1105 Fragario
1107 Lictoria	1107 Liktorio
1108 Demeter	1108 Demetro
1109 Tata	1109 Tato
111 Ate	111 Ateo
1110 Jaroslawa	1110 Jaroslavo
1111 Reinmuthia	1111 Rejnmutio
1112 Polonia	1112 Polonio
1113 Katja	1113 Katjo
1114 Lorraine	1114 Loreno
1115 Sabauda	1115 Sabaŭdo
1116 Catriona	1116 Katriono
1117 Reginita	1117 Reginito
1118 Hanskya	1118 Hanskio
1119 Euboea	1119 Eŭbeo
1120 Cannonia	1120 Kanonio
112 Iphigenia	112 Ifigenio
1121 Natascha	1121 Nataŝo
1122 Neith	1122 Nejto
1123 Shapleya	1123 Ŝaplejo
1124 Stroobantia	1124 Strobantio
1125 China	1125 Ĉinio
1126 Otero	1126 Otero
1127 Mimi	1127 Mimio
1128 Astrid	1128 Astrido
1129 Neujmina	1129 Neujmino
113 Amalthea	113 Amalteo
1130 Skuld	1130 Skuldo
1131 Porzia	1131 Porzio
1133 Lugduna	1133 Lugduno
1132 Hollandia	1132 Holandio
1134 Kepler	1134 Keplero
1135 Colchis	1135 Kolkiso
1136 Mercedes	1136 Mercedeso
1137 Raïssa	1137 Raiso
1138 Attica	1138 Atiko
1139 Atami	1139 Atamo
1140 Crimea	1140 Krimeo
114 Kassandra	114 Kasandro
1141 Bohmia	1141 Bomio
1142 Aetolia	1142 Etolio
1144 Oda	1144 Odao
1143 Odysseus	1143 Odiseo
1145 Robelmonte	1145 Robelmonto
1146 Biarmia	1146 Biarmio
1147 Stavropolis	1147 Stavropolo
1148 Rarahu	1148 Rarahuo
1149 Volga	1149 Volgo
1150 Achaia	1150 Aĥeo
115 Thyra	115 Tiro
1151 Ithaka	1151 Itako
1153 Wallenbergia	1153 Valenbergio
1154 Astronomia	1154 Astronomio
1156 Kira	1156 Kira
1157 Arabia	1157 Arabio
1158 Luda	1158 Ludao
116 Sirona	116 Sirono
1160 Illyria	1160 Ilirio
1162 Larissa	1162 Lariso
1161 Thessalia	1161 Tesalio
1163 Saga	1163 Sagao
1164 Kobolda	1164 Koboldo
1165 Imprinetta	1165 Imprineto
1166 Sakuntala	1166 Sakuntalo
1167 Dubiago	1167 Dubiago
1168 Brandia	1168 Brandio
1169 Alwine	1169 Alvino
117 Lomia	117 Lomio
1170 Siva	1170 Sivao
1171 Rusthawelia	1171 Rustavelio
1172 Äneas	1172 Eneo
1173 Anchises	1173 Anĥizo
1174 Marmara	1174 Marmaro
1175 Margo	1175 Margo
1176 Lucidor	1176 Lucidor
1177 Gonnessia	1177 Gonesio
1178 Irmela	1178 Irmelo
1179 Mally	1179 Malio
118 Peitho	118 Pejto
1180 Rita	1180 Rito
1181 Lilith	1181 Lilito
1182 Ilona	1182 Ilono
1183 Jutta	1183 Juto
1184 Gaea	1184 Geo
1185 Nikko	1185 Nikoo
1186 Turnera	1186 Turnero
1187 Afra	1187 Afro
1188 Gothlandia	1188 Gotlandio
1189 Terentia	1189 Terentio
1190 Pelagia	1190 Pelagio
119 Althaea	119 Alteo
1191 Alfaterna	1191 Alfaterno
1192 Prisma	1192 Prismo
Castellum Aboense	Kastelo de Turku
1193 Africa	1193 Afriko
1194 Aletta	1194 Aleto
1195 Orangia	1195 Oranĝio
1196 Sheba	1196 Ŝebo
1198 Atlantis	1198 Atlantido
1197 Rhodesia	1197 Rodezio
1199 Geldonia	1199 Geldonio
12 Victoria	12 Viktorio
120 Lachesis	120 Lakeso
1200 Imperatrix	1200 Imperatrikso
1201 Strenua	1201 Strenuo
1202 Marina	1202 Marino
1203 Nanna	1203 Nanao
1204 Renzia	1204 Renzio
1205 Ebella	1205 Ebelo
1206 Numerowia	1206 Numerovio
1207 Ostenia	1207 Ostenio
1208 Troilus	1208 Troilo
1209 Pumma	1209 Pumao
1210 Morosovia	1210 Morosovio
121 Hermione	121 Hermiono
1211 Bressole	1211 Bresolo
1212 Francette	1212 Franceto
Nathanael @@@u0026Rex@@@u0026 Cole	Nat King Cole
1213 Algeria	1213 Alĝerio
1214 Richilde	1214 Rikildo
1215 Boyer	1215 Boyer
1216 Askania	1216 Askanio
1217 Maximiliana	1217 Maksimiliano
Puritanus	Puritanismo
1218 Aster	1218 Astero
1219 Britta	1219 Britao
122 Gerda	122 Gerdo
1220 Crocus	1220 Krokuso
1222 Tina	1222 Tino
1221 Amor	1221 Amoro
1223 Neckar	1223 Nekaro
1224 Fantasia	1224 Fantasio
1225 Ariane	1225 Ariano
1226 Golia	1226 Golio
1227 Geranium	1227 Geranio
1228 Scabiosa	1228 Skabiozo
1229 Tilia	1229 Tilio
123 Brunhild	123 Brunhildo
1230 Riceia	1230 Ricejo
1231 Auricula	1231 Aŭrikulo
1232 Cortusa	1232 Kortuzo
1233 Kobresia	1233 Kobrezio
1234 Elyna	1234 Elino
1235 Schorria	1235 Ŝorio
1236 Thaïs	1236 Taiso
1237 Geneviève	1237 Ĝenevievo
1238 Predappia	1238 Predapio
1239 Queteleta	1239 Keteleto
124 Alkeste	124 Alkesto
1240 Centenaria	1240 Centenario
1241 Dysona	1241 Dysona
1243 Pamela	1243 Pamelo
1244 Deira	1244 Deiro
1245 Calvinia	1245 Kalvinio
1246 Chaka	1246 Ŝako
1247 Memoria	1247 Memorio
1248 Jugurtha	1248 Jugurto
1249 Rutherfordia	1249 Ruterfordio
125 Liberatrix	125 Liberatrikso
1250 Galanthus	1250 Galanto
1251 Hedera	1251 Hedero
1252 Celestia	1252 Celestio
1253 Frisia	1253 Frisio
1254 Erfordia	1254 Erfordia
1255 Schilowa	1255 Schilowa
1256 Normannia	1256 Normannia
1257 Móra	1257 Móra
1258 Sicilia	1258 Sicilio
1259 Ógyalla	1259 Ógyalla
126 Velleda	126 Veledo
1260 Walhalla	1260 Valhalo
1261 Legia	1261 Legia
3360 Syrinx	3360 Sirinkso
1262 Sniadeckia	1262 Sniadeckia
1263 Varsavia	1263 Varsovio
1264 Letaba	1264 Letaba
1265 Schweikarda	1265 Schweikarda
1266 Tone	1266 Tone
1267 Geertruida	1267 Geertruida
1268 Libya	1268 Libio
1269 Rollandia	1269 Rollandia
127 Johanna	127 Johano
1270 Datura	1270 Daturo
1271 Isergina	1271 Isergina
1272 Gefion	1272 Gefiono
1273 Helma	1273 Helma
1274 Delportia	1274 Delportia
1275 Cimbria	1275 Cimbria
1276 Ucclia	1276 Ucclia
1277 Dolores	1277 Dolores
1278 Kenya	1278 Kenjo
1279 Uganda	1279 Ugando
128 Nemesis	128 Nemezo
1280 Baillauda	1280 Baillauda
1281 Jeanne	1281 Jeanne
1282 Utopia	1282 Utopio
1283 Komsomolia	1283 Komsomolia
Albania (discretiva)	Albany
1284 Latvia	1284 Latvio
1285 Julietta	1285 Julietta
Birgland	Birgland
1286 Banachiewicza	1286 Banachiewicza
1287 Lorcia	1287 Lorcia
1288 Santa	1288 Santa
1289 Kutaïssi	1289 Kutaiso
1290 Albertine	1290 Albertine
129 Antigone	129 Antigono
1291 Phryne	1291 Phryne
1292 Luce	1292 Luce
1293 Sonja	1293 Sonja
1294 Antwerpia	1294 Antwerpia
1295 Deflotte	1295 Deflotte
1296 Andrée	1296 Andrée
1297 Quadea	1297 Quadea
1298 Nocturna	1298 Nocturna
1299 Mertona	1299 Mertona
130 Elektra	130 Elektro
1300 Marcelle	1300 Marcelle
1301 Yvonne	1301 Yvonne
1302 Werra	1302 Werra
1303 Luthera	1303 Luthera
1304 Arosa	1304 Arosa
1305 Pongola	1305 Pongola
Iacobus V (rex Scotiae)	Jakobo la 5-a (Skotlando)
1306 Scythia	1306 Skitio
1307 Cimmeria	1307 Cimerio
1308 Halleria	1308 Halleria
1309 Hyperborea	1309 Hiperboreio
131 Vala	131 Valo
1310 Villigera	1310 Villigera
1311 Knopfia	1311 Knopfia
1312 Vassar	1312 Vassar
Iacobus IV (rex Scotiae)	Jakobo la 4-a (Skotlando)
1313 Berna	1313 Berno
1314 Paula	1314 Paula
1315 Bronislawa	1315 Bronislawa
1316 Kasan	1316 Kazano
Sugerius	Suger de Sankta Denizo
1317 Silvretta	1317 Silvretta
1318 Nerina	1318 Nerina
1319 Disa	1319 Disa
132 Aethra	132 Etro
1320 Impala	1320 Impalo
1321 Majuba	1321 Majuba
1322 Coppernicus	1322 Koperniko
1323 Tugela	1323 Tugela
1324 Knysna	1324 Knysna
1325 Inanda	1325 Inanda
Pak Gyunhye	Park Geun-hye
1326 Losaka	1326 Lusako
1327 Namaqua	1327 Namaqua
1328 Devota	1328 Devota
1329 Eliane	1329 Eliane
133 Cyrene	133 Cireno
1330 Spiridonia	1330 Spiridonia
1331 Solvejg	1331 Solvejg
1332 Marconia	1332 Marconia
1333 Cevenola	1333 Cevenola
1334 Lundmarka	1334 Lundmarka
1335 Demoulina	1335 Demoulina
1336 Zeelandia	1336 Zeelandia
1337 Gerarda	1337 Gerarda
1338 Duponta	1338 Duponta
1339 Désagneauxa	1339 Désagneauxa
134 Sophrosyne	134 Sofrozino
1340 Yvette	1340 Yvette
1341 Edmée	1341 Edmée
1342 Brabantia	1342 Brabantia
1343 Nicole	1343 Nicole
1344 Caubeta	1344 Caubeta
1345 Potomac	1345 Potomako
1346 Gotha	1346 Gotha
1347 Patria	1347 Patrujo
1348 Michel	1348 Michel
1349 Bechuana	1349 Bechuana
135 Hertha	135 Herto
1350 Rosselia	1350 Rosselia
Philadelphia (Lydia)	Alaşehir
1351 Uzbekistania	1351 Uzbekio
1352 Wawel	1352 Vavelo
1353 Maartje	1353 Maartje
1354 Botha	1354 Botha
1355 Magoeba	1355 Magoeba
1356 Nyanza	1356 Nyanza
1357 Khama	1357 Khama
1358 Gaika	1358 Gaika
1359 Prieska	1359 Prieska
1360 Tarka	1360 Tarka
1361 Leuschneria	1361 Leuschneria
1362 Griqua	1362 Grikvo
Franciscus Walsingham	Francis Walsingham
1363 Herberta	1363 Herberta
1364 Safara	1364 Safara
1365 Henyey	1365 Henyey
1366 Piccolo	1366 Piccolo
1367 Nongoma	1367 Nongoma
1368 Numidia	1368 Numidio
