非洲	Afriko
1500年代	1500-aj jaroj
前206年	-206
前203年	-203
存在論	Ontologio
行列	Matrico
博弈論	Ludoteorio
著嚇	Timo
1820年代	1820-aj jaroj
前209年	-209
1770年代	1770-aj jaroj
點	Punkto (matematiko)
前112年	-112
餲屑	Rubo
湖南	Hunano
水族館	Akvario
青海	Ĉinghajo
箭	Sago
1680年代	1680-aj jaroj
1610年代	1610-aj jaroj
人文主義	Humanismo
1510年代	1510-aj jaroj
金一葉	Kim Il-yeop
弓	Arko (armilo)
打字機	Tajpilo
前176年	-176
話筒	Mikrofono
哥特式	Gotika arto
湖北	Hubejo
山西	Ŝanŝio
令子	Ŝarado
歐	Omo
貴州	Gŭiĝoŭo
紙票子	Monbileto
河	Rivereto
雷達	Radaro
燈泡	Ampolo
後現代主義	Postmodernismo
撲克	Ludkarto
339年	339
340年	340
宮城縣	Gubernio Mijagi
354年	354
356年	356
358年	358
361年	361
363年	363
364年	364
陝西	Ŝenŝjio
368年	368
369年	369
370年	370
371年	371
376年	376
377年	377
378年	378
1780年代	1780-aj jaroj
383年	383
384年	384
388年	388
389年	389
390年	390
391年	391
392年	392
1730年代	1730-aj jaroj
393年	393
394年	394
395年	395
396年	396
397年	397
398年	398
399年	399
1540年代	1540-aj jaroj
性別	Socia sekso
岩手县	Gubernio Iŭate
1750年代	1750-aj jaroj
1580年代	1580-aj jaroj
1590年代	1590-aj jaroj
太空船	Kosmopramo
質數	Primo
短篇小說	Novelo
279年	279
440年	440
517年	517
572年	572
2026年	2026
2025年	2025
2024年	2024
2023年	2023
2022年	2022
2021年	2021
2041年	2041
2042年	2042
2043年	2043
2044年	2044
2045年	2045
2046年	2046
2047年	2047
2048年	2048
2049年	2049
2050年	2050
2051年	2051
2052年	2052
2053年	2053
2054年	2054
2055年	2055
2056年	2056
2057年	2057
2058年	2058
2059年	2059
美術史	Historio de arto
變量	Variablo
巴黎地鐵	Metroo de Parizo
模板:Taxobox	Ŝablono:Taksonomio
蝦蟆	Anuro
江西	Ĝjangŝio
叭嘶哣消毒法	Pasteŭrizado
污染	Poluo
1150年代	1150-aj jaroj
1030年代	1030-aj jaroj
1050年代	1050-aj jaroj
炮	Artilerio
分數	Frakcio (matematiko)
青森縣	Gubernio Aomori
福岛县	Gubernio Fukuŝima
1370年代	1370-aj jaroj
組合數學	Kombinatoriko
庫勞爹·唽呋	Claudia Schiffer
三越前站	Stacio Micukoŝimae
九段下站	Stacio Kudanshita
蠟燭	Kandelo
1230年代	1230-aj jaroj
心電圖	Elektrokardiografio
930年代	930-aj jaroj
1390年代	1390-aj jaroj
著氣	Kolero
1130年代	1130-aj jaroj
1360年代	1360-aj jaroj
1270年代	1270-aj jaroj
25	25 (nombro)
24	24 (nombro)
60	60 (nombro)
十四行詩	Soneto
紫禁城	Malpermesita Urbo
帝拿密	Dinamito
960年代	960-aj jaroj
990年代	990-aj jaroj
890年代	890-aj jaroj
1190年代	1190-aj jaroj
本鄉三丁目站	Stacio Hongō-sanchōme
1180年代	1180-aj jaroj
日晷	Sunhorloĝo
集成電路	Integra cirkvito
悲劇	Tragedio
虛無主義	Neniismo
大人	Plenkreskeco
般加黑	Henri Poincaré
950年代	950-aj jaroj
1020年代	1020-aj jaroj
1060年代	1060-aj jaroj
丕平三世	Pipino la pli juna
1210年代	1210-aj jaroj
1350年代	1350-aj jaroj
1310年代	1310-aj jaroj
1260年代	1260-aj jaroj
1220年代	1220-aj jaroj
1010年代	1010-aj jaroj
970年代	970-aj jaroj
1420年代	1420-aj jaroj
秋田县	Gubernio Akita
瓢羹	Kulero
吉茨	John Keats
920年代	920-aj jaroj
1170年代	1170-aj jaroj
980年代	980-aj jaroj
1080年代	1080-aj jaroj
1000年代	1000-aj jaroj
1300年代	1300-aj jaroj
1330年代	1330-aj jaroj
E (數學常數)	E (matematiko)
線性代數	Lineara algebro
的士	Taksio
地門	Mentono
1090年代	1090-aj jaroj
1380年代	1380-aj jaroj
1240年代	1240-aj jaroj
1290年代	1290-aj jaroj
中國嗰歷史	Historio de Ĉinio
數字	Cifero
1450年代	1450-aj jaroj
1110年代	1110-aj jaroj
1160年代	1160-aj jaroj
940年代	940-aj jaroj
1250年代	1250-aj jaroj
26	26 (nombro)
870年代	870-aj jaroj
雷	Tondro
固奴·那那庫·答夫	Guru Nanak
1340年代	1340-aj jaroj
880年代	880-aj jaroj
860年代	860-aj jaroj
1320年代	1320-aj jaroj
1070年代	1070-aj jaroj
1200年代	1200-aj jaroj
1280年代	1280-aj jaroj
經驗主義	Empiriismo
1140年代	1140-aj jaroj
1440年代	1440-aj jaroj
蜇蟆蚣子	Lokusto
模板:Cite book	Ŝablono:Citaĵo el libro
素描	Desegnaĵo
記錄片	Dokumenta filmo
雪利	Percy Bysshe Shelley
工程學	Mekanika inĝenierarto
姓氏箋釋	Familia nomo
屙尿	Urinado
櫥	Ŝranko
康特拉科斯塔縣 (加利福尼亞州)	Kantono Contra Costa
索諾馬縣 (加利福尼亞州)	Kantono Sonoma
索拉諾縣 (加利福尼亞州)	Kantono Solano
馬林縣 (加利福尼亞州)	Kantono Marin
納帕縣 (加利福尼亞州)	Kantono Napa
聖地牙哥縣 (加利福尼亞州)	Kantono San-Diego
子句	Propozicio
世界自然基金會	WWF
大峽谷	Granda Kanjono
鄰舍	Kvartalo
來福槍	Fusilo
寒螼子	Tervermo
山形县	Gubernio Jamagata
太極旗	Flago de Sud-Koreio
卑武利·希爾茲	Beverly Hills
焰火	Artfajraĵo
地熱能源	Geoterma energio
商	Dinastio Shang
麥北斯	Makbeto
日本嗰歷史	Historio de Japanio
借落子	Cikadedoj
麻醉	Anestezo
流行文化	Popola kulturo
Vim	Vim (programo)
棋	Tabulludo
咭嚌	Kiĉo
後生	Adolesko
橡膠	Gumo
電梯	Lifto
腳	Kruro
印度嗰歷史	Historio de Barato
聲納	Sonaro
黃曆	Ĉina kalendaro
平方根	Kvadrata radiko
畫像	Portreto
貴族	Nobelo
臺南市	Tajnan
自由詩	Libera verso
卡拉·布魯尼	Carla Bruni
印刷機	Presmaŝino
潘玉良	Pan Yuliang
微積分	Kalkulo
績紹·本詹	Gisele Bündchen
斯瓦迪士核心詞列表	Listo Swadesh
呼應	Anaforo (lingvoscienco)
佐俧俄·阿瑪尼	Giorgio Armani
基因工程	Gentekniko
柯里斯殿·帝俄	Christian Dior
捺扣	Butono
核磁共振成相	Magneta resonanca bildigo
翼𦑃	Flugilo
戲面殼子	Masko
學士	Bakalaŭro
華爾街日報	The Wall Street Journal
100年代	100-aj jaroj
三稜鏡	Prismo (optiko)
混沌理論	Teorio de kaoso
蝦蟆仁子	Ranido
著火	Incendio
1100年代	1100-aj jaroj
水力	Akvoenergio
級數	Serio (matematiko)
中國抗日戰爭	Dua japana-ĉina milito
110年代	110-aj jaroj
龍樹	Nagarĝunao
李承晩	Ji Sung-man
南昌	Nanĉano
矇矇躲躲	Kaŝludo
池袋站	Stacio Ikebukuro
阿披實	Abhisit Vejjajiva
厘米	Centimetro
極限	Limeso
腡	Fingrospuro
插圖	Ilustraĵo
甲午戰爭	Unua japana-ĉina milito
韻	Rimo
俄打	Odo
亞歷山德拉·柯倫泰	Aleksandra Miĥailovna Kolontaj
新宿區	Kvartalo Ŝinĝuku
塑像	Statuo
牙骹	Makzelo
新石器革命	Neolitika revolucio
曼婁主義	Doktrino de Monroe
𩭽頭	Kalveco
高雄市	Kaoŝiung
艾列則·本曳乎打	Eliezer Ben-Jehuda
普理鐸廉尼	Pretoriana gvardio
巴剌	Balado
簡·愛	Jane Eyre
碩士	Magistro
黸	Rusto
娛樂	Amuzo
三國	Tri reĝlandoj
張勉	Chang Myon
數學常數	Matematika konstanto
膏子	Kaĉo (manĝaĵo)
褯片	Vindotuko
德拿留斯	Denaro
天皇	Listo de imperiestroj de Japanio
1400年代	1400-aj jaroj
壽歲	Vivdaŭro
1410年代	1410-aj jaroj
1430年代	1430-aj jaroj
艾米里俄·阿圭那多	Emilio Aguinaldo
1460年代	1460-aj jaroj
引喻	Sinekdoĥo
港區 (東京都)	Kvartalo Minato-ku (Tokio)
1470年代	1470-aj jaroj
1480年代	1480-aj jaroj
1490年代	1490-aj jaroj
類韻	Asonanco
噸	Tuno
南京大屠殺	Masakro de Nankingo
尹致昊	Yun Chi-ho
豆漿	Sojlakto
1520年代	1520-aj jaroj
我有一隻夢	Revon havas mi
手㡤	Naztuko
1530年代	1530-aj jaroj
1550年代	1550-aj jaroj
1560年代	1560-aj jaroj
澀谷區	Kvartalo Ŝibuja
1570年代	1570-aj jaroj
1620年代	1620-aj jaroj
1630年代	1630-aj jaroj
1640年代	1640-aj jaroj
1650年代	1650-aj jaroj
顯微鏡	Mikroskopo
1660年代	1660-aj jaroj
1670年代	1670-aj jaroj
肋𩩍骨	Ripo
1690年代	1690-aj jaroj
中秋餅	Lunkuko
1710年代	1710-aj jaroj
1720年代	1720-aj jaroj
娜娥媚·監孛	Naomi Campbell
塔	Pagodo
1760年代	1760-aj jaroj
壯學	Ĝŭangoscienco
明喻	Komparo
土狗	Talpogrilo
1790年代	1790-aj jaroj
中醫	Ĉina tradicia medicino
世界嗰歷史	Historio de la mondo
珠江	Perlorivero
咆哮山莊	Wuthering Heights
灶	Stovo
叫銛子	Fajfilo
奧林達 (加利福尼亞州)	Orinda (Kalifornio)
弱強格	Jambo
鄱陽湖	Lago Pojang
正旋舞歌	Strofo
形	Formo (filozofio)
色斯特州斯	Sesterco
作爆	Naŭzo
鑊	Kurba pato
強弱格	Trokeo
焦尼·阿利得	Johnny Hallyday
楷棏·茉蕬	Kate Moss
強弱弱格	Daktilo (poetiko)
中央區 (東京都)	Kvartalo Ĉuo (Tokio)
文京區	Kvartalo Bunkjo
足立區	Kvartalo Adaĉi
千代田區	Kvartalo Ĉijoda
江戶川區	Kvartalo Edogaŭa
金奎植	Kim Kyu-sik
Dolce & Gabbana	Dolce & Gabbana
江東區 (東京都)	Kvartalo Koto
金九	Kim Koo
Chanel	Chanel
嘉羅希·拿華頁	Galeries Lafayette
清水寺	Kijomizu-dera (Kioto)
羅漢 (佛教)	Arahanto
醬油	Sojsaŭco
繞口令	Langrompilo
所利都斯	Solido (monero)
世田谷區	Kvartalo Setagaja
荒川區	Kvartalo Arakaŭa
葛飾區	Kvartalo Kacuŝika
板橋區 (日本)	Kvartalo Itabaŝi
台東區	Kvartalo Taito
共產黨	Komunista partio
中野區	Kvartalo Nakano
北區 (東京都)	Kvartalo Kita-ku (Tokio)
墨田區	Kvartalo Sumida
豐島區	Kvartalo Toŝima
牛	Bovo (genro)
90	90 (nombro)
58	58 (nombro)
索馬里内戰	Somalia enlanda milito
72	72 (nombro)
臺中市	Tajĉung
鵝	Bredansero
衫袖	Maniko
法隆寺	Horju-ĝi
70年代	70-aj jaroj
電池	Pilo
2010年冰島火山嗰噴發	Erupcioj de Eyjafjallajökull en 2010
80年代	80-aj jaroj
外苑前站	Stacio Gaiemmae
啑呢	Ĉatnio
900年代	900-aj jaroj
90年代	90-aj jaroj
910年代	910-aj jaroj
溜池山王站	Stacio Tameike-Sannō
92	92 (nombro)
84	84 (nombro)
96	96 (nombro)
43	43 (nombro)
東京站	Stacio Tokio
拉斐特 (加利福尼亞州)	Lafayette (Kalifornio)
87	87 (nombro)
語體	Lingvotavolo
54	54 (nombro)
美國國家公園管理局	Naciparka Agentejo
張國榮	Leslie Cheung
安達斯·波尼斯奧	Andrés Bonifacio
王維	Wang Wei
阿波里納里奧·馬比尼	Apolinario Mabini
徐載弼	Philip Jaisohn
朴憲永	Park Heon-young
李瑈	Sejo de Joseon
王建 (高麗大王)	Wang Geon
溜溜板	Deglitejo
丁一權	Chung Il-kwon
指示	Deikto
88	88 (nombro)
虎之門站	Stacio Toranomon
京橋站	Stacio Kyōbashi (Tokio)
末廣町站	Stacio Suehiroĉo (Tokio)
稻荷町站	Stacio Inarichō
福澤諭吉	Fukuzawa Yukichi
漆器	Lakaĵo
腳魚	Molkarapacaj testudoj
尹善道	Yun Seondo
張澤相	Chang Taek-sang
安鐸尼俄·都·納布黎夏	Antonio de Nebrija
和單	Litotuko
85	85 (nombro)
澀谷站	Stacio Shibuya
27	27 (nombro)
35	35 (nombro)
64	64 (nombro)
99	99 (nombro)
都柏林人	Dubliners
申仁善	Sin Saimdang
金星 (舞者)	Jin Xing
崇禮門	Namdemun
技術嗰歷史	Historio de tekniko
一隻後生藝術家嗰畫像	A Portrait of the Artist as a Young Man
弱弱強格	Anapesto
許貞淑	Heo Jong-suk
羅蕙錫	Na Hyesok
存在	Ekzisto
王昭	Gwangjong de Goryeo
尹致暎	Yun Chi-Yeong
潘淸簡	Phan Thanh Gian
河莉秀	Harisu
理性主義	Raciismo
聖保羅地鐵	Metroo en San-Paŭlo
陀螺儀	Giroskopo
和服	Kimono
頭韻法	Aliteracio
兪吉濬	Yu Gil-jun
古世界嗰七大奇跡	Sep mirindaĵoj de la antikva mondo
核桃溪 (加利福尼亞州)	Walnut Creek (Kalifornio)
李光洙	Yi Gwang-su
朴重陽	Park Jung-yang
獨立門	Sendependeco Pordego
馬丁內斯 (加利福尼亞州)	Martinez (Kalifornio)
日比谷站	Stacio Hibiya
56	56 (nombro)
瑪算·迪可算線	Linio Mason-Dixon
2020年代	2020-aj jaroj
89	89 (nombro)
Dior	Christian Dior S.A
76	76 (nombro)
29	29 (nombro)
蒙古	Mongola Altebenaĵo
2060年代	2060-aj jaroj
招兵	Deviga militservo
71	71 (nombro)
28	28 (nombro)
2060年	2060
59	59 (nombro)
62	62 (nombro)
莫拉加 (加利福尼亞州)	Moraga (Kalifornio)
95	95 (nombro)
38	38 (nombro)
75	75 (nombro)
銀座站	Stacio Ginza
赤坂見附站	Stacio Akasaka-mitsuke
青山一丁目站	Stacio Aoyama-itchōme
詞頭音消失	Aferezo
Wikipedia:捷徑	Vikipedio:Simbola ligilo
廬山	Luŝan
李詩姸	Lee Si-yeon
洪錫天	Hong Seok-cheon
45	45 (nombro)
65	65 (nombro)
音節省略	Elizio
2050年代	2050-aj jaroj
2040年代	2040-aj jaroj
2070年代	2070-aj jaroj
理茲酒店 (巴黎)	Hotelo Ritz (Parizo)
68	68 (nombro)
97	97 (nombro)
大數	Ĉinaj ciferoj
94	94 (nombro)
55	55 (nombro)
美洲嗰歷史	Historio de Ameriko
91	91 (nombro)
望春風	Bāng Chhun-hong
80	80 (nombro)
21	21 (nombro)
22	22 (nombro)
70	70 (nombro)
50	50 (nombro)
41	41 (nombro)
34	34 (nombro)
33	33 (nombro)
47	47 (nombro)
31	31 (nombro)
32	32 (nombro)
44	44 (nombro)
46	46 (nombro)
49	49 (nombro)
48	48 (nombro)
37	37 (nombro)
39	39 (nombro)
36	36 (nombro)
53	53 (nombro)
81	81 (nombro)
66	66 (nombro)
63	63 (nombro)
52	52 (nombro)
69	69 (nombro)
73	73 (nombro)
57	57 (nombro)
74	74 (nombro)
79	79 (nombro)
67	67 (nombro)
77	77 (nombro)
83	83 (nombro)
82	82 (nombro)
86	86 (nombro)
78	78 (nombro)
98	98 (nombro)
2030年代	2030-aj jaroj
妙淸	Myocheong
琴	Guĉino
霞關站	Stacio Kasumigaseki (Tokio)
Bulgari	Bulgari
東洋生態區	Orientaliso
Givenchy	Givenchy
透鏡	Lenso (optiko)
61	61 (nombro)
日本橋站	Stacio Nihombaŝi
秋葉原站	Stacio Akihabara
淺草站	Stacio Asakusa
飯田橋站	Stacio Iidabashi
神田站	Stacio Kanda (Tokio)
中野站	Stacio Nakano (Tokio)
御茶之水站	Stacio Ochanomizu
新橋站	Stacio Shimbashi
新宿站	Stacio Shinjuku
上野站	Stacio Ueno
四谷站	Stacio Yotsuya
立方體	Kubo (geometrio)
42	42 (nombro)
黑人	Nigrulo
2061年	2061
佢俚先頭攻擊…	Unue ili la judojn venigis
現代主義	Modernismo
2069年	2069
2068年	2068
2067年	2067
2071年	2071
2065年	2065
2066年	2066
2070年	2070
51	51 (nombro)
東京地鐵	Metroo de Tokio
2064年	2064
2063年	2063
2062年	2062
人名	Individua nomo
銀座線	Linio Ginza (Tokyo Metro)
四谷三丁目站	Stacio Yotsuya-sanchōme
千代田線	Linio Chiyoda (Tokyo Metro)
茗荷谷站	Stacio Mjogadani
新大塚站	Stacio Ŝin-Ocuka
東銀座站	Stacio Higashi-Ginza
淡路町站	Stacio Awajichō
新宿御苑前站	Stacio Ŝinĝuku-gjoemmae
人形町站	Stacio Ningjoĉo
新宿三丁目站	Stacio Ŝinĝuku-sanĉome
丸之內線	Linio Marunouchi (Tokyo Metro)
東西線	Linio Tozaj (Tokjo Metro)
後樂園站	Stacio Kōrakuen
上野廣小路站	Stacio Ueno-hirokoĝi
國會議事堂前站	Stacio Kokkai-gijidō-mae
田原町站	Stacio Taŭaramaĉi (Tokio)
日比谷線	Linio Hibiya (Tokyo Metro)
除法	Divido
有理數	Racionala nombro
渥·因·浮羅孌·索達	Voor een verloren soldaat
60年代	60-aj jaroj
50年代	50-aj jaroj
40年代	40-aj jaroj
30年代	30-aj jaroj
敘事	Rakonto
表參道站	Stacio Omotesandō
大手町站	Stacio Ōtemachi (Tokio)
漢服	Hanfu
江南	Jiangnano
分類:德國	Kategorio:Germanio
分類:意大利	Kategorio:Italio
分類:美國	Kategorio:Usono
分類:俄羅斯	Kategorio:Rusio
分類:加拿大	Kategorio:Kanado
分類:英國	Kategorio:Unuiĝinta Reĝlando
分類:中國	Kategorio:Ĉinio
分類:日本	Kategorio:Japanio
分類:澳大利亞	Kategorio:Aŭstralio
分類:印度	Kategorio:Barato
分類:沙特阿拉伯	Kategorio:Sauda Arabio
分類:以色列	Kategorio:Israelo
分類:土耳其	Kategorio:Turkio
分類:埃及	Kategorio:Egiptio
20年代	20-aj jaroj
1120年代	1120-aj jaroj
分類:荷蘭	Kategorio:Nederlando
分類:波蘭	Kategorio:Pollando
分類:泰國	Kategorio:Tajlando
分類:越南	Kategorio:Vjetnamio
分類:植物	Kategorio:Plantoj
分類:物理學	Kategorio:Fiziko
分類:生物學	Kategorio:Biologio
分類:化學	Kategorio:Kemio
分類:歷史	Kategorio:Historio
分類:地理	Kategorio:Geografio
分類:社會	Kategorio:Socio
分類:宗教	Kategorio:Religio
分類:科學	Kategorio:Scienco
分類:地球	Kategorio:Tero
照應	Kataforo
韻腳	Piedo (poetiko)
分類:2012年過世	Kategorio:Mortintoj en 2012
分類:1072年過世	Kategorio:Mortintoj en 1072
模板:Box-footer	Portalo:Box-footer
粘粘蟲	Limako
分類:奧運會	Kategorio:Olimpikoj
分類:哲學	Kategorio:Filozofio
分類:佛教	Kategorio:Budhismo
分類:伊斯蘭教	Kategorio:Islamo
分類:猶太教	Kategorio:Judismo
腐竹	Jubo
羅斯福推論	Korolario Roosevelt
工藝	Metiartoj
譚姓	Tan
分類:行星	Kategorio:Planedoj
分類:文化	Kategorio:Kulturo
分類:洲	Kategorio:Kontinentoj
世界語言權利宣言	Universala Deklaracio de la Lingvaj Rajtoj
於于同	Eoudong
10年代	10-aj jaroj
汗	Ŝvito
鴨	Anaso
Wikipedia:放膽修改	Vikipedio:Redaktu kun kuraĝo
分類:德國人	Kategorio:Germanoj
分類:美國人	Kategorio:Usonanoj
分類:奧地利人	Kategorio:Aŭstroj
分類:荷蘭人	Kategorio:Nederlandanoj
分類:英國人	Kategorio:Britoj
分類:法國人	Kategorio:Francoj
分類:意大利人	Kategorio:Italoj
模板:Tl	Ŝablono:Ŝ
模板:Userbox	Ŝablono:Uzantoskatolo1
分類:法律	Kategorio:Juro
分類:國家	Kategorio:Landoj
分類:經濟	Kategorio:Ekonomiko
分類:人物	Kategorio:Personoj
Wikipedia:申請做管理員	Vikipedio:Administrantoj/kandidatoj
分類:自然	Kategorio:Naturo
分類:貨幣	Kategorio:Mono
分類:政治	Kategorio:Politiko
分類:教育	Kategorio:Edukado
分類:光學	Kategorio:Optiko
分類:藝術	Kategorio:Arto
會計學	Kontado
埃及	Egiptujo
分類:2013年	Kategorio:2013
模板:Bot	Ŝablono:Bot
加拿大	Kanado
分類:捷克	Kategorio:Ĉeĥio
分類:丹麥	Kategorio:Danio
分類:希臘	Kategorio:Grekio
分類:瑞典	Kategorio:Svedio
維度	Dimensio
分類:歐洲國家	Kategorio:Eŭropaj landoj
分類:歐洲	Kategorio:Eŭropo
Wikipedia:新出嗰事	Vikipedio:Aktualaĵoj
模板:Documentation	Ŝablono:Dok
博士	Doktoro
Wikipedia:贛語本字	Vikipedio:Evitu nebulajn vortojn
成在基	Sung Jae-gi
模板:Softredirect	Ŝablono:Intervikia plusendilo
模板:Delete	Ŝablono:Forigu tuj
分類:技術	Kategorio:Teknologio
分類:語言	Kategorio:Lingvoj
分類:維基百科	Kategorio:Vikipedio
Wikipedia:免責聲明	Vikipedio:Malgarantio
分類:冇做索引嗰頁面	Kategorio:Neindeksitaj paĝoj
分類:檔案連結損壞的頁面	Kategorio:Paĝoj kun eraraj dosierligiloj
Portal:歐洲	Portalo:Eŭropo
模板:Navbox	Ŝablono:Navigilo2
模板:Shortcut	Ŝablono:Mallongigo
模板:!	Ŝablono:!
模板:Tnavbar	Ŝablono:Tnavbar
模板:Unicode	Ŝablono:Unicode
信仰	Fido
模板:Nowrap	Ŝablono:Nrsp
模板:Bots	Ŝablono:Bots
分類:非洲	Kategorio:Afriko
分類:書	Kategorio:Libroj
分類:月份	Kategorio:Monatoj
模板:Wikisource	Ŝablono:Vikifontaro
模板:Babel	Ŝablono:Babelejo
模板:Commons	Ŝablono:Commons
模板:Link GA	Ŝablono:LigoLeginda
模板:Reflist	Ŝablono:Referencoj
模板:Stub	Ŝablono:Ĝermo
模板:User de	Ŝablono:Vikipediisto de
模板:User en-3	Ŝablono:Vikipediisto en-3
模板:User en-1	Ŝablono:Vikipediisto en-1
模板:User en-2	Ŝablono:Vikipediisto en-2
模板:User en-4	Ŝablono:Vikipediisto en-4
模板:User ja-1	Ŝablono:Vikipediisto ja-1
模板:Unsigned	Ŝablono:Subskribo
分類:1957年	Kategorio:1957
分類:1949年	Kategorio:1949
分類:1927年	Kategorio:1927
分類:1919年	Kategorio:1919
模板:Location map/Info	Ŝablono:Situo sur mapo/informoj
分類:昆蟲	Kategorio:Insektoj
分類:亞洲	Kategorio:Azio
分類:智利	Kategorio:Ĉilio
分類:21世紀	Kategorio:21-a jarcento
分類:南美洲	Kategorio:Sudameriko
分類:1930年	Kategorio:1930
分類:1936年	Kategorio:1936
分類:1947年	Kategorio:1947
分類:1937年	Kategorio:1937
分類:1940年	Kategorio:1940
分類:1934年	Kategorio:1934
分類:1960年	Kategorio:1960
分類:1943年	Kategorio:1943
分類:1951年	Kategorio:1951
分類:1942年	Kategorio:1942
分類:1959年	Kategorio:1959
分類:1938年	Kategorio:1938
分類:1928年	Kategorio:1928
分類:1913年	Kategorio:1913
分類:1918年	Kategorio:1918
分類:1954年	Kategorio:1954
分類:1941年	Kategorio:1941
分類:1955年	Kategorio:1955
分類:1950年	Kategorio:1950
分類:1921年	Kategorio:1921
分類:1977年	Kategorio:1977
分類:1946年	Kategorio:1946
分類:1948年	Kategorio:1948
分類:1932年	Kategorio:1932
分類:1945年	Kategorio:1945
模板:Mod	Ŝablono:Mod
分類:1923年	Kategorio:1923
分類:1935年	Kategorio:1935
分類:1910年	Kategorio:1910
分類:1917年	Kategorio:1917
分類:1904年	Kategorio:1904
分類:1926年	Kategorio:1926
分類:1907年	Kategorio:1907
分類:1914年	Kategorio:1914
分類:1929年	Kategorio:1929
分類:1920年	Kategorio:1920
分類:1925年	Kategorio:1925
分類:1905年	Kategorio:1905
分類:1915年	Kategorio:1915
分類:1908年	Kategorio:1908
模板:歡迎	Ŝablono:Bonvenon
分類:1901年	Kategorio:1901
分類:1903年	Kategorio:1903
分類:1902年	Kategorio:1902
分類:1900年	Kategorio:1900
分類:1933年	Kategorio:1933
分類:1912年	Kategorio:1912
分類:1952年	Kategorio:1952
模板:USA	Ŝablono:USA
分類:語言學	Kategorio:Lingvoscienco
分類:1911年	Kategorio:1911
分類:1922年	Kategorio:1922
模板:ITA	Ŝablono:ITA
分類:1924年	Kategorio:1924
模板:Click	Ŝablono:Ligo el bildo
分類:1906年	Kategorio:1906
模板:Wikiquote	Ŝablono:Vikicitaro
模板:Image label	Ŝablono:Marko sur bildo
模板:Es	Ŝablono:Es
模板:Infobox Music genre	Ŝablono:Informkesto Muzika ĝenro
模板:Navigational templates	Ŝablono:Navigilaro
分類:美國嗰歷史	Kategorio:Historio de Usono
模板:Switch	Ŝablono:Switch
模板:Infobox Country	Ŝablono:Informkesto lando
模板:Px	Ŝablono:Px
模板:Audio	Ŝablono:Aŭdio
模板:Navbox with columns	Ŝablono:Navigilo kun kolumnoj
模板:Cite journal	Ŝablono:Citaĵo el gazeto
模板:Infobox Company	Ŝablono:Informkesto firmao
模板:S-after	Ŝablono:S-aft
模板:靚文	Ŝablono:Elstara
分類:1875年出世	Kategorio:Naskiĝintoj en 1875
分類:1856年出世	Kategorio:Naskiĝintoj en 1856
分類:巴黎	Kategorio:Parizo
模板:Infobox	Ŝablono:Informkesto
分類:1902年過世	Kategorio:Mortintoj en 1902
模板:User zh	Ŝablono:Vikipediisto zh
模板:Legend	Ŝablono:Priskribo
模板:Cite web	Ŝablono:Citaĵo el la reto
模板:Infobox Bridge	Ŝablono:Informkesto ponto
分類:飲食	Kategorio:Kuirarto
模板:方位	Ŝablono:Kompasdirektoj
模板:Wiktionary	Ŝablono:Vikivortaro
模板:Languageicon	Ŝablono:Ref-lang
分類:總統	Kategorio:Prezidantoj
分類:20世紀	Kategorio:20-a jarcento
模板:IPA	Ŝablono:IFA
分類:政治人物	Kategorio:Politikistoj
分類:美洲	Kategorio:Ameriko
分類:漢藏語系	Kategorio:Ĉinotibeta lingvaro
模板:LangWithName	Ŝablono:LingvoKunNomo
模板:User language-N	Ŝablono:Babel kadro D
模板:Archive box	Ŝablono:Arkivo
模板:Sisterlinks	Ŝablono:Projektoj
模板:Border	Ŝablono:Bordero
分類:1879年出世	Kategorio:Naskiĝintoj en 1879
分類:1955年出世	Kategorio:Naskiĝintoj en 1955
分類:1823年出世	Kategorio:Naskiĝintoj en 1823
分類:1963年出世	Kategorio:Naskiĝintoj en 1963
分類:1884年過世	Kategorio:Mortintoj en 1884
分類:1875年過世	Kategorio:Mortintoj en 1875
分類:1868年出世	Kategorio:Naskiĝintoj en 1868
分類:1812年出世	Kategorio:Naskiĝintoj en 1812
分類:1817年出世	Kategorio:Naskiĝintoj en 1817
分類:1837年出世	Kategorio:Naskiĝintoj en 1837
分類:1863年過世	Kategorio:Mortintoj en 1863
分類:1829年出世	Kategorio:Naskiĝintoj en 1829
分類:1998年出世	Kategorio:Naskiĝintoj en 1998
分類:1802年過世	Kategorio:Mortintoj en 1802
分類:1801年過世	Kategorio:Mortintoj en 1801
分類:1718年過世	Kategorio:Mortintoj en 1718
分類:1492年過世	Kategorio:Mortintoj en 1492
分類:1834年出世	Kategorio:Naskiĝintoj en 1834
分類:1729年過世	Kategorio:Mortintoj en 1729
分類:1498年過世	Kategorio:Mortintoj en 1498
分類:1433年過世	Kategorio:Mortintoj en 1433
分類:1457年過世	Kategorio:Mortintoj en 1457
分類:1435年過世	Kategorio:Mortintoj en 1435
分類:1461年過世	Kategorio:Mortintoj en 1461
分類:1720年過世	Kategorio:Mortintoj en 1720
分類:1408年過世	Kategorio:Mortintoj en 1408
分類:1497年過世	Kategorio:Mortintoj en 1497
分類:1429年過世	Kategorio:Mortintoj en 1429
分類:1430年過世	Kategorio:Mortintoj en 1430
分類:1508年過世	Kategorio:Mortintoj en 1508
分類:1165年過世	Kategorio:Mortintoj en 1165
分類:1499年過世	Kategorio:Mortintoj en 1499
分類:1455年過世	Kategorio:Mortintoj en 1455
